,Stories,Bedrooms,Bathrooms,Housing_Type,Cluster
40894,2.0,3.0,2.5, Condominium,3
40895,2.0,4.0,3.0, Single Family,0
40896,2.0,4.0,3.0, Single Family,0
40897,2.0,3.0,2.5, Single Family,0
40898,2.0,4.0,3.0, Single Family,0
40899,2.0,4.0,3.0, Single Family,0
40900,2.0,5.0,4.0, Single Family,0
40901,2.0,4.0,3.5, Single Family,0
40902,2.0,4.0,2.5, Single Family,0
40903,2.5,5.0,4.5, Single Family,0
40904,2.0,4.0,4.0, Single Family,0
40905,2.0,4.0,3.5, Single Family,0
40906,1.5,4.0,3.5, Single Family,0
40907,2.0,4.0,4.0, Single Family,0
40908,2.0,3.0,2.5, Single Family,0
40909,2.0,5.0,3.0, Single Family,0
40910,1.5,4.0,3.0, Single Family,0
40911,1.0,4.0,2.0, Single Family,1
40912,2.0,4.0,2.5, Single Family,0
40913,1.0,3.0,2.0, Single Family,1
40914,2.0,4.0,2.5, Single Family,0
40915,1.0,3.0,2.0, Single Family,1
40916,1.0,3.0,2.0, Single Family,1
40917,2.0,4.0,2.5, Single Family,0
40918,2.0,2.0,2.0, Condominium,3
40919,2.0,3.0,2.5, Condominium,3
40920,2.0,2.0,2.0, Condominium,3
40921,2.0,2.0,2.0, Condominium,3
40922,2.0,2.0,2.0, Condominium,3
40923,2.0,4.0,3.5, Single Family,0
40924,2.0,4.0,2.5, Single Family,0
40925,2.0,4.0,2.5, Single Family,0
40926,2.0,5.0,2.5, Single Family,0
40927,2.0,3.0,2.5, Condominium,3
40928,2.0,3.0,2.0, Single Family,0
40929,2.0,4.0,2.5, Single Family,0
40930,1.0,4.0,2.5, Single Family,1
40931,2.0,4.0,2.5, Single Family,0
40932,2.0,3.0,2.5, Single Family,0
40933,2.5,4.0,3.5, Single Family,0
40934,2.0,2.0,2.5, Condominium,3
40935,2.0,3.0,3.0, Condominium,3
40936,1.0,3.0,2.5, Single Family,1
40937,1.0,3.0,2.5, Single Family,1
40938,1.5,4.0,3.0, Single Family,0
40939,1.0,3.0,2.0, Condominium,3
40940,1.0,3.0,2.0, Condominium,3
40941,1.0,2.0,1.5, Condominium,3
40942,1.0,2.0,1.0, Condominium,3
40943,1.0,2.0,1.5, Condominium,3
40944,1.0,2.0,2.0, Condominium,3
40945,1.0,2.0,1.5, Condominium,3
40946,1.0,2.0,1.0, Condominium,3
40947,1.0,4.0,3.0, Single Family,1
40948,1.0,3.0,2.0, Single Family,1
40949,2.0,3.0,2.5, Single Family,0
40950,1.0,3.0,2.0, Single Family,1
40951,1.0,3.0,1.5, Single Family,1
40952,1.0,2.0,1.0, Single Family,1
40953,2.0,4.0,3.5, Single Family,0
40954,2.0,4.0,3.5, Single Family,0
40955,2.0,5.0,4.5, Single Family,0
40956,2.0,4.0,3.0, Single Family,0
40957,2.0,4.0,2.5, Single Family,0
40958,2.0,4.0,2.5, Single Family,0
40959,2.0,5.0,5.0, Single Family,0
40960,2.0,3.0,2.5, Single Family,0
40961,2.0,3.0,2.5, Single Family,0
40962,1.0,4.0,2.0, Single Family,1
40963,2.0,4.0,3.5, Single Family,0
40964,2.0,3.0,2.5, Single Family,0
40965,1.0,3.0,3.5, Single Family,1
40966,1.5,3.0,2.5, Single Family,1
40967,2.0,3.0,2.5, Townhouse,2
40968,2.0,3.0,3.0, Townhouse,2
40969,1.0,3.0,2.5, Single Family,1
40970,1.0,2.0,1.5, Townhouse,2
40971,2.0,3.0,1.5, Townhouse,2
40972,1.5,3.0,2.0, Townhouse,2
40973,2.0,2.0,2.5, Townhouse,2
40974,2.0,2.0,2.5, Townhouse,2
40975,2.0,2.0,2.5, Townhouse,2
40976,2.0,5.0,4.5, Single Family,0
40977,1.0,3.0,3.0, Single Family,1
40978,1.0,3.0,1.0, Single Family,1
40979,1.0,4.0,2.5, Single Family,1
40980,2.0,4.0,2.5, Single Family,0
40981,2.0,3.0,2.5, Single Family,0
40982,2.0,3.0,2.5, Single Family,0
40983,2.0,4.0,2.5, Single Family,0
40984,2.0,3.0,2.5, Single Family,0
40985,2.0,3.0,2.5, Single Family,0
40986,2.0,3.0,2.5, Single Family,0
40987,2.0,3.0,2.5, Single Family,0
40988,2.0,4.0,3.0, Single Family,0
40989,2.0,4.0,2.5, Single Family,0
40990,2.0,4.0,2.5, Single Family,0
40991,2.0,4.0,3.0, Single Family,0
40992,2.0,3.0,2.5, Single Family,0
40993,1.0,3.0,2.0, Single Family,1
40994,2.0,4.0,3.5, Single Family,0
40995,1.5,4.0,3.5, Single Family,0
40996,2.0,4.0,2.5, Single Family,0
40997,2.0,3.0,2.5, Townhouse,2
40998,2.0,3.0,2.5, Townhouse,2
40999,2.0,4.0,2.5, Single Family,0
41000,2.0,3.0,2.5, Townhouse,2
41001,2.0,4.0,2.5, Single Family,0
41002,2.0,3.0,2.5, Townhouse,2
41003,1.5,3.0,3.0, Single Family,0
41004,2.0,3.0,2.5, Townhouse,2
41005,2.0,4.0,2.5, Single Family,0
41006,2.0,4.0,2.5, Single Family,0
41007,2.0,4.0,2.5, Single Family,0
41008,2.0,3.0,2.5, Single Family,0
41009,1.0,3.0,1.0, Single Family,1
41010,1.0,3.0,1.5, Single Family,1
41011,2.0,3.0,2.5, Single Family,0
41012,1.0,3.0,2.5, Single Family,1
41013,2.0,3.0,2.5, Single Family,0
41014,2.0,4.0,2.5, Single Family,0
41015,1.0,3.0,2.0, Single Family,1
41016,2.0,3.0,2.5, Single Family,0
41017,2.0,4.0,2.5, Single Family,0
41018,1.0,3.0,2.0, Single Family,1
41019,2.0,4.0,2.5, Single Family,0
41020,1.0,3.0,2.5, Single Family,1
41021,1.0,2.0,2.0, Condominium,3
41022,1.0,3.0,1.0, Single Family,1
41023,2.0,4.0,2.5, Single Family,0
41024,2.0,3.0,2.5, Single Family,0
41025,2.0,3.0,2.5, Single Family,0
41026,2.0,3.0,2.5, Single Family,0
41027,2.0,3.0,2.5, Single Family,0
41028,2.0,3.0,2.5, Single Family,0
41029,1.0,3.0,2.0, Single Family,1
41030,2.0,2.0,2.5, Townhouse,2
41031,2.0,2.0,2.0, Townhouse,2
41032,2.0,2.0,2.5, Townhouse,2
41033,1.0,2.0,2.0, Condominium,3
41034,1.0,2.0,2.0, Condominium,3
41035,2.0,2.0,2.5, Condominium,3
41036,2.0,2.0,2.0, Condominium,3
41037,2.0,3.0,2.5, Condominium,3
41038,2.0,2.0,2.5, Condominium,3
41039,2.0,2.0,2.5, Condominium,3
41040,2.0,2.0,2.5, Condominium,3
41041,2.0,2.0,2.0, Condominium,3
41042,2.0,2.0,2.5, Condominium,3
41043,2.0,2.0,2.5, Condominium,3
41044,2.0,2.0,2.5, Condominium,3
41045,2.0,4.0,3.0, Single Family,0
41046,2.0,4.0,2.5, Single Family,0
41047,1.0,3.0,2.0, Single Family,1
41048,2.0,4.0,3.0, Single Family,0
41049,2.0,4.0,3.0, Single Family,0
41050,2.0,3.0,2.5, Single Family,0
41051,1.5,4.0,3.0, Single Family,0
41052,1.5,3.0,2.0, Single Family,1
41053,2.0,4.0,2.5, Single Family,0
41054,1.0,3.0,1.0, Single Family,1
41055,1.0,3.0,1.0, Single Family,1
41056,1.0,3.0,2.0, Single Family,1
41057,1.0,3.0,1.0, Single Family,1
41058,1.0,3.0,2.0, Single Family,1
41059,2.0,4.0,3.5, Condominium,3
41060,1.0,3.0,2.0, Condominium,3
41061,2.0,4.0,2.5, Single Family,0
41062,2.0,4.0,2.5, Single Family,0
41063,2.0,3.0,2.5, Single Family,0
41064,2.0,3.0,2.5, Single Family,0
41065,2.0,4.0,2.5, Single Family,0
41066,2.0,3.0,2.5, Single Family,0
41067,2.0,3.0,2.5, Single Family,0
41068,2.0,3.0,2.5, Single Family,0
41069,2.0,3.0,2.5, Single Family,0
41070,1.0,3.0,3.0, Single Family,1
41071,1.0,2.0,2.5, Single Family,1
41072,1.0,3.0,1.0, Single Family,1
41073,1.5,3.0,2.0, Single Family,1
41074,2.0,3.0,2.0, Single Family,0
41075,2.0,4.0,3.5, Single Family,0
41076,1.0,3.0,2.0, Single Family,1
41077,2.0,4.0,3.0, Single Family,0
41078,1.0,3.0,2.0, Single Family,1
41079,2.0,4.0,2.5, Single Family,0
41080,1.0,3.0,2.0, Townhouse,2
41081,2.0,3.0,2.5, Single Family,0
41082,1.5,4.0,3.5, Single Family,0
41083,1.0,3.0,2.0, Single Family,1
41084,2.0,5.0,4.0, Single Family,0
41085,2.0,4.0,4.5, Single Family,0
41086,2.5,5.0,5.0, Single Family,0
41087,2.0,3.0,3.5, Single Family,0
41088,2.0,5.0,4.5, Single Family,0
41089,2.0,3.0,5.0, Single Family,0
41090,2.0,5.0,4.5, Single Family,0
41091,2.0,5.0,3.5, Single Family,0
41092,1.5,4.0,3.5, Single Family,0
41093,2.5,5.0,6.0, Single Family,0
41094,2.0,6.0,5.5, Single Family,0
41095,2.0,4.0,4.5, Single Family,0
41096,1.5,4.0,3.5, Single Family,0
41097,2.0,4.0,4.0, Single Family,0
41098,1.5,3.0,3.5, Single Family,0
41099,2.0,4.0,3.5, Single Family,0
41100,2.0,4.0,3.0, Single Family,0
41101,2.0,5.0,3.5, Single Family,0
41102,2.0,5.0,4.0, Single Family,0
41103,1.5,4.0,3.5, Single Family,0
41104,2.0,4.0,3.5, Single Family,0
41105,2.0,4.0,3.5, Single Family,0
41106,2.0,5.0,4.5, Single Family,0
41107,2.0,3.0,2.5, Single Family,0
41108,1.5,4.0,3.5, Single Family,0
41109,2.0,3.0,2.5, Single Family,0
41110,1.0,3.0,2.0, Single Family,1
41111,2.5,4.0,2.5, Single Family,0
41112,2.0,4.0,2.5, Single Family,0
41113,2.0,3.0,2.5, Single Family,0
41114,2.0,3.0,2.5, Single Family,0
41115,2.0,4.0,2.5, Single Family,0
41116,2.0,3.0,2.5, Single Family,0
41117,2.0,3.0,2.5, Single Family,0
41118,2.0,4.0,2.5, Single Family,0
41119,2.0,3.0,2.5, Single Family,0
41120,2.0,4.0,2.5, Single Family,0
41121,2.0,4.0,3.0, Single Family,0
41122,2.0,5.0,2.5, Single Family,0
41123,2.0,5.0,4.5, Single Family,0
41124,2.0,4.0,3.5, Single Family,0
41125,1.0,4.0,2.5, Single Family,1
41126,2.0,4.0,2.5, Single Family,0
41127,2.0,3.0,2.5, Single Family,0
41128,2.0,4.0,2.5, Single Family,0
41129,2.0,4.0,2.5, Single Family,0
41130,1.0,3.0,2.0, Single Family,1
41131,2.0,4.0,2.5, Single Family,0
41132,1.0,3.0,2.5, Single Family,1
41133,2.0,4.0,3.0, Single Family,0
41134,1.0,3.0,3.0, Single Family,1
41135,2.0,4.0,4.0, Single Family,0
41136,2.0,4.0,3.5, Single Family,0
41137,2.0,4.0,2.5, Single Family,0
41138,2.0,5.0,6.5, Single Family,0
41139,2.0,3.0,3.0, Single Family,0
41140,2.0,4.0,2.5, Single Family,0
41141,2.0,4.0,4.0, Single Family,0
41142,1.5,3.0,2.5, Single Family,1
41143,1.5,3.0,3.5, Single Family,0
41144,1.0,4.0,2.5, Single Family,1
41145,1.0,3.0,1.5, Single Family,1
41146,1.0,3.0,2.0, Single Family,1
41147,2.0,3.0,2.5, Single Family,0
41148,1.5,4.0,4.5, Single Family,0
41149,1.0,2.0,1.0, Single Family,1
41150,2.0,4.0,3.0, Single Family,0
41151,1.0,3.0,1.0, Single Family,1
41152,1.0,3.0,1.0, Single Family,1
41153,1.0,2.0,1.0, Single Family,1
41154,1.0,3.0,2.0, Single Family,1
41155,1.0,3.0,2.0, Single Family,1
41156,1.0,4.0,3.5, Single Family,0
41157,2.0,3.0,2.5, Single Family,0
41158,1.0,4.0,3.0, Single Family,1
41159,1.0,3.0,2.0, Single Family,1
41160,1.0,3.0,2.0, Single Family,1
41161,2.0,4.0,2.5, Single Family,0
41162,2.0,3.0,2.5, Single Family,0
41163,1.5,4.0,4.5, Single Family,0
41164,2.0,3.0,2.0, Single Family,0
41165,1.0,3.0,2.0, Single Family,1
41166,1.0,2.0,1.0, Single Family,1
41167,1.0,3.0,2.0, Single Family,1
41168,1.0,3.0,2.5, Single Family,1
41169,2.0,3.0,2.5, Single Family,0
41170,2.0,3.0,2.5, Single Family,0
41171,1.0,3.0,2.0, Single Family,1
41172,1.0,3.0,2.0, Single Family,1
41173,2.0,3.0,2.5, Single Family,0
41174,2.0,3.0,2.5, Single Family,0
41175,1.0,3.0,2.0, Single Family,1
41176,2.0,3.0,2.5, Single Family,0
41177,1.0,3.0,2.0, Single Family,1
41178,2.0,3.0,2.5, Single Family,0
41179,2.0,4.0,2.5, Single Family,0
41180,1.0,3.0,2.0, Single Family,1
41181,2.0,4.0,2.0, Single Family,0
41182,1.0,2.0,2.0, Condominium,3
41183,2.5,4.0,3.5, Single Family,0
41184,2.0,4.0,3.5, Single Family,0
41185,2.5,2.0,2.5, Townhouse,2
41186,2.0,5.0,2.5, Single Family,0
41187,1.5,3.0,2.0, Single Family,1
41188,2.0,4.0,2.5, Single Family,0
41189,1.0,4.0,2.5, Single Family,1
41190,1.0,3.0,3.5, Condominium,3
41191,1.0,2.0,1.0, Single Family,1
41192,1.0,3.0,1.0, Single Family,1
41193,2.0,3.0,2.0, Single Family,0
41194,1.0,3.0,2.0, Single Family,1
41195,2.0,4.0,3.5, Single Family,0
41196,2.0,2.0,2.5, Townhouse,2
41197,2.0,2.0,2.5, Townhouse,2
41198,2.0,2.0,2.5, Townhouse,2
41199,2.0,3.0,2.0, Townhouse,2
41200,2.0,2.0,1.5, Townhouse,2
41201,2.0,3.0,2.5, Townhouse,2
41202,2.0,2.0,2.5, Townhouse,2
41203,2.0,2.0,1.5, Townhouse,2
41204,2.0,2.0,1.5, Townhouse,2
41205,2.0,2.0,1.5, Condominium,3
41206,2.0,2.0,1.5, Condominium,3
41207,2.0,2.0,1.5, Townhouse,2
41208,2.0,2.0,2.5, Townhouse,2
41209,1.5,3.0,2.0, Townhouse,2
41210,2.0,2.0,2.5, Townhouse,2
41211,1.5,3.0,2.0, Townhouse,2
41212,2.0,3.0,2.5, Townhouse,2
41213,1.0,2.0,2.0, High Rise Condo,4
41214,1.0,3.0,2.0, Single Family,1
41215,1.0,3.0,2.0, Single Family,1
41216,1.0,3.0,2.0, Single Family,1
41217,1.0,3.0,2.5, Single Family,1
41218,2.0,4.0,2.5, Single Family,0
41219,1.0,3.0,2.0, Single Family,1
41220,2.5,5.0,5.0, Single Family,0
41221,2.0,5.0,4.5, Single Family,0
41222,1.5,4.0,4.5, Single Family,0
41223,1.0,3.0,2.0, Single Family,1
41224,2.0,3.0,2.5, Single Family,0
41225,2.0,3.0,2.5, Townhouse,2
41226,2.0,2.0,2.5, Single Family,0
41227,2.0,2.0,2.5, Townhouse,2
41228,2.0,2.0,2.5, Single Family,0
41229,2.0,3.0,2.5, Townhouse,2
41230,1.0,3.0,2.5, Single Family,1
41231,2.0,2.0,2.5, Townhouse,2
41232,2.0,2.0,2.5, Townhouse,2
41233,2.0,3.0,2.5, Single Family,0
41234,2.0,2.0,2.5, Townhouse,2
41235,2.0,4.0,2.0, Single Family,0
41236,1.0,3.0,2.0, Single Family,1
41237,1.0,3.0,2.0, Single Family,1
41238,1.0,3.0,2.0, Single Family,1
41239,2.0,3.0,2.5, Single Family,0
41240,2.5,4.0,4.5, Single Family,0
41241,2.0,3.0,2.5, Single Family,0
41242,1.0,3.0,2.5, Single Family,1
41243,2.0,4.0,2.5, Single Family,0
41244,2.0,3.0,2.5, Single Family,0
41245,2.0,4.0,3.0, Single Family,0
41246,1.0,2.0,2.0, Townhouse,2
41247,2.0,2.0,2.5, Townhouse,2
41248,2.0,2.0,2.5, Townhouse,2
41249,1.0,2.0,2.0, Townhouse,2
41250,1.0,3.0,2.0, Single Family,1
41251,1.0,3.0,2.0, Single Family,1
41252,1.0,3.0,2.0, Single Family,1
41253,2.0,3.0,2.5, Single Family,0
41254,2.0,3.0,2.5, Single Family,0
41255,2.0,3.0,2.5, Single Family,0
41256,1.0,4.0,2.5, Single Family,1
41257,2.0,4.0,2.5, Single Family,0
41258,2.0,3.0,2.5, Single Family,0
41259,2.0,3.0,2.5, Single Family,0
41260,1.0,3.0,2.0, Single Family,1
41261,1.0,3.0,2.0, Single Family,1
41262,1.5,3.0,2.0, Single Family,1
41263,1.0,3.0,2.0, Single Family,1
41264,1.0,3.0,2.0, Single Family,1
41265,2.0,4.0,2.5, Single Family,0
41266,2.0,3.0,2.5, Single Family,0
41267,1.0,3.0,2.0, Single Family,1
41268,2.0,4.0,2.5, Single Family,0
41269,2.0,4.0,2.5, Single Family,0
41270,2.0,2.0,1.5, Townhouse,2
41271,2.0,3.0,2.0, Townhouse,2
41272,2.5,3.0,2.5, Townhouse,2
41273,2.5,3.0,2.5, Townhouse,2
41274,2.5,3.0,2.5, Townhouse,2
41275,2.0,4.0,3.5, Single Family,0
41276,1.5,3.0,2.5, Single Family,1
41277,2.0,4.0,3.0, Single Family,0
41278,1.0,3.0,2.0, Single Family,1
41279,1.0,3.0,2.0, Single Family,1
41280,1.0,3.0,2.0, Single Family,1
41281,2.0,4.0,3.5, Single Family,0
41282,2.0,5.0,3.5, Single Family,0
41283,1.0,3.0,2.0, Single Family,1
41284,2.0,4.0,3.5, Single Family,0
41285,1.0,3.0,2.0, Single Family,1
41286,2.0,3.0,2.5, Single Family,0
41287,2.0,3.0,3.0, Single Family,0
41288,1.5,4.0,2.5, Single Family,0
41289,1.0,3.0,2.0, Single Family,1
41290,2.0,4.0,2.5, Single Family,0
41291,2.0,4.0,4.0, Single Family,0
41292,2.0,4.0,4.5, Single Family,0
41293,2.0,4.0,2.5, Single Family,0
41294,1.5,4.0,2.5, Single Family,0
41295,1.5,3.0,2.5, Single Family,1
41296,2.0,3.0,2.5, Single Family,0
41297,1.0,3.0,2.0, Single Family,1
41298,2.0,4.0,2.5, Single Family,0
41299,1.0,3.0,2.0, Single Family,1
41300,1.5,3.0,1.5, Single Family,1
41301,2.0,4.0,2.5, Single Family,0
41302,1.0,3.0,2.0, Single Family,1
41303,2.0,4.0,2.5, Single Family,0
41304,2.0,3.0,2.5, Single Family,0
41305,1.5,3.0,2.0, Single Family,1
41306,1.0,3.0,2.0, Single Family,1
41307,2.0,4.0,2.5, Single Family,0
41308,2.0,3.0,2.5, Townhouse,2
41309,1.0,3.0,2.0, Single Family,1
41310,1.5,4.0,3.5, Single Family,0
41311,2.0,3.0,2.5, Townhouse,2
41312,1.0,2.0,1.0, Single Family,1
41313,2.0,4.0,2.0, Single Family,0
41314,2.0,2.0,2.5, Condominium,3
41315,2.0,3.0,2.5, Condominium,3
41316,2.0,2.0,2.5, Condominium,3
41317,2.0,2.0,2.5, Condominium,3
41318,2.0,2.0,2.5, Condominium,3
41319,1.0,3.0,2.0, Single Family,1
41320,1.0,3.0,2.5, Single Family,1
41321,2.0,6.0,4.5, Single Family,0
41322,1.0,3.0,2.5, Single Family,1
41323,1.0,3.0,1.0, Single Family,1
41324,1.0,3.0,2.0, Single Family,1
41325,1.0,3.0,1.0, Single Family,1
41326,1.0,3.0,2.5, Condominium,3
41327,1.0,3.0,2.0, Single Family,1
41328,2.0,3.0,2.5, Single Family,0
41329,2.0,4.0,4.5, Single Family,0
41330,2.0,3.0,2.0, Single Family,0
41331,1.0,2.0,1.0, Single Family,1
41332,1.0,3.0,1.0, Single Family,1
41333,1.0,4.0,2.0, Single Family,1
41334,1.0,3.0,1.0, Single Family,1
41335,1.0,3.0,1.0, Single Family,1
41336,1.0,3.0,1.0, Single Family,1
41337,1.0,3.0,1.0, Single Family,1
41338,1.0,3.0,1.5, Single Family,1
41339,1.0,3.0,1.0, Single Family,1
41340,1.0,3.0,2.0, Single Family,1
41341,1.0,3.0,2.0, Single Family,1
41342,1.0,3.0,1.0, Single Family,1
41343,1.0,3.0,2.0, Single Family,1
41344,1.0,3.0,2.5, Single Family,1
41345,1.0,3.0,1.0, Single Family,1
41346,1.0,2.0,2.0, Single Family,1
41347,1.0,2.0,1.0, Single Family,1
41348,1.0,3.0,2.0, Single Family,1
41349,1.0,2.0,1.0, Single Family,1
41350,1.0,3.0,2.0, Single Family,1
41351,1.0,3.0,1.5, Single Family,1
41352,1.0,2.0,2.0, Single Family,1
41353,1.0,3.0,2.0, Single Family,1
41354,1.0,3.0,2.0, Single Family,1
41355,1.0,3.0,1.0, Single Family,1
41356,1.0,3.0,2.0, Single Family,1
41357,1.0,4.0,2.0, Single Family,1
41358,1.0,3.0,2.0, Single Family,1
41359,1.0,1.0,1.0, Condominium,3
41360,2.0,2.0,1.0, Condominium,3
41361,2.0,2.0,1.0, Condominium,3
41362,2.0,2.0,1.0, Condominium,3
41363,1.0,1.0,1.0, Condominium,3
41364,2.0,2.0,1.0, Condominium,3
41365,1.0,2.0,1.0, Condominium,3
41366,2.0,2.0,1.0, Condominium,3
41367,1.0,2.0,1.0, Condominium,3
41368,1.0,2.0,1.0, Condominium,3
41369,1.0,3.0,1.5, Single Family,1
41370,1.0,3.0,2.0, Single Family,1
41371,2.0,4.0,4.0, Single Family,0
41372,2.0,4.0,2.5, Single Family,0
41373,2.0,4.0,2.5, Single Family,0
41374,2.0,4.0,2.5, Single Family,0
41375,2.0,3.0,2.5, Single Family,0
41376,2.0,4.0,2.5, Single Family,0
41377,2.0,4.0,3.5, Single Family,0
41378,2.0,3.0,2.5, Single Family,0
41379,2.0,4.0,2.5, Single Family,0
41380,1.0,3.0,2.0, Single Family,1
41381,1.0,3.0,2.0, Single Family,1
41382,1.0,3.0,2.0, Single Family,1
41383,2.0,4.0,2.5, Single Family,0
41384,2.0,4.0,2.5, Single Family,0
41385,2.0,3.0,3.0, Single Family,0
41386,1.0,3.0,2.0, Single Family,1
41387,2.0,4.0,2.5, Single Family,0
41388,2.0,4.0,2.5, Single Family,0
41389,1.5,4.0,2.0, Single Family,0
41390,1.0,3.0,2.0, Single Family,1
41391,1.0,3.0,2.0, Single Family,1
41392,1.0,3.0,1.5, Single Family,1
41393,1.0,3.0,2.0, Single Family,1
41394,1.0,3.0,1.5, Single Family,1
41395,1.0,3.0,2.0, Single Family,1
41396,1.0,3.0,1.0, Single Family,1
41397,1.0,3.0,2.5, Single Family,1
41398,1.0,3.0,2.5, Single Family,1
41399,1.0,3.0,1.5, Single Family,1
41400,1.0,3.0,1.5, Single Family,1
41401,1.5,3.0,2.0, Single Family,1
41402,1.5,3.0,2.5, Single Family,1
41403,1.0,3.0,2.0, Single Family,1
41404,1.0,3.0,1.5, Single Family,1
41405,1.0,3.0,2.5, Single Family,1
41406,1.0,3.0,2.0, Single Family,1
41407,1.0,3.0,1.0, Single Family,1
41408,1.0,3.0,1.5, Single Family,1
41409,1.0,3.0,2.0, Single Family,1
41410,1.0,3.0,2.0, Single Family,1
41411,1.0,3.0,2.0, Single Family,1
41412,1.5,3.0,2.5, Single Family,1
41413,1.0,3.0,1.5, Single Family,1
41414,2.0,4.0,2.5, Single Family,0
41415,1.0,3.0,1.5, Single Family,1
41416,1.0,2.0,2.0, Condominium,3
41417,2.0,3.0,2.5, Townhouse,2
41418,2.0,3.0,2.5, Townhouse,2
41419,2.0,3.0,2.5, Townhouse,2
41420,2.0,3.0,2.5, Townhouse,2
41421,2.0,3.0,2.5, Townhouse,2
41422,2.0,3.0,2.5, Townhouse,2
41423,2.0,3.0,2.5, Townhouse,2
41424,2.0,3.0,2.5, Townhouse,2
41425,2.0,3.0,2.5, Townhouse,2
41426,2.0,3.0,2.5, Townhouse,2
41427,2.0,3.0,2.5, Townhouse,2
41428,2.0,5.0,3.5, Single Family,0
41429,2.5,4.0,3.5, Single Family,0
41430,2.0,5.0,3.5, Single Family,0
41431,1.0,2.0,1.5, Single Family,1
41432,1.0,3.0,1.0, Single Family,1
41433,1.0,3.0,1.5, Single Family,1
41434,1.0,3.0,2.5, Single Family,1
41435,1.0,3.0,1.5, Single Family,1
41436,1.0,3.0,1.5, Single Family,1
41437,2.0,5.0,5.5, Single Family,0
41438,2.0,4.0,3.5, Single Family,0
41439,2.0,3.0,2.5, Single Family,0
41440,2.0,3.0,2.0, Single Family,0
41441,2.0,5.0,4.0, Single Family,0
41442,1.0,3.0,2.0, Single Family,1
41443,1.0,3.0,2.0, Single Family,1
41444,1.0,3.0,2.0, Single Family,1
41445,1.0,3.0,2.0, Single Family,1
41446,2.0,3.0,2.5, Single Family,0
41447,1.0,3.0,2.0, Single Family,1
41448,2.0,3.0,2.0, Single Family,0
41449,1.0,3.0,2.0, Single Family,1
41450,1.0,4.0,3.0, Single Family,1
41451,2.0,6.0,6.5, Single Family,0
41452,2.0,4.0,4.5, Single Family,0
41453,1.0,3.0,1.5, Single Family,1
41454,1.0,4.0,2.5, Single Family,1
41455,1.0,3.0,2.5, Single Family,1
41456,1.0,3.0,2.0, Single Family,1
41457,1.5,4.0,2.5, Single Family,0
41458,1.0,4.0,3.5, Single Family,0
41459,1.0,5.0,2.0, Single Family,1
41460,1.0,3.0,2.5, Single Family,1
41461,1.0,2.0,2.0, Single Family,1
41462,1.0,3.0,3.0, Single Family,1
41463,1.0,3.0,2.0, Single Family,1
41464,1.0,3.0,2.5, Single Family,1
41465,1.0,3.0,2.0, Single Family,1
41466,2.0,4.0,2.5, Single Family,0
41467,2.0,3.0,2.5, Single Family,0
41468,1.0,4.0,2.5, Single Family,1
41469,2.0,3.0,2.5, Townhouse,2
41470,2.0,2.0,2.5, Townhouse,2
41471,2.0,2.0,2.5, Townhouse,2
41472,2.0,3.0,2.5, Townhouse,2
41473,2.0,3.0,2.5, Townhouse,2
41474,2.0,3.0,2.0, Single Family,0
41475,1.0,3.0,2.0, Single Family,1
41476,1.0,3.0,2.0, Single Family,1
41477,1.0,3.0,2.0, Single Family,1
41478,2.0,4.0,2.5, Single Family,0
41479,2.0,4.0,2.5, Single Family,0
41480,2.0,4.0,2.5, Single Family,0
41481,2.0,4.0,2.5, Single Family,0
41482,1.0,3.0,2.5, Single Family,1
41483,2.0,3.0,2.5, Single Family,0
41484,2.0,3.0,2.5, Single Family,0
41485,2.0,3.0,2.5, Single Family,0
41486,1.0,3.0,2.5, Single Family,1
41487,2.0,3.0,2.5, Single Family,0
41488,2.0,2.0,2.5, Condominium,3
41489,2.0,2.0,2.5, Condominium,3
41490,2.5,2.0,2.0, Condominium,3
41491,1.5,2.0,2.0, Condominium,3
41492,2.0,4.0,4.0, Single Family,0
41493,2.0,3.0,4.5, Single Family,0
41494,2.0,4.0,3.5, Single Family,0
41495,1.0,4.0,2.5, Single Family,1
41496,1.5,3.0,2.5, Townhouse,2
41497,2.5,4.0,3.5, Townhouse,2
41498,2.0,4.0,3.5, Townhouse,2
41499,2.0,3.0,2.5, Townhouse,2
41500,1.5,3.0,2.5, Single Family,1
41501,2.0,4.0,2.5, Single Family,0
41502,2.0,4.0,3.0, Single Family,0
41503,2.0,4.0,5.0, Single Family,0
41504,2.0,5.0,4.5, Single Family,0
41505,2.0,4.0,2.5, Single Family,0
41506,2.0,4.0,4.5, Single Family,0
41507,2.0,4.0,4.5, Single Family,0
41508,2.0,4.0,2.5, Single Family,0
41509,2.0,5.0,5.0, Single Family,0
41510,2.5,3.0,3.5, Townhouse,2
41511,2.0,3.0,2.5, Townhouse,2
41512,2.5,3.0,2.0, Condominium,3
41513,2.5,3.0,2.0, Condominium,3
41514,1.0,3.0,2.0, Single Family,1
41515,1.0,3.0,2.0, Single Family,1
41516,1.0,2.0,1.5, Single Family,1
41517,1.0,3.0,2.0, Single Family,1
41518,1.0,3.0,1.5, Single Family,1
41519,1.0,2.0,1.0, Single Family,1
41520,2.0,4.0,2.5, Single Family,0
41521,2.0,4.0,2.5, Single Family,0
41522,2.0,3.0,2.5, Single Family,0
41523,2.0,4.0,2.5, Single Family,0
41524,2.5,2.0,2.5, Condominium,3
