,Stories,Bedrooms,Bathrooms,Housing_Type,Cluster
40263,2.5,4.0,4.0, Single Family,0
40264,2.0,4.0,4.5, Single Family,0
40265,2.0,4.0,3.5, Single Family,0
40266,1.5,4.0,2.5, Single Family,0
40267,2.0,4.0,4.5, Single Family,0
40268,1.5,4.0,4.5, Single Family,0
40269,2.0,2.0,3.0, Condominium,3
40270,1.5,3.0,2.0, Single Family,1
40271,2.0,4.0,4.5, Single Family,0
40272,1.0,3.0,2.5, Single Family,1
40273,1.0,3.0,2.0, Single Family,1
40274,2.0,3.0,1.5, Single Family,0
40275,1.0,2.0,1.0, Single Family,1
40276,1.0,3.0,1.5, Single Family,1
40277,2.0,3.0,2.5, Single Family,0
40278,2.0,3.0,2.5, Single Family,0
40279,2.0,2.0,2.5, Townhouse,2
40280,2.0,4.0,2.5, Single Family,0
40281,1.0,3.0,2.0, Single Family,1
40282,1.0,3.0,2.0, Single Family,1
40283,2.0,4.0,2.5, Single Family,0
40284,1.0,3.0,2.0, Single Family,1
40285,1.5,4.0,3.5, Single Family,0
40286,2.0,4.0,2.5, Single Family,0
40287,1.0,3.0,1.5, Single Family,1
40288,2.0,3.0,2.5, Single Family,0
40289,2.0,4.0,2.5, Single Family,0
40290,2.0,5.0,2.5, Single Family,0
40291,2.0,3.0,2.5, Single Family,0
40292,2.0,3.0,3.0, Townhouse,2
40293,2.0,3.0,3.0, Townhouse,2
40294,2.0,2.0,2.5, Townhouse,2
40295,1.0,3.0,2.0, Condominium,3
40296,1.0,2.0,2.0, Condominium,3
40297,2.0,4.0,3.5, Single Family,0
40298,1.5,4.0,4.5, Single Family,0
40299,2.0,4.0,3.5, Single Family,0
40300,1.0,3.0,2.5, Single Family,1
40301,1.0,3.0,1.0, Single Family,1
40302,1.0,2.0,2.5, Single Family,1
40303,2.0,4.0,3.0, Single Family,0
40304,1.0,1.0,1.0, Condominium,3
40305,1.0,1.0,1.0, Condominium,3
40306,1.0,1.0,1.0, Condominium,3
40307,1.0,3.0,2.0, Single Family,1
40308,2.0,3.0,2.5, Single Family,0
40309,2.0,4.0,2.5, Single Family,0
40310,2.0,4.0,3.5, Single Family,0
40311,2.0,4.0,3.5, Single Family,0
40312,2.0,3.0,2.5, Single Family,0
40313,2.0,4.0,4.5, Single Family,0
40314,2.0,4.0,4.5, Single Family,0
40315,2.0,4.0,4.0, Single Family,0
40316,2.0,4.0,4.5, Single Family,0
40317,2.0,3.0,3.5, Single Family,0
40318,2.0,4.0,2.5, Single Family,0
40319,2.0,3.0,2.5, Single Family,0
40320,2.0,4.0,2.5, Single Family,0
40321,2.0,4.0,2.5, Single Family,0
40322,2.0,4.0,3.0, Single Family,0
40323,2.0,3.0,2.5, Single Family,0
40324,2.0,6.0,4.5, Single Family,0
40325,2.0,3.0,2.5, Single Family,0
40326,2.0,4.0,3.5, Single Family,0
40327,1.5,3.0,2.5, Single Family,1
40328,1.5,4.0,2.5, Single Family,0
40329,2.0,4.0,4.0, Single Family,0
40330,2.0,3.0,2.5, Single Family,0
40331,2.0,4.0,2.5, Single Family,0
40332,2.0,5.0,3.0, Single Family,0
40333,2.0,4.0,2.5, Single Family,0
40334,2.0,4.0,2.5, Single Family,0
40335,2.0,4.0,3.5, Single Family,0
40336,2.0,3.0,2.5, Single Family,0
40337,2.0,4.0,4.0, Single Family,0
40338,2.0,4.0,3.5, Single Family,0
40339,2.0,4.0,2.5, Single Family,0
40340,2.0,5.0,4.0, Single Family,0
40341,2.0,4.0,4.5, Single Family,0
40342,2.0,4.0,2.5, Single Family,0
40343,2.0,4.0,2.5, Single Family,0
40344,2.0,5.0,2.5, Single Family,0
40345,2.0,4.0,2.5, Single Family,0
40346,2.0,5.0,4.0, Single Family,0
40347,2.0,4.0,3.5, Single Family,0
40348,2.0,4.0,2.5, Single Family,0
40349,1.0,4.0,2.5, Single Family,1
40350,2.0,4.0,2.5, Single Family,0
40351,2.0,4.0,2.5, Single Family,0
40352,2.0,4.0,2.5, Single Family,0
40353,2.0,4.0,3.5, Single Family,0
40354,2.0,4.0,3.5, Single Family,0
40355,2.0,3.0,3.5, Single Family,0
40356,2.0,4.0,4.5, Single Family,0
40357,2.5,4.0,3.5, Single Family,0
40358,1.0,3.0,1.0, Single Family,1
40359,1.0,3.0,1.5, Single Family,1
40360,1.0,3.0,2.0, Single Family,1
40361,1.0,3.0,2.0, Single Family,1
40362,1.0,3.0,2.5, Single Family,1
40363,2.0,3.0,2.5, Single Family,0
40364,1.0,3.0,2.0, Single Family,1
40365,1.0,3.0,2.0, Single Family,1
40366,1.0,3.0,2.0, Single Family,1
40367,1.0,3.0,2.0, Single Family,1
40368,2.0,4.0,2.5, Single Family,0
40369,2.0,3.0,2.5, Single Family,0
40370,1.0,4.0,3.0, Single Family,1
40371,1.0,3.0,2.0, Single Family,1
40372,1.0,3.0,2.0, Single Family,1
40373,2.0,4.0,2.5, Single Family,0
40374,2.0,3.0,2.5, Single Family,0
40375,2.0,3.0,2.5, Single Family,0
40376,2.0,3.0,2.5, Single Family,0
40377,1.0,3.0,1.0, Single Family,1
40378,2.0,3.0,2.5, Single Family,0
40379,1.5,4.0,2.5, Condominium,3
40380,2.0,2.0,2.5, Condominium,3
40381,2.0,3.0,2.5, Townhouse,2
40382,2.0,2.0,1.5, Townhouse,2
40383,2.0,3.0,2.5, Townhouse,2
40384,2.0,2.0,2.5, Townhouse,2
40385,2.0,4.0,2.5, Single Family,0
40386,2.0,4.0,3.0, Single Family,0
40387,2.0,3.0,2.5, Single Family,0
40388,2.0,4.0,2.5, Single Family,0
40389,2.0,3.0,2.5, Single Family,0
40390,2.0,3.0,2.5, Single Family,0
40391,2.0,3.0,2.5, Single Family,0
40392,2.0,3.0,2.5, Single Family,0
40393,2.0,2.0,1.5, Townhouse,2
40394,2.0,3.0,2.5, Single Family,0
40395,2.0,3.0,2.5, Single Family,0
40396,1.0,3.0,2.0, Single Family,1
40397,1.0,3.0,1.0, Single Family,1
40398,1.0,3.0,2.0, Single Family,1
40399,1.0,3.0,2.0, Single Family,1
40400,2.0,3.0,2.5, Single Family,0
40401,2.0,3.0,2.5, Single Family,0
40402,1.0,3.0,2.0, Single Family,1
40403,1.0,3.0,2.0, Single Family,1
40404,1.0,3.0,2.0, Single Family,1
40405,2.0,3.0,2.5, Single Family,0
40406,2.0,3.0,2.5, Single Family,0
40407,1.0,3.0,2.0, Single Family,1
40408,1.0,3.0,2.0, Single Family,1
40409,1.0,3.0,2.0, Single Family,1
40410,1.0,3.0,2.0, Single Family,1
40411,1.0,2.0,2.0, Townhouse,2
40412,1.0,2.0,2.0, Townhouse,2
40413,2.0,3.0,2.5, Single Family,0
40414,1.0,3.0,2.0, Single Family,1
40415,1.5,3.0,2.5, Single Family,1
40416,2.0,3.0,2.5, Single Family,0
40417,1.0,2.0,2.0, MultiFamily,1
40418,2.5,5.0,3.0, Single Family,0
40419,2.0,3.0,2.5, Single Family,0
40420,1.0,3.0,2.5, Single Family,1
40421,2.0,4.0,2.5, Single Family,0
40422,2.0,4.0,2.5, Single Family,0
40423,1.5,4.0,2.5, Single Family,0
40424,2.0,3.0,2.5, Single Family,0
40425,1.5,4.0,2.0, Single Family,0
40426,2.5,3.0,2.5, Townhouse,2
40427,2.0,3.0,1.5, Single Family,0
40428,2.0,3.0,2.5, Townhouse,2
40429,1.0,3.0,3.0, Single Family,1
40430,2.0,3.0,2.5, Single Family,0
40431,1.0,3.0,1.5, Single Family,1
40432,1.5,3.0,2.5, Single Family,1
40433,1.5,3.0,2.5, Single Family,1
40434,1.5,4.0,2.5, Single Family,0
40435,2.0,3.0,2.5, Single Family,0
40436,2.0,3.0,2.5, Single Family,0
40437,1.5,4.0,2.5, Single Family,0
40438,2.0,3.0,2.5, Single Family,0
40439,1.0,2.0,2.0, Condominium,3
40440,2.0,3.0,2.5, Single Family,0
40441,2.0,3.0,2.5, Single Family,0
40442,2.0,2.0,1.5, Condominium,3
40443,2.0,3.0,2.5, Single Family,0
40444,1.0,4.0,2.0, Single Family,1
40445,1.0,3.0,2.0, Single Family,1
40446,1.0,2.0,2.0, Single Family,1
40447,1.0,2.0,2.0, Single Family,1
40448,2.0,4.0,4.0, Single Family,0
40449,2.5,5.0,5.0, Single Family,0
40450,1.0,3.0,2.5, Single Family,1
40451,1.0,3.0,1.5, Single Family,1
40452,2.0,5.0,2.5, Single Family,0
40453,1.0,3.0,2.5, Single Family,1
40454,1.0,3.0,2.0, Single Family,1
40455,1.0,2.0,1.5, Single Family,1
40456,1.0,3.0,2.0, Single Family,1
40457,1.5,4.0,3.0, Single Family,0
40458,2.0,5.0,2.5, Single Family,0
40459,2.0,3.0,2.5, Single Family,0
40460,2.0,3.0,2.5, Single Family,0
40461,2.0,3.0,2.5, Single Family,0
40462,2.0,3.0,2.5, Single Family,0
40463,2.0,3.0,2.5, Single Family,0
40464,2.0,3.0,2.5, Single Family,0
40465,2.0,3.0,2.5, Single Family,0
40466,2.0,3.0,2.5, Single Family,0
40467,2.0,3.0,2.5, Single Family,0
40468,2.0,5.0,3.0, Single Family,0
40469,2.0,3.0,3.5, Single Family,0
40470,2.0,3.0,2.5, Single Family,0
40471,2.0,3.0,2.5, Single Family,0
40472,2.0,3.0,2.5, Single Family,0
40473,2.0,3.0,2.5, Single Family,0
40474,2.0,3.0,2.5, Single Family,0
40475,2.0,2.0,2.5, Townhouse,2
40476,2.0,3.0,2.5, Townhouse,2
40477,2.0,3.0,2.5, Townhouse,2
40478,2.0,3.0,2.5, Townhouse,2
40479,2.0,3.0,2.5, Townhouse,2
40480,2.0,3.0,2.5, Townhouse,2
40481,2.0,3.0,2.5, Townhouse,2
40482,2.0,3.0,2.5, Townhouse,2
40483,2.0,3.0,2.5, Townhouse,2
40484,2.0,3.0,2.5, Townhouse,2
40485,2.0,2.0,2.5, Townhouse,2
40486,2.0,3.0,2.5, Townhouse,2
40487,2.0,3.0,2.5, Single Family,0
40488,2.0,4.0,2.5, Single Family,0
40489,2.0,3.0,2.5, Single Family,0
40490,1.0,3.0,2.0, Single Family,1
40491,1.0,3.0,2.0, Single Family,1
40492,1.0,3.0,3.0, Single Family,1
40493,1.0,4.0,3.0, Single Family,1
40494,1.5,4.0,2.5, Single Family,0
40495,2.0,3.0,2.5, Townhouse,2
40496,2.0,3.0,2.5, Townhouse,2
40497,2.0,3.0,2.5, Townhouse,2
40498,2.0,4.0,2.5, Single Family,0
40499,2.0,3.0,2.5, Single Family,0
40500,2.0,4.0,2.5, Single Family,0
40501,2.0,4.0,2.5, Single Family,0
40502,1.0,3.0,2.0, Single Family,1
40503,1.0,4.0,2.5, Single Family,1
40504,1.0,3.0,2.0, Single Family,1
40505,1.0,4.0,2.5, Single Family,1
40506,2.0,4.0,2.5, Single Family,0
40507,1.0,3.0,2.5, Single Family,1
40508,1.5,5.0,3.0, Single Family,0
40509,1.5,3.0,2.0, Single Family,1
40510,1.5,4.0,2.0, Single Family,0
40511,2.0,4.0,2.5, Single Family,0
40512,1.0,3.0,2.0, Single Family,1
40513,2.0,5.0,3.0, Single Family,0
40514,2.0,4.0,2.5, Single Family,0
40515,2.0,3.0,2.5, Single Family,0
40516,2.0,4.0,2.5, Single Family,0
40517,2.0,3.0,2.5, Single Family,0
40518,2.0,4.0,2.5, Single Family,0
40519,2.0,4.0,3.5, Single Family,0
40520,2.0,3.0,2.5, Single Family,0
40521,2.0,3.0,2.5, Single Family,0
40522,2.0,4.0,2.5, Single Family,0
40523,1.0,3.0,2.0, Single Family,1
40524,1.0,3.0,2.0, Single Family,1
40525,1.0,3.0,2.0, Single Family,1
40526,1.5,3.0,3.0, Single Family,0
40527,2.0,3.0,2.5, Single Family,0
40528,2.0,2.0,2.0, Condominium,3
40529,1.0,1.0,1.0, Condominium,3
40530,1.0,1.0,1.0, Condominium,3
40531,1.0,3.0,2.0, Condominium,3
40532,2.0,4.0,2.5, Single Family,0
40533,1.0,3.0,2.0, Single Family,1
40534,1.0,4.0,2.0, Single Family,1
40535,2.0,4.0,2.5, Single Family,0
40536,2.0,4.0,3.5, Single Family,0
40537,2.0,5.0,4.5, Single Family,0
40538,2.0,4.0,3.0, Single Family,0
40539,2.0,5.0,3.5, Single Family,0
40540,2.0,5.0,3.5, Single Family,0
40541,2.0,4.0,3.0, Single Family,0
40542,1.0,3.0,2.5, Single Family,1
40543,2.0,3.0,3.0, Single Family,0
40544,2.0,4.0,4.0, Single Family,0
40545,2.0,4.0,2.5, Single Family,0
40546,2.0,4.0,2.5, Single Family,0
40547,2.0,4.0,2.5, Single Family,0
40548,1.0,3.0,2.0, Single Family,1
40549,2.0,4.0,2.5, Single Family,0
40550,1.5,4.0,3.0, Single Family,0
40551,2.0,4.0,2.5, Single Family,0
40552,2.0,4.0,2.5, Single Family,0
40553,1.5,4.0,3.5, Single Family,0
40554,2.0,5.0,3.5, Single Family,0
40555,2.0,4.0,2.5, Single Family,0
40556,1.5,4.0,2.5, Single Family,0
40557,1.5,3.0,2.0, Single Family,1
40558,2.0,3.0,2.5, Single Family,0
40559,1.5,3.0,2.0, Single Family,1
40560,2.0,1.0,1.0, Condominium,3
40561,1.5,1.0,1.0, Condominium,3
40562,2.0,5.0,3.5, Single Family,0
40563,1.0,1.0,1.0, Townhouse,2
40564,1.5,3.0,3.0, Condominium,3
40565,2.0,3.0,2.5, Condominium,3
40566,1.0,2.0,2.5, Condominium,3
40567,1.0,2.0,2.0, Condominium,3
40568,1.0,2.0,1.0, Condominium,3
40569,1.0,2.0,1.0, Condominium,3
40570,1.0,2.0,1.0, Condominium,3
40571,1.0,2.0,1.0, Condominium,3
40572,1.0,2.0,2.0, Condominium,3
40573,1.5,3.0,4.0, Single Family,0
40574,1.0,3.0,2.0, Single Family,1
40575,1.0,3.0,2.0, Single Family,1
40576,1.0,3.0,2.0, Single Family,1
40577,1.5,3.0,2.0, Single Family,1
40578,2.0,3.0,2.5, Single Family,0
40579,1.0,3.0,2.0, Single Family,1
40580,1.0,3.0,2.0, Single Family,1
40581,1.0,3.0,2.0, Single Family,1
40582,1.5,3.0,2.0, Single Family,1
40583,1.5,3.0,2.0, Single Family,1
40584,1.0,3.0,2.0, Single Family,1
40585,1.5,3.0,2.0, Single Family,1
40586,2.0,2.0,2.5, Single Family,0
40587,2.0,2.0,2.5, Single Family,0
40588,2.0,3.0,2.5, Townhouse,2
40589,2.0,3.0,2.5, Townhouse,2
40590,2.0,3.0,2.5, Townhouse,2
40591,2.5,4.0,3.5, Townhouse,2
40592,2.0,3.0,2.5, Townhouse,2
40593,2.5,3.0,3.5, Townhouse,2
40594,2.5,4.0,3.5, Townhouse,2
40595,2.5,4.0,3.5, Townhouse,2
40596,2.5,4.0,3.5, Townhouse,2
40597,2.0,2.0,2.5, Condominium,3
40598,2.0,2.0,2.5, Condominium,3
40599,2.0,2.0,2.5, Condominium,3
40600,2.0,2.0,2.0, Condominium,3
40601,2.0,2.0,2.5, Condominium,3
40602,2.0,3.0,2.5, Condominium,3
40603,2.0,2.0,2.5, Condominium,3
40604,1.0,2.0,2.0, Condominium,3
40605,1.0,2.0,2.0, Condominium,3
40606,1.0,2.0,2.0, Condominium,3
40607,2.0,2.0,2.5, Condominium,3
40608,2.5,2.0,2.5, Condominium,3
40609,2.5,2.0,2.5, Condominium,3
40610,1.0,3.0,2.0, Single Family,1
40611,1.0,3.0,2.0, Single Family,1
40612,2.0,4.0,2.5, Single Family,0
40613,2.0,3.0,2.5, Single Family,0
40614,1.0,3.0,2.0, Single Family,1
40615,2.0,3.0,2.5, Single Family,0
40616,1.0,3.0,2.0, Single Family,1
40617,2.0,3.0,2.5, Single Family,0
40618,1.0,3.0,2.0, Single Family,1
40619,2.0,3.0,2.5, Single Family,0
40620,1.5,3.0,2.5, Single Family,1
40621,1.0,3.0,2.0, Single Family,1
40622,1.0,3.0,1.5, Single Family,1
40623,1.0,3.0,1.5, Single Family,1
40624,1.0,3.0,1.0, Single Family,1
40625,2.0,4.0,4.0, Single Family,0
40626,2.0,4.0,3.5, Single Family,0
40627,1.5,3.0,3.0, Single Family,0
40628,2.0,5.0,4.5, Single Family,0
40629,2.5,2.0,2.5, Condominium,3
40630,2.5,2.0,2.5, Condominium,3
40631,1.0,2.0,2.0, Condominium,3
40632,1.0,3.0,2.0, Single Family,1
40633,1.0,3.0,2.0, Single Family,1
40634,2.0,3.0,2.5, Single Family,0
40635,2.0,4.0,2.5, Single Family,0
40636,2.0,3.0,2.5, Single Family,0
40637,1.0,3.0,2.0, Single Family,1
40638,2.0,3.0,2.5, Single Family,0
40639,2.0,2.0,2.5, Condominium,3
40640,2.0,4.0,2.5, Single Family,0
40641,1.0,3.0,2.0, Single Family,1
40642,2.0,3.0,2.5, Single Family,0
40643,1.0,2.0,1.0, Single Family,1
40644,2.5,4.0,3.5, Single Family,0
40645,2.0,2.0,1.0, Single Family,1
40646,2.0,3.0,2.5, Single Family,0
40647,1.0,3.0,2.0, Single Family,1
40648,2.0,5.0,6.5, Single Family,0
40649,2.0,5.0,6.0, Single Family,0
40650,2.0,4.0,4.5, Single Family,0
40651,1.0,3.0,2.0, Single Family,1
40652,1.0,3.0,2.0, Single Family,1
40653,2.0,5.0,5.5, Single Family,0
40654,2.0,4.0,3.5, Single Family,0
40655,2.0,3.0,2.5, Single Family,0
40656,2.0,4.0,4.5, Single Family,0
40657,2.0,6.0,4.5, Single Family,0
40658,2.0,3.0,3.5, Single Family,0
40659,1.5,3.0,3.5, Single Family,0
40660,2.0,4.0,4.5, Single Family,0
40661,2.5,4.0,4.0, Single Family,0
40662,2.0,5.0,6.0, Single Family,0
40663,2.0,4.0,4.5, Single Family,0
40664,2.0,4.0,2.5, Single Family,0
40665,2.0,5.0,4.5, Single Family,0
40666,1.5,5.0,4.0, Single Family,0
40667,1.0,3.0,3.5, Single Family,1
40668,2.0,4.0,3.5, Single Family,0
40669,2.0,5.0,4.5, Single Family,0
40670,1.0,4.0,3.5, Single Family,0
40671,2.0,4.0,4.5, Single Family,0
40672,2.0,3.0,1.5, Single Family,0
40673,2.5,3.0,3.5, Townhouse,2
40674,2.0,5.0,5.5, Single Family,0
40675,1.5,4.0,5.5, Single Family,0
40676,2.5,4.0,4.5, Single Family,0
40677,2.0,5.0,6.5, Single Family,0
40678,2.5,5.0,7.5, Single Family,0
40679,2.0,5.0,5.5, Single Family,0
40680,2.0,4.0,3.5, Single Family,0
40681,2.0,4.0,2.5, Single Family,0
40682,2.0,2.0,1.5, Townhouse,2
40683,1.0,3.0,2.0, Single Family,1
40684,1.0,3.0,3.0, Single Family,1
40685,1.0,3.0,1.5, Single Family,1
40686,1.0,3.0,1.5, Single Family,1
40687,2.0,4.0,2.5, Single Family,0
40688,2.0,4.0,2.5, Single Family,0
40689,1.0,3.0,1.5, Single Family,1
40690,1.0,3.0,1.5, Single Family,1
40691,1.0,3.0,1.5, Single Family,1
40692,1.0,3.0,2.0, Single Family,1
40693,1.0,3.0,2.0, Single Family,1
40694,2.0,3.0,2.0, Single Family,0
40695,2.0,3.0,2.5, Single Family,0
40696,2.0,3.0,2.0, Single Family,0
40697,1.0,3.0,2.0, Single Family,1
40698,2.0,2.0,2.5, Townhouse,2
40699,2.0,2.0,2.5, Townhouse,2
40700,2.0,3.0,3.5, Townhouse,2
40701,2.0,2.0,2.5, Townhouse,2
40702,1.0,3.0,2.5, Single Family,1
40703,1.0,2.0,1.0, Single Family,1
40704,1.0,3.0,1.0, Single Family,1
40705,1.0,3.0,2.0, Single Family,1
40706,2.5,6.0,5.0, Single Family,0
40707,2.0,4.0,4.5, Single Family,0
40708,2.5,5.0,5.0, Single Family,0
40709,2.0,5.0,4.5, Single Family,0
40710,1.5,4.0,3.5, Single Family,0
40711,2.0,4.0,4.5, Single Family,0
40712,2.0,6.0,4.0, Single Family,0
40713,2.0,4.0,2.5, Single Family,0
40714,1.0,3.0,2.0, Single Family,1
40715,2.0,3.0,2.5, Single Family,0
40716,2.0,4.0,2.5, Single Family,0
40717,2.0,4.0,2.5, Single Family,0
40718,2.0,4.0,2.5, Single Family,0
40719,2.0,5.0,2.5, Single Family,0
40720,2.0,4.0,2.5, Single Family,0
40721,1.0,3.0,2.0, Single Family,1
40722,2.0,3.0,2.5, Single Family,0
40723,1.0,3.0,2.0, Single Family,1
40724,2.0,3.0,2.5, Single Family,0
40725,2.0,3.0,2.5, Single Family,0
40726,2.0,2.0,2.5, Condominium,3
40727,1.0,3.0,1.0, Single Family,1
40728,1.0,3.0,2.0, Single Family,1
40729,1.0,3.0,2.0, Single Family,1
40730,2.0,4.0,3.0, Single Family,0
40731,1.0,3.0,2.0, Single Family,1
40732,1.0,3.0,1.5, Single Family,1
40733,1.0,3.0,2.0, Single Family,1
40734,1.0,2.0,1.0, Single Family,1
40735,1.5,4.0,3.0, Single Family,0
40736,2.0,3.0,2.5, Single Family,0
40737,1.0,2.0,1.0, Single Family,1
40738,2.0,4.0,2.5, Single Family,0
40739,1.0,3.0,2.0, Single Family,1
40740,2.0,5.0,3.5, Single Family,0
40741,1.0,3.0,3.0, Single Family,1
40742,2.0,3.0,2.5, Condominium,3
40743,2.0,3.0,2.0, Townhouse,2
40744,1.0,4.0,2.0, Single Family,1
40745,2.0,4.0,2.5, Single Family,0
40746,2.0,3.0,2.5, Single Family,0
40747,2.0,3.0,2.0, Single Family,0
40748,2.0,4.0,2.5, Single Family,0
40749,1.0,3.0,2.0, Single Family,1
40750,1.0,3.0,2.0, Single Family,1
40751,1.0,3.0,2.0, Single Family,1
40752,2.0,4.0,3.5, Single Family,0
40753,1.0,2.0,2.0, Condominium,3
40754,1.0,3.0,2.0, Single Family,1
40755,1.0,3.0,2.0, Single Family,1
40756,2.0,3.0,2.5, Single Family,0
40757,2.0,4.0,2.5, Single Family,0
40758,2.0,4.0,2.5, Single Family,0
40759,2.0,4.0,2.5, Single Family,0
40760,2.0,4.0,2.5, Single Family,0
40761,1.5,4.0,3.5, Single Family,0
40762,2.0,4.0,2.5, Single Family,0
40763,2.0,5.0,2.5, Single Family,0
40764,1.5,4.0,2.5, Single Family,0
40765,1.5,4.0,3.5, Single Family,0
40766,2.0,2.0,1.5, Townhouse,2
40767,2.0,3.0,2.0, Townhouse,2
40768,1.5,3.0,2.0, Townhouse,2
40769,2.0,3.0,2.0, Townhouse,2
40770,2.0,3.0,2.5, Townhouse,2
40771,2.0,4.0,3.0, Single Family,0
40772,2.0,4.0,3.5, Single Family,0
40773,1.5,3.0,2.5, Single Family,1
40774,2.0,5.0,3.5, Single Family,0
40775,2.0,4.0,2.5, Single Family,0
40776,2.0,3.0,2.5, Single Family,0
40777,2.0,4.0,2.5, Single Family,0
40778,1.0,3.0,2.0, Condominium,3
40779,1.0,3.0,2.0, Condominium,3
40780,1.0,2.0,2.0, Condominium,3
40781,2.0,4.0,2.5, Single Family,0
40782,2.0,3.0,2.5, Single Family,0
40783,2.0,3.0,3.0, Single Family,0
40784,2.0,4.0,3.5, Single Family,0
40785,1.5,3.0,3.5, Single Family,0
40786,1.0,3.0,2.0, Single Family,1
40787,1.5,4.0,4.0, Single Family,0
40788,1.0,2.0,1.0, Single Family,1
40789,1.0,3.0,2.5, Single Family,1
40790,2.0,3.0,3.0, Single Family,0
40791,1.0,4.0,3.0, Single Family,1
40792,1.5,6.0,4.5, Single Family,0
40793,1.5,5.0,3.5, Single Family,0
40794,2.0,3.0,2.5, Townhouse,2
40795,2.0,3.0,2.0, Townhouse,2
40796,2.0,3.0,2.0, Townhouse,2
40797,2.0,3.0,3.0, Townhouse,2
40798,2.0,3.0,2.5, Townhouse,2
40799,2.0,3.0,2.0, Townhouse,2
40800,2.0,3.0,2.0, Townhouse,2
40801,2.0,2.0,2.5, Townhouse,2
40802,2.0,2.0,2.5, Townhouse,2
40803,2.0,2.0,2.5, Townhouse,2
40804,2.0,4.0,2.5, Single Family,0
40805,2.0,4.0,2.5, Single Family,0
40806,2.0,3.0,2.0, Single Family,0
40807,2.0,2.0,3.0, Townhouse,2
40808,2.0,4.0,2.5, Single Family,0
40809,1.5,3.0,3.0, Single Family,0
40810,2.0,4.0,2.5, Single Family,0
40811,2.0,3.0,2.5, Single Family,0
40812,2.0,2.0,2.5, Townhouse,2
40813,2.0,2.0,2.5, Townhouse,2
40814,2.0,2.0,2.5, Townhouse,2
40815,2.0,2.0,2.5, Townhouse,2
40816,2.0,2.0,2.5, Townhouse,2
40817,2.0,2.0,2.5, Townhouse,2
40818,2.0,2.0,2.5, Townhouse,2
40819,2.0,5.0,4.5, Single Family,0
40820,2.0,4.0,2.5, Single Family,0
40821,2.0,4.0,2.5, Single Family,0
40822,1.5,4.0,3.0, Single Family,0
40823,2.0,4.0,3.5, Single Family,0
40824,2.0,5.0,4.5, Single Family,0
40825,2.0,4.0,3.5, Single Family,0
40826,2.0,5.0,3.5, Single Family,0
40827,2.0,4.0,3.0, Single Family,0
40828,2.5,4.0,2.5, Single Family,0
40829,2.0,4.0,4.0, Single Family,0
40830,2.0,4.0,3.5, Single Family,0
40831,2.0,5.0,3.5, Single Family,0
40832,1.5,4.0,3.5, Single Family,0
40833,2.0,5.0,3.5, Single Family,0
40834,1.0,2.0,2.0, Townhouse,2
40835,1.5,3.0,2.5, Single Family,1
40836,2.0,3.0,2.5, Single Family,0
40837,2.0,3.0,2.5, Single Family,0
40838,1.5,3.0,2.5, Single Family,1
40839,1.5,3.0,4.5, Single Family,0
40840,2.0,4.0,2.5, Single Family,0
40841,2.0,5.0,3.5, Single Family,0
40842,1.5,3.0,2.0, Single Family,1
40843,2.0,4.0,2.5, Single Family,0
40844,1.5,3.0,2.0, Single Family,1
40845,2.0,4.0,2.5, Single Family,0
40846,2.5,4.0,4.0, Single Family,0
40847,2.0,5.0,3.5, Single Family,0
40848,2.0,6.0,5.5, Single Family,0
40849,2.0,5.0,2.5, Single Family,0
40850,2.0,4.0,3.5, Single Family,0
40851,2.0,4.0,2.5, Single Family,0
40852,2.0,4.0,3.5, Single Family,0
40853,2.0,4.0,3.5, Single Family,0
40854,2.5,5.0,4.0, Single Family,0
40855,2.0,5.0,4.0, Single Family,0
40856,2.0,5.0,3.5, Single Family,0
40857,2.0,4.0,3.5, Single Family,0
40858,1.5,3.0,2.0, Single Family,1
40859,2.0,4.0,2.5, Single Family,0
40860,2.0,4.0,3.5, Single Family,0
40861,2.0,4.0,2.5, Single Family,0
40862,2.0,5.0,3.5, Single Family,0
40863,1.5,4.0,3.5, Single Family,0
40864,2.0,4.0,4.5, Single Family,0
40865,1.0,3.0,2.0, Single Family,1
40866,2.0,4.0,3.5, Single Family,0
40867,1.0,3.0,2.0, Single Family,1
40868,1.5,4.0,2.0, Single Family,0
40869,2.0,3.0,3.5, Townhouse,2
40870,2.0,4.0,3.5, Townhouse,2
40871,2.0,5.0,3.5, Single Family,0
40872,1.0,3.0,2.0, Single Family,1
40873,2.0,4.0,4.0, Single Family,0
40874,2.0,6.0,5.5, Single Family,0
40875,2.0,4.0,3.5, Single Family,0
40876,1.0,4.0,3.5, Single Family,0
40877,2.0,4.0,3.5, Single Family,0
40878,2.0,6.0,5.5, Single Family,0
40879,2.0,6.0,4.5, Single Family,0
40880,2.0,5.0,3.5, Single Family,0
40881,2.0,5.0,3.5, Single Family,0
40882,2.0,3.0,3.0, Single Family,0
40883,2.0,5.0,4.5, Single Family,0
40884,2.0,4.0,3.0, Single Family,0
40885,2.0,5.0,4.0, Single Family,0
40886,2.0,4.0,2.5, Single Family,0
40887,2.0,4.0,3.0, Single Family,0
40888,2.0,2.0,2.5, Condominium,3
40889,2.0,4.0,3.0, Condominium,3
40890,2.0,3.0,2.5, Condominium,3
40891,2.0,2.0,2.5, Condominium,3
40892,1.0,2.0,2.0, Condominium,3
40893,1.0,2.0,2.0, Condominium,3
