,Site_Zip,Housing_Type,Cluster
68519,28270, Townhouse,0
68520,28270, Townhouse,0
68521,28270, Townhouse,0
68522,28205, Single Family,2
68523,28210, Single Family,3
68524,28210, Single Family,3
68525,28210, Single Family,3
68526,28210, Single Family,3
68527,28210, Single Family,3
68528,28210, Single Family,3
68529,28210, Single Family,3
68530,28210, Single Family,3
68531,28210, Single Family,3
68532,28210, Single Family,3
68533,28210, Single Family,3
68534,28210, Single Family,3
68535,28210, Single Family,3
68536,28210, Single Family,3
68537,28210, Single Family,3
68538,28210, Single Family,3
68539,28210, Single Family,3
68540,28210, Single Family,3
68541,28277, Single Family,2
68542,28216, Single Family,0
68543,28216, Single Family,0
68544,28216, Single Family,0
68545,28216, Single Family,0
68546,28078, Single Family,2
68547,28078, Single Family,2
68548,28205, Condominium,3
68549,28205, Condominium,3
68550,28205, Condominium,3
68551,28205, Condominium,3
68552,28205, Condominium,3
68553,28205, Condominium,3
68554,28205, Condominium,3
68555,28078, Single Family,2
68556,28078, Single Family,2
68557,28078, Single Family,2
68558,28078, Single Family,2
68559,28078, Single Family,2
68560,28078, Single Family,2
68561,28078, Single Family,2
68562,28078, Single Family,2
68563,28078, Single Family,2
68564,28078, Single Family,2
68565,28078, Single Family,2
68566,28078, Single Family,2
68567,28078, Single Family,2
68568,28078, Single Family,2
68569,28078, Single Family,2
68570,28227, Single Family,2
68571,28227, Single Family,2
68572,28227, Single Family,2
68573,28031, Condominium,1
68574,28031, Single Family,1
68575,28031, Single Family,1
68576,28031, Single Family,1
68577,28270, Single Family,2
68578,28270, Single Family,2
68579,28270, Single Family,2
68580,28205, Single Family,2
68581,28205, Single Family,2
68582,28107, Single Family,2
68583,28277, Single Family,2
68584,28277, Single Family,2
68585,28277, Single Family,2
68586,28277, Single Family,2
68587,28277, Townhouse,0
68588,28277, Townhouse,0
68589,28277, Townhouse,0
68590,28277, Townhouse,0
68591,28277, Townhouse,0
68592,28277, Townhouse,0
68593,28277, Townhouse,0
68594,28277, Townhouse,0
68595,28277, Townhouse,0
68596,28031, Single Family,1
68597,28031, Single Family,1
68598,28031, Single Family,1
68599,28031, Single Family,1
68600,28031, Single Family,1
68601,28277, Townhouse,0
68602,28277, Townhouse,0
68603,28277, Townhouse,0
68604,28031, Single Family,1
68605,28031, Single Family,1
68606,28273, Single Family,2
68607,28215, Single Family,2
68608,28215, Single Family,2
68609,28215, Single Family,2
68610,28215, Single Family,2
68611,28215, Single Family,2
68612,28215, Single Family,2
68613,28215, Single Family,2
68614,28215, Single Family,2
68615,28215, Single Family,2
68616,28215, Single Family,2
68617,28215, Single Family,2
68618,28215, Single Family,2
68619,28215, Single Family,2
68620,28215, Single Family,2
68621,28215, Single Family,2
68622,28215, Single Family,2
68623,28036, Single Family,2
68624,28036, Single Family,2
68625,28036, Single Family,2
68626,28205, Single Family,2
68627,28227, Single Family,2
68628,28210, Single Family,3
68629,28210, Single Family,3
68630,28210, Single Family,3
68631,28210, Single Family,3
68632,28210, Single Family,3
68633,28210, Single Family,3
68634,28210, Single Family,3
68635,28210, Single Family,3
68636,28211, Single Family,4
68637,28105, Single Family,2
68638,28227, Condominium,3
68639,28227, Condominium,3
68640,28227, Condominium,3
68641,28227, Condominium,3
68642,28227, Condominium,3
68643,28209, Single Family,2
68644,28215, Single Family,2
68645,28215, Single Family,2
68646,28215, Single Family,2
68647,28078, Single Family,2
68648,28078, Single Family,2
68649,28078, Single Family,2
68650,28270, Single Family,2
68651,28205, Single Family,2
68652,28205, Single Family,2
68653,28205, Townhouse,0
68654,28205, Townhouse,0
68655,28205, Townhouse,0
68656,28205, Townhouse,0
68657,28205, Townhouse,0
68658,28205, Townhouse,0
68659,28205, Townhouse,0
68660,28205, Townhouse,0
68661,28205, Townhouse,0
68662,28205, Townhouse,0
68663,28207, Single Family,2
68664,28207, Single Family,2
68665,28215, Single Family,2
68666,28207, Single Family,2
68667,28277, Single Family,2
68668,28277, Single Family,2
68669,28277, Single Family,2
68670,28269, Single Family,2
68671,28269, Single Family,2
68672,28269, Single Family,2
68673,28269, Single Family,2
68674,28134, Single Family,2
68675,28215, Single Family,2
68676,28215, Single Family,2
68677,28262, Single Family,2
68678,28262, Single Family,2
68679,28262, Single Family,2
68680,28105, Single Family,2
68681,28105, Single Family,2
68682,28105, Single Family,2
68683,28105, Single Family,2
68684,28105, Single Family,2
68685,28105, Single Family,2
68686,28105, Single Family,2
68687,28105, Single Family,2
68688,28105, Single Family,2
68689,28203, Single Family,2
68690,28105, Single Family,2
68691,28105, Single Family,2
68692,28105, Single Family,2
68693,28105, Single Family,2
68694,28105, Single Family,2
68695,28212, Single Family,2
68696,28205, Single Family,2
68697,28209, Single Family,2
68698,28209, Single Family,2
68699,28209, Single Family,2
68700,28216, Single Family,0
68701,28214, Single Family,2
68702,28214, Single Family,2
68703,28214, Single Family,2
68704,28269, Single Family,2
68705,28215, Single Family,2
68706,28215, Single Family,2
68707,28269, Single Family,2
68708,28269, Single Family,2
68709,28269, Single Family,2
68710,28215, Single Family,2
68711,28211, Single Family,4
68712,28211, Single Family,4
68713,28269, Single Family,2
68714,28269, Single Family,2
68715,28269, Single Family,2
68716,28078, Single Family,2
68717,28215, Single Family,2
68718,28215, Single Family,2
68719,28215, Single Family,2
68720,28215, Single Family,2
68721,28215, Single Family,2
68722,28215, Single Family,2
68723,28215, Single Family,2
68724,28215, Single Family,2
68725,28215, Single Family,2
68726,28215, Single Family,2
68727,28215, Single Family,2
68728,28205, Single Family,2
68729,28205, Single Family,2
68730,28226, Townhouse,0
68731,28226, Townhouse,0
68732,28226, Townhouse,0
68733,28209, Single Family,2
68734,28227, Single Family,2
68735,28214, Single Family,2
68736,28205, Single Family,2
68737,28036, Single Family,2
68738,28277, Single Family,2
68739,28277, Single Family,2
68740,28277, Single Family,2
68741,28277, Single Family,2
68742,28206, Single Family,2
68743,28213, Single Family,2
68744,28213, Single Family,2
68745,28213, Single Family,2
68746,28213, Single Family,2
68747,28213, Single Family,2
68748,28031, Single Family,1
68749,28031, Single Family,1
68750,28031, Single Family,1
68751,28031, Single Family,1
68752,28031, Single Family,1
68753,28031, Single Family,1
68754,28105, Single Family,2
68755,28105, Single Family,2
68756,28105, Single Family,2
68757,28105, Single Family,2
68758,28273, Townhouse,0
68759,28273, Townhouse,0
68760,28273, Townhouse,0
68761,28273, Townhouse,0
68762,28273, Townhouse,0
68763,28273, Townhouse,0
68764,28273, Townhouse,0
68765,28273, Townhouse,0
68766,28214, Single Family,2
68767,28078, Single Family,2
68768,28078, Single Family,2
68769,28078, Single Family,2
68770,28078, Single Family,2
68771,28078, Single Family,2
68772,28078, Single Family,2
68773,28078, Single Family,2
68774,28078, Single Family,2
68775,28078, Single Family,2
68776,28078, Single Family,2
68777,28269, Single Family,2
68778,28269, Single Family,2
68779,28270, Single Family,2
68780,28210, Single Family,3
68781,28210, Single Family,3
68782,28210, Single Family,3
68783,28210, Single Family,3
68784,28210, Single Family,3
68785,28210, Single Family,3
68786,28210, Single Family,3
68787,28210, Single Family,3
68788,28210, Single Family,3
68789,28210, Single Family,3
68790,28210, Single Family,3
68791,28210, Single Family,3
68792,28210, Single Family,3
68793,28210, Single Family,3
68794,28210, Single Family,3
68795,28210, Single Family,3
68796,28210, Single Family,3
68797,28210, Single Family,3
68798,28210, Single Family,3
68799,28210, Single Family,3
68800,28212, Single Family,2
68801,28212, Single Family,2
68802,28212, Condominium,3
68803,28226, Single Family,2
68804,28226, Single Family,2
68805,28226, Single Family,2
68806,28226, Single Family,2
68807,28226, Single Family,2
68808,28226, Single Family,2
68809,28270, Single Family,2
68810,28270, Single Family,2
68811,28216, Single Family,0
68812,28216, Single Family,0
68813,28031, Single Family,1
68814,28031, Single Family,1
68815,28031, Single Family,1
68816,28134, Single Family,2
68817,28134, Single Family,2
68818,28134, Single Family,2
68819,28134, Single Family,2
68820,28134, Single Family,2
68821,28277, Single Family,2
68822,28226, Condominium,3
68823,28226, Condominium,3
68824,28226, Townhouse,0
68825,28226, Condominium,3
68826,28226, Condominium,3
68827,28226, Single Family,2
68828,28226, Townhouse,0
68829,28226, Single Family,2
68830,28226, Single Family,2
68831,28226, Townhouse,0
68832,28226, Townhouse,0
68833,28226, Townhouse,0
68834,28226, Townhouse,0
68835,28226, Townhouse,0
68836,28226, Townhouse,0
68837,28226, Townhouse,0
68838,28226, Single Family,2
68839,28226, Single Family,2
68840,28226, Townhouse,0
68841,28226, Single Family,2
68842,28226, Townhouse,0
68843,28226, Single Family,2
68844,28226, Single Family,2
68845,28226, Single Family,2
68846,28226, Single Family,2
68847,28226, Single Family,2
68848,28226, Condominium,3
68849,28226, Condominium,3
68850,28226, Condominium,3
68851,28226, Single Family,2
68852,28226, Single Family,2
68853,28215, Single Family,2
68854,28036, Single Family,2
68855,28134, Townhouse,0
68856,28134, Townhouse,0
68857,28134, Townhouse,0
68858,28134, Townhouse,0
68859,28134, Single Family,2
68860,28134, Single Family,2
68861,28134, Single Family,2
68862,28208, Single Family,2
68863,28217, Condominium,3
68864,28217, Condominium,3
68865,28217, Condominium,3
68866,28217, Condominium,3
68867,28262, Single Family,2
68868,28078, Single Family,2
68869,28078, Single Family,2
68870,28078, Single Family,2
68871,28078, Single Family,2
68872,28078, Single Family,2
68873,28078, Single Family,2
68874,28078, Single Family,2
68875,28078, Single Family,2
68876,28078, Townhouse,0
68877,28216, Single Family,0
68878,28216, Single Family,0
68879,28216, Single Family,0
68880,28226, Single Family,2
68881,28226, Single Family,2
68882,28226, Single Family,2
68883,28226, Single Family,2
68884,28078, Single Family,2
68885,28078, Single Family,2
68886,28105, Single Family,2
68887,28211, Single Family,4
68888,28031, Single Family,1
68889,28031, Single Family,1
68890,28214, Single Family,2
68891,28214, Single Family,2
68892,28214, Single Family,2
68893,28214, Single Family,2
68894,28214, Single Family,2
68895,28214, Single Family,2
68896,28214, Single Family,2
68897,28214, Single Family,2
68898,28214, Single Family,2
68899,28214, Single Family,2
68900,28214, Single Family,2
68901,28212, Single Family,2
68902,28215, Single Family,2
68903,28214, Single Family,2
68904,28214, Single Family,2
68905,28214, Single Family,2
68906,28214, Single Family,2
68907,28214, Single Family,2
68908,28214, Single Family,2
68909,28214, Single Family,2
68910,28214, Single Family,2
68911,28214, Single Family,2
68912,28214, Single Family,2
68913,28214, Townhouse,0
68914,28214, Townhouse,0
68915,28209, Single Family,2
68916,28202, Condominium,3
68917,28277, Townhouse,0
68918,28277, Townhouse,0
68919,28277, Townhouse,0
68920,28226, Single Family,2
68921,28226, Single Family,2
68922,28273, Single Family,2
68923,28273, Single Family,2
68924,28273, Single Family,2
68925,28215, Single Family,2
68926,28215, Single Family,2
68927,28215, Single Family,2
68928,28078, Single Family,2
68929,28078, Single Family,2
68930,28078, Single Family,2
68931,28078, Single Family,2
68932,28078, Single Family,2
68933,28078, Single Family,2
68934,28078, Single Family,2
68935,28078, Single Family,2
68936,28078, Single Family,2
68937,28078, Single Family,2
68938,28078, Single Family,2
68939,28078, Single Family,2
68940,28270, Single Family,2
68941,28212, Single Family,2
68942,28212, Single Family,2
68943,28212, Single Family,2
68944,28208, Townhouse,0
68945,28078, Single Family,2
68946,28078, Single Family,2
68947,28078, Single Family,2
68948,28078, Single Family,2
68949,28078, Single Family,2
68950,28078, Single Family,2
68951,28078, Single Family,2
68952,28078, Single Family,2
68953,28078, Single Family,2
68954,28078, Single Family,2
68955,28078, Single Family,2
68956,28078, Single Family,2
68957,28078, Single Family,2
68958,28205, Condominium,3
68959,28205, Single Family,2
68960,28205, Single Family,2
68961,28211, Single Family,4
68962,28226, Single Family,2
68963,28226, Single Family,2
68964,28226, Single Family,2
68965,28226, Single Family,2
68966,28226, Single Family,2
68967,28226, Single Family,2
68968,28226, Townhouse,0
68969,28226, Single Family,2
68970,28205, Single Family,2
68971,28205, Single Family,2
68972,28205, Single Family,2
68973,28205, Single Family,2
68974,28205, Single Family,2
68975,28205, Single Family,2
68976,28205, Single Family,2
68977,28205, Single Family,2
68978,28205, Single Family,2
68979,28205, Single Family,2
68980,28278, Single Family,2
68981,28278, Single Family,2
68982,28278, Single Family,2
68983,28214, Single Family,2
68984,28213, Single Family,2
68985,28213, Single Family,2
68986,28208, Single Family,2
68987,28208, Single Family,2
68988,28211, Single Family,4
68989,28211, Single Family,4
68990,28207, Condominium,3
68991,28207, Condominium,3
68992,28207, Condominium,3
68993,28278, Townhouse,0
68994,28278, Townhouse,0
