,Site_Zip,Housing_Type,Cluster
41032,28226, Townhouse,0
41033,28226, Condominium,3
41034,28226, Condominium,3
41035,28205, Condominium,3
41036,28205, Condominium,3
41037,28205, Condominium,3
41038,28205, Condominium,3
41039,28205, Condominium,3
41040,28205, Condominium,3
41041,28205, Condominium,3
41042,28205, Condominium,3
41043,28205, Condominium,3
41044,28205, Condominium,3
41045,28213, Single Family,2
41046,28278, Single Family,2
41047,28278, Single Family,2
41048,28278, Single Family,2
41049,28278, Single Family,2
41050,28278, Single Family,2
41051,28278, Single Family,2
41052,28210, Single Family,3
41053,28217, Single Family,2
41054,28269, Single Family,2
41055,28269, Single Family,2
41056,28269, Single Family,2
41057,28269, Single Family,2
41058,28214, Single Family,2
41059,28277, Condominium,3
41060,28269, Condominium,3
41061,28273, Single Family,2
41062,28269, Single Family,2
41063,28269, Single Family,2
41064,28269, Single Family,2
41065,28226, Single Family,2
41066,28216, Single Family,0
41067,28216, Single Family,0
41068,28216, Single Family,0
41069,28216, Single Family,0
41070,28262, Single Family,2
41071,28205, Single Family,2
41072,28205, Single Family,2
41073,28211, Single Family,4
41074,28211, Single Family,4
41075,28211, Single Family,4
41076,28211, Single Family,4
41077,28211, Single Family,4
41078,28211, Single Family,4
41079,28215, Single Family,2
41080,28211, Townhouse,4
41081,28211, Single Family,4
41082,28227, Single Family,2
41083,28269, Single Family,2
41084,28036, Single Family,2
41085,28036, Single Family,2
41086,28036, Single Family,2
41087,28036, Single Family,2
41088,28036, Single Family,2
41089,28036, Single Family,2
41090,28036, Single Family,2
41091,28036, Single Family,2
41092,28036, Single Family,2
41093,28036, Single Family,2
41094,28036, Single Family,2
41095,28036, Single Family,2
41096,28036, Single Family,2
41097,28036, Single Family,2
41098,28036, Single Family,2
41099,28036, Single Family,2
41100,28036, Single Family,2
41101,28036, Single Family,2
41102,28036, Single Family,2
41103,28036, Single Family,2
41104,28036, Single Family,2
41105,28036, Single Family,2
41106,28036, Single Family,2
41107,28036, Single Family,2
41108,28214, Single Family,2
41109,28214, Single Family,2
41110,28214, Single Family,2
41111,28214, Single Family,2
41112,28214, Single Family,2
41113,28214, Single Family,2
41114,28214, Single Family,2
41115,28214, Single Family,2
41116,28214, Single Family,2
41117,28214, Single Family,2
41118,28214, Single Family,2
41119,28214, Single Family,2
41120,28214, Single Family,2
41121,28214, Single Family,2
41122,28214, Single Family,2
41123,28214, Single Family,2
41124,28214, Single Family,2
41125,28214, Single Family,2
41126,28214, Single Family,2
41127,28214, Single Family,2
41128,28031, Single Family,1
41129,28078, Single Family,2
41130,28273, Single Family,2
41131,28078, Single Family,2
41132,28278, Single Family,2
41133,28278, Single Family,2
41134,28278, Single Family,2
41135,28278, Single Family,2
41136,28278, Single Family,2
41137,28278, Single Family,2
41138,28278, Single Family,2
41139,28278, Single Family,2
41140,28278, Single Family,2
41141,28216, Single Family,0
41142,28278, Single Family,2
41143,28278, Single Family,2
41144,28278, Single Family,2
41145,28210, Single Family,3
41146,28105, Single Family,2
41147,28209, Single Family,2
41148,28078, Single Family,2
41149,28216, Single Family,0
41150,28211, Single Family,4
41151,28205, Single Family,2
41152,28205, Single Family,2
41153,28205, Single Family,2
41154,28205, Single Family,2
41155,28270, Single Family,2
41156,28270, Single Family,2
41157,28269, Single Family,2
41158,28269, Single Family,2
41159,28269, Single Family,2
41160,28269, Single Family,2
41161,28269, Single Family,2
41162,28269, Single Family,2
41163,28211, Single Family,4
41164,28031, Single Family,1
41165,28031, Single Family,1
41166,28269, Single Family,2
41167,28269, Single Family,2
41168,28213, Single Family,2
41169,28213, Single Family,2
41170,28213, Single Family,2
41171,28216, Single Family,0
41172,28278, Single Family,2
41173,28216, Single Family,0
41174,28216, Single Family,0
41175,28216, Single Family,0
41176,28216, Single Family,0
41177,28216, Single Family,0
41178,28216, Single Family,0
41179,28269, Single Family,2
41180,28269, Single Family,2
41181,28217, Single Family,2
41182,28277, Condominium,3
41183,28277, Single Family,2
41184,28277, Single Family,2
41185,28078, Townhouse,0
41186,28204, Single Family,2
41187,28204, Single Family,2
41188,28270, Single Family,2
41189,28204, Single Family,2
41190,28211, Condominium,4
41191,28208, Single Family,2
41192,28208, Single Family,2
41193,28208, Single Family,2
41194,28208, Single Family,2
41195,28208, Single Family,2
41196,28269, Townhouse,0
41197,28269, Townhouse,0
41198,28269, Townhouse,0
41199,28269, Townhouse,0
41200,28269, Townhouse,0
41201,28269, Townhouse,0
41202,28269, Townhouse,0
41203,28269, Townhouse,0
41204,28269, Townhouse,0
41205,28207, Condominium,3
41206,28207, Condominium,3
41207,28273, Townhouse,0
41208,28273, Townhouse,0
41209,28273, Townhouse,0
41210,28273, Townhouse,0
41211,28273, Townhouse,0
41212,28273, Townhouse,0
41213,28202, High Rise Condo,3
41214,28210, Single Family,3
41215,28278, Single Family,2
41216,28269, Single Family,2
41217,28278, Single Family,2
41218,28269, Single Family,2
41219,28269, Single Family,2
41220,28226, Single Family,2
41221,28226, Single Family,2
41222,28226, Single Family,2
41223,28216, Single Family,0
41224,28216, Single Family,0
41225,28214, Townhouse,0
41226,28214, Single Family,2
41227,28214, Townhouse,0
41228,28214, Single Family,2
41229,28214, Townhouse,0
41230,28214, Single Family,2
41231,28214, Townhouse,0
41232,28214, Townhouse,0
41233,28214, Single Family,2
41234,28214, Townhouse,0
41235,28227, Single Family,2
41236,28105, Single Family,2
41237,28214, Single Family,2
41238,28214, Single Family,2
41239,28214, Single Family,2
41240,28105, Single Family,2
41241,28270, Single Family,2
41242,28205, Single Family,2
41243,28270, Single Family,2
41244,28270, Single Family,2
41245,28105, Single Family,2
41246,28270, Townhouse,0
41247,28270, Townhouse,0
41248,28270, Townhouse,0
41249,28270, Townhouse,0
41250,28270, Single Family,2
41251,28270, Single Family,2
41252,28270, Single Family,2
41253,28105, Single Family,2
41254,28105, Single Family,2
41255,28270, Single Family,2
41256,28270, Single Family,2
41257,28105, Single Family,2
41258,28270, Single Family,2
41259,28105, Single Family,2
41260,28270, Single Family,2
41261,28270, Single Family,2
41262,28270, Single Family,2
41263,28105, Single Family,2
41264,28270, Single Family,2
41265,28270, Single Family,2
41266,28270, Single Family,2
41267,28270, Single Family,2
41268,28105, Single Family,2
41269,28105, Single Family,2
41270,28270, Townhouse,0
41271,28270, Townhouse,0
41272,28270, Townhouse,0
41273,28270, Townhouse,0
41274,28270, Townhouse,0
41275,28105, Single Family,2
41276,28105, Single Family,2
41277,28105, Single Family,2
41278,28270, Single Family,2
41279,28270, Single Family,2
41280,28270, Single Family,2
41281,28105, Single Family,2
41282,28105, Single Family,2
41283,28105, Single Family,2
41284,28105, Single Family,2
41285,28105, Single Family,2
41286,28105, Single Family,2
41287,28105, Single Family,2
41288,28105, Single Family,2
41289,28105, Single Family,2
41290,28105, Single Family,2
41291,28270, Single Family,2
41292,28270, Single Family,2
41293,28270, Single Family,2
41294,28270, Single Family,2
41295,28270, Single Family,2
41296,28270, Single Family,2
41297,28270, Single Family,2
41298,28270, Single Family,2
41299,28270, Single Family,2
41300,28270, Single Family,2
41301,28270, Single Family,2
41302,28270, Single Family,2
41303,28270, Single Family,2
41304,28270, Single Family,2
41305,28270, Single Family,2
41306,28270, Single Family,2
41307,28270, Single Family,2
41308,28273, Townhouse,0
41309,28208, Single Family,2
41310,28031, Single Family,1
41311,28209, Townhouse,0
41312,28208, Single Family,2
41313,28208, Single Family,2
41314,28277, Condominium,3
41315,28277, Condominium,3
41316,28277, Condominium,3
41317,28277, Condominium,3
41318,28277, Condominium,3
41319,28269, Single Family,2
41320,28269, Single Family,2
41321,28031, Single Family,1
41322,28031, Single Family,1
41323,28209, Single Family,2
41324,28209, Single Family,2
41325,28209, Single Family,2
41326,28209, Condominium,3
41327,28209, Single Family,2
41328,28209, Single Family,2
41329,28209, Single Family,2
41330,28209, Single Family,2
41331,28209, Single Family,2
41332,28209, Single Family,2
41333,28209, Single Family,2
41334,28209, Single Family,2
41335,28209, Single Family,2
41336,28209, Single Family,2
41337,28209, Single Family,2
41338,28210, Single Family,3
41339,28209, Single Family,2
41340,28210, Single Family,3
41341,28210, Single Family,3
41342,28209, Single Family,2
41343,28209, Single Family,2
41344,28209, Single Family,2
41345,28209, Single Family,2
41346,28209, Single Family,2
41347,28209, Single Family,2
41348,28210, Single Family,3
41349,28209, Single Family,2
41350,28210, Single Family,3
41351,28209, Single Family,2
41352,28209, Single Family,2
41353,28209, Single Family,2
41354,28209, Single Family,2
41355,28209, Single Family,2
41356,28209, Single Family,2
41357,28209, Single Family,2
41358,28209, Single Family,2
41359,28209, Condominium,3
41360,28209, Condominium,3
41361,28209, Condominium,3
41362,28209, Condominium,3
41363,28209, Condominium,3
41364,28209, Condominium,3
41365,28209, Condominium,3
41366,28209, Condominium,3
41367,28209, Condominium,3
41368,28209, Condominium,3
41369,28210, Single Family,3
41370,28277, Single Family,2
41371,28262, Single Family,2
41372,28262, Single Family,2
41373,28262, Single Family,2
41374,28262, Single Family,2
41375,28262, Single Family,2
41376,28262, Single Family,2
41377,28262, Single Family,2
41378,28262, Single Family,2
41379,28262, Single Family,2
41380,28270, Single Family,2
41381,28270, Single Family,2
41382,28270, Single Family,2
41383,28270, Single Family,2
41384,28215, Single Family,2
41385,28215, Single Family,2
41386,28226, Single Family,2
41387,28226, Single Family,2
41388,28226, Single Family,2
41389,28226, Single Family,2
41390,28213, Single Family,2
41391,28205, Single Family,2
41392,28205, Single Family,2
41393,28215, Single Family,2
41394,28215, Single Family,2
41395,28215, Single Family,2
41396,28215, Single Family,2
41397,28215, Single Family,2
41398,28215, Single Family,2
41399,28215, Single Family,2
41400,28215, Single Family,2
41401,28104, Single Family,2
41402,28104, Single Family,2
41403,28215, Single Family,2
41404,28215, Single Family,2
41405,28215, Single Family,2
41406,28215, Single Family,2
41407,28215, Single Family,2
41408,28215, Single Family,2
41409,28215, Single Family,2
41410,28215, Single Family,2
41411,28205, Single Family,2
41412,28215, Single Family,2
41413,28215, Single Family,2
41414,28210, Single Family,3
41415,28212, Single Family,2
41416,28210, Condominium,3
41417,28210, Townhouse,3
41418,28210, Townhouse,3
41419,28210, Townhouse,3
41420,28210, Townhouse,3
41421,28210, Townhouse,3
41422,28210, Townhouse,3
41423,28210, Townhouse,3
41424,28210, Townhouse,3
41425,28210, Townhouse,3
41426,28210, Townhouse,3
41427,28226, Townhouse,0
41428,28210, Single Family,3
41429,28210, Single Family,3
41430,28210, Single Family,3
41431,28210, Single Family,3
41432,28205, Single Family,2
41433,28205, Single Family,2
41434,28205, Single Family,2
41435,28205, Single Family,2
41436,28205, Single Family,2
41437,28226, Single Family,2
41438,28226, Single Family,2
41439,28262, Single Family,2
41440,28078, Single Family,2
41441,28205, Single Family,2
41442,28078, Single Family,2
41443,28078, Single Family,2
41444,28078, Single Family,2
41445,28078, Single Family,2
41446,28078, Single Family,2
41447,28078, Single Family,2
41448,28078, Single Family,2
41449,28078, Single Family,2
41450,28211, Single Family,4
41451,28211, Single Family,4
41452,28211, Single Family,4
41453,28211, Single Family,4
41454,28211, Single Family,4
41455,28214, Single Family,2
41456,28227, Single Family,2
41457,28210, Single Family,3
41458,28211, Single Family,4
41459,28211, Single Family,4
41460,28211, Single Family,4
41461,28211, Single Family,4
41462,28211, Single Family,4
41463,28211, Single Family,4
41464,28211, Single Family,4
41465,28211, Single Family,4
41466,28227, Single Family,2
41467,28227, Single Family,2
41468,28078, Single Family,2
41469,28031, Townhouse,1
41470,28031, Townhouse,1
41471,28031, Townhouse,1
41472,28031, Townhouse,1
41473,28031, Townhouse,1
41474,28217, Single Family,2
41475,28262, Single Family,2
41476,28262, Single Family,2
41477,28262, Single Family,2
41478,28215, Single Family,2
41479,28215, Single Family,2
41480,28215, Single Family,2
41481,28215, Single Family,2
41482,28215, Single Family,2
41483,28269, Single Family,2
41484,28269, Single Family,2
41485,28269, Single Family,2
41486,28269, Single Family,2
41487,28269, Single Family,2
41488,28226, Condominium,3
41489,28202, Condominium,3
41490,28208, Condominium,3
41491,28208, Condominium,3
41492,28078, Single Family,2
41493,28078, Single Family,2
41494,28078, Single Family,2
41495,28078, Single Family,2
41496,28078, Townhouse,0
41497,28078, Townhouse,0
41498,28078, Townhouse,0
41499,28078, Townhouse,0
41500,28078, Single Family,2
41501,28078, Single Family,2
41502,28078, Single Family,2
41503,28078, Single Family,2
41504,28078, Single Family,2
41505,28078, Single Family,2
41506,28078, Single Family,2
41507,28078, Single Family,2
41508,28078, Single Family,2
41509,28078, Single Family,2
41510,28078, Townhouse,0
41511,28078, Townhouse,0
41512,28202, Condominium,3
41513,28202, Condominium,3
41514,28212, Single Family,2
41515,28212, Single Family,2
41516,28208, Single Family,2
41517,28208, Single Family,2
41518,28216, Single Family,0
41519,28216, Single Family,0
41520,28105, Single Family,2
41521,28105, Single Family,2
41522,28105, Single Family,2
41523,28214, Single Family,2
41524,28209, Condominium,3
41525,28036, Condominium,3
41526,28036, Condominium,3
41527,28036, Condominium,3
41528,28036, Condominium,3
41529,28210, Condominium,3
41530,28210, Condominium,3
41531,28209, Single Family,2
41532,28209, Single Family,2
41533,28209, Single Family,2
41534,28210, Condominium,3
41535,28202, High Rise Condo,3
41536,28273, Single Family,2
41537,28105, Single Family,2
41538,28105, Single Family,2
41539,28277, Single Family,2
41540,28277, Single Family,2
41541,28277, Single Family,2
41542,28277, Single Family,2
41543,28277, Single Family,2
41544,28277, Single Family,2
41545,28277, Single Family,2
41546,28277, Single Family,2
41547,28277, Single Family,2
41548,28277, Single Family,2
41549,28277, Single Family,2
41550,28277, Single Family,2
41551,28277, Single Family,2
41552,28277, Single Family,2
41553,28277, Single Family,2
41554,28277, Single Family,2
41555,28277, Townhouse,0
41556,28277, Townhouse,0
41557,28277, Townhouse,0
41558,28277, Townhouse,0
41559,28277, Townhouse,0
41560,28277, Townhouse,0
41561,28277, Townhouse,0
41562,28277, Townhouse,0
41563,28203, Townhouse,0
41564,28273, Single Family,2
41565,28273, Single Family,2
41566,28273, Single Family,2
41567,28273, Single Family,2
41568,28273, Single Family,2
41569,28273, Single Family,2
41570,28273, Single Family,2
41571,28273, Single Family,2
41572,28273, Single Family,2
41573,28277, Single Family,2
41574,28277, Single Family,2
41575,28208, Single Family,2
41576,28277, Townhouse,0
41577,28277, Townhouse,0
41578,28277, Townhouse,0
41579,28210, Condominium,3
41580,28210, Condominium,3
41581,28036, Condominium,3
41582,28277, Single Family,2
41583,28277, Single Family,2
41584,28277, Single Family,2
41585,28203, Single Family,2
41586,28210, Condominium,3
41587,28210, Condominium,3
41588,28105, Single Family,2
41589,28105, Single Family,2
41590,28105, Single Family,2
41591,28105, Single Family,2
41592,28208, Single Family,2
41593,28227, Single Family,2
41594,28036, Condominium,3
41595,28036, Condominium,3
41596,28262, Single Family,2
41597,28269, Single Family,2
41598,28269, Single Family,2
41599,28269, Single Family,2
41600,28269, Single Family,2
41601,28210, Single Family,3
41602,28269, Single Family,2
41603,28217, Single Family,2
41604,28217, Single Family,2
41605,28217, Single Family,2
41606,28202, Condominium,3
41607,28202, Condominium,3
41608,28202, Condominium,3
41609,28202, Condominium,3
41610,28202, Condominium,3
41611,28202, Condominium,3
41612,28269, Single Family,2
41613,28269, Single Family,2
41614,28226, Townhouse,0
41615,28226, Townhouse,0
41616,28226, Townhouse,0
41617,28105, Single Family,2
41618,28105, Single Family,2
41619,28105, Single Family,2
41620,28105, Single Family,2
41621,28105, Single Family,2
41622,28031, Condominium,1
41623,28031, Condominium,1
41624,28227, Single Family,2
41625,28227, Single Family,2
41626,28215, Single Family,2
41627,28215, Single Family,2
41628,28270, Single Family,2
41629,28202, Condominium,3
41630,28213, Single Family,2
41631,28213, Single Family,2
41632,28273, Single Family,2
41633,28226, Single Family,2
41634,28207, Single Family,2
41635,28210, Single Family,3
41636,28210, Single Family,3
41637,28210, Single Family,3
41638,28210, Single Family,3
41639,28210, Single Family,3
41640,28278, Single Family,2
41641,28210, Single Family,3
41642,28210, Single Family,3
41643,28210, Single Family,3
41644,28210, Single Family,3
41645,28210, Single Family,3
41646,28210, Single Family,3
41647,28206, Single Family,2
41648,28205, Townhouse,0
41649,28205, Townhouse,0
41650,28205, Single Family,2
41651,28205, Townhouse,0
41652,28273, Single Family,2
41653,28273, Single Family,2
41654,28273, Single Family,2
41655,28273, Single Family,2
41656,28278, Single Family,2
41657,28278, Single Family,2
41658,28273, Single Family,2
41659,28273, Single Family,2
41660,28273, Single Family,2
41661,28278, Single Family,2
41662,28217, Single Family,2
41663,28273, Single Family,2
41664,28273, Single Family,2
41665,28273, Single Family,2
41666,28273, Single Family,2
41667,28273, Single Family,2
41668,28273, Single Family,2
41669,28273, Single Family,2
41670,28273, Single Family,2
41671,28278, Single Family,2
41672,28278, Single Family,2
41673,28278, Single Family,2
41674,28278, Single Family,2
41675,28278, Single Family,2
41676,28205, Condominium,3
41677,28078, Single Family,2
41678,28078, Single Family,2
41679,28078, Single Family,2
41680,28078, Single Family,2
41681,28078, Single Family,2
41682,28078, Single Family,2
41683,28078, Single Family,2
41684,28078, Single Family,2
41685,28078, Single Family,2
41686,28078, Single Family,2
41687,28209, High Rise Condo,3
41688,28209, High Rise Condo,3
41689,28031, Single Family,1
41690,28031, Single Family,1
41691,28215, Single Family,2
41692,28215, Single Family,2
41693,28215, Single Family,2
41694,28215, Single Family,2
41695,28277, Townhouse,0
41696,28277, Townhouse,0
41697,28212, Single Family,2
41698,28227, Single Family,2
41699,28036, Condominium,3
41700,28036, Condominium,3
41701,28036, Condominium,3
41702,28036, Condominium,3
41703,28036, Condominium,3
41704,28277, Townhouse,0
41705,28277, Townhouse,0
41706,28277, Townhouse,0
41707,28277, Townhouse,0
41708,28277, Townhouse,0
41709,28277, Townhouse,0
41710,28277, Townhouse,0
41711,28277, Townhouse,0
41712,28277, Townhouse,0
41713,28277, Townhouse,0
41714,28277, Single Family,2
41715,28277, Single Family,2
41716,28277, Single Family,2
41717,28277, Single Family,2
41718,28277, Single Family,2
41719,28277, Single Family,2
41720,28277, Single Family,2
41721,28277, Single Family,2
41722,28277, Single Family,2
41723,28277, Single Family,2
41724,28277, Single Family,2
41725,28277, Single Family,2
41726,28277, Single Family,2
41727,28277, Single Family,2
41728,28273, Townhouse,0
41729,28273, Townhouse,0
41730,28078, Single Family,2
41731,28078, Single Family,2
41732,28269, Single Family,2
41733,28277, Single Family,2
41734,28277, Single Family,2
41735,28277, Single Family,2
41736,28227, Single Family,2
41737,28227, Single Family,2
41738,28227, Single Family,2
41739,28227, Single Family,2
41740,28273, Townhouse,0
41741,28273, Townhouse,0
41742,28273, Townhouse,0
41743,28217, Townhouse,0
41744,28217, Townhouse,0
41745,28277, Single Family,2
41746,28277, Single Family,2
41747,28277, Single Family,2
41748,28277, Single Family,2
41749,28277, Single Family,2
41750,28226, Single Family,2
41751,28226, Single Family,2
41752,28226, Single Family,2
41753,28226, Single Family,2
41754,28226, Single Family,2
41755,28269, Single Family,2
41756,28269, Single Family,2
41757,28210, Single Family,3
41758,28210, Single Family,3
41759,28078, Single Family,2
41760,28078, Single Family,2
41761,28078, Single Family,2
41762,28078, Single Family,2
41763,28078, Single Family,2
41764,28211, Single Family,4
41765,28211, Single Family,4
41766,28211, Single Family,4
41767,28211, Single Family,4
41768,28211, Single Family,4
41769,28211, Single Family,4
41770,28211, Single Family,4
41771,28211, Single Family,4
41772,28211, Single Family,4
41773,28211, Single Family,4
41774,28211, Single Family,4
41775,28211, Single Family,4
41776,28211, Single Family,4
41777,28211, Single Family,4
41778,28211, Single Family,4
41779,28211, Single Family,4
41780,28211, Single Family,4
41781,28211, Single Family,4
41782,28211, Single Family,4
41783,28211, Single Family,4
41784,28211, Single Family,4
41785,28211, Single Family,4
41786,28211, Single Family,4
41787,28211, Single Family,4
41788,28211, Single Family,4
41789,28211, Single Family,4
41790,28211, Single Family,4
41791,28211, Single Family,4
41792,28211, Single Family,4
41793,28211, Single Family,4
41794,28211, Single Family,4
41795,28211, Single Family,4
41796,28211, Single Family,4
41797,28211, Single Family,4
41798,28211, Single Family,4
41799,28211, Single Family,4
41800,28078, Single Family,2
41801,28078, Single Family,2
41802,28212, Single Family,2
41803,28269, Single Family,2
41804,28269, Single Family,2
41805,28269, Single Family,2
41806,28269, Single Family,2
41807,28214, Single Family,2
41808,28214, Single Family,2
41809,28078, Single Family,2
41810,28078, Single Family,2
41811,28278, Single Family,2
41812,28278, Single Family,2
41813,28278, Single Family,2
41814,28278, Single Family,2
41815,28278, Single Family,2
41816,28278, Single Family,2
41817,28278, Single Family,2
41818,28278, Single Family,2
41819,28031, Single Family,1
41820,28031, Single Family,1
41821,28214, Single Family,2
41822,28214, Single Family,2
41823,28214, Single Family,2
41824,28214, Single Family,2
41825,28214, Single Family,2
41826,28214, Single Family,2
41827,28214, Single Family,2
41828,28214, Single Family,2
41829,28105, Single Family,2
41830,28078, Single Family,2
41831,28212, Single Family,2
41832,28226, Single Family,2
41833,28226, Single Family,2
41834,28226, Single Family,2
41835,28226, Single Family,2
41836,28226, Single Family,2
41837,28214, Single Family,2
41838,28217, Townhouse,0
41839,28217, Townhouse,0
41840,28105, Townhouse,0
41841,28105, Townhouse,0
41842,28105, Townhouse,0
41843,28105, Townhouse,0
41844,28105, Townhouse,0
41845,28105, Townhouse,0
41846,28105, Townhouse,0
41847,28105, Townhouse,0
41848,28105, Townhouse,0
41849,28226, Single Family,2
41850,28226, Single Family,2
41851,28036, Single Family,2
41852,28036, Single Family,2
41853,28036, Single Family,2
41854,28036, Single Family,2
41855,28036, Single Family,2
41856,28036, Single Family,2
41857,28036, Single Family,2
41858,28036, Townhouse,0
41859,28036, Townhouse,0
41860,28036, Townhouse,0
41861,28214, Single Family,2
41862,28214, Townhouse,0
41863,28214, Townhouse,0
41864,28227, Single Family,2
41865,28205, Single Family,2
41866,28205, Single Family,2
41867,28205, Single Family,2
41868,28205, Single Family,2
41869,28205, Single Family,2
41870,28208, Single Family,2
41871,28214, Single Family,2
41872,28208, Single Family,2
41873,28205, Single Family,2
41874,28205, Single Family,2
41875,28205, Single Family,2
41876,28205, Single Family,2
41877,28205, Single Family,2
41878,28031, Single Family,1
41879,28031, Single Family,1
41880,28203, Single Family,2
41881,28227, Single Family,2
41882,28203, Single Family,2
41883,28203, Single Family,2
41884,28203, Single Family,2
41885,28203, Single Family,2
41886,28203, Single Family,2
41887,28203, Single Family,2
41888,28203, Single Family,2
41889,28203, Single Family,2
41890,28216, Single Family,0
41891,28216, Single Family,0
41892,28216, Single Family,0
41893,28216, Single Family,0
41894,28216, Single Family,0
41895,28269, Single Family,2
41896,28214, Single Family,2
41897,28273, Single Family,2
41898,28226, Condominium,3
41899,28269, Single Family,2
41900,28269, Single Family,2
41901,28269, Single Family,2
41902,28202, Condominium,3
41903,28202, Condominium,3
41904,28227, Single Family,2
41905,28227, Single Family,2
41906,28078, Single Family,2
41907,28078, Single Family,2
41908,28078, Single Family,2
41909,28078, Single Family,2
41910,28078, Single Family,2
41911,28278, Single Family,2
41912,28203, Single Family,2
41913,28212, Single Family,2
41914,28269, Single Family,2
41915,28078, Townhouse,0
41916,28078, Single Family,2
41917,28078, Single Family,2
41918,28078, Townhouse,0
41919,28078, Single Family,2
41920,28078, Single Family,2
41921,28078, Single Family,2
41922,28078, Single Family,2
41923,28078, Single Family,2
41924,28078, Single Family,2
41925,28078, Single Family,2
41926,28078, Single Family,2
41927,28227, Single Family,2
41928,28270, Single Family,2
41929,28270, Single Family,2
41930,28227, Single Family,2
41931,28227, Single Family,2
41932,28278, Single Family,2
41933,28078, Single Family,2
41934,28273, Single Family,2
41935,28273, Single Family,2
41936,28208, Single Family,2
41937,28227, Single Family,2
41938,28227, Single Family,2
41939,28227, Single Family,2
41940,28227, Single Family,2
41941,28036, Single Family,2
41942,28031, Condominium,1
41943,28203, Condominium,3
41944,28203, Condominium,3
41945,28203, Condominium,3
41946,28203, Condominium,3
41947,28203, Condominium,3
41948,28203, Condominium,3
41949,28278, Single Family,2
41950,28278, Single Family,2
41951,28278, Single Family,2
41952,28278, Single Family,2
41953,28278, Single Family,2
41954,28278, Single Family,2
41955,28278, Single Family,2
41956,28278, Single Family,2
41957,28278, Single Family,2
41958,28278, Single Family,2
41959,28278, Single Family,2
41960,28278, Single Family,2
41961,28278, Single Family,2
41962,28278, Single Family,2
41963,28216, Single Family,0
41964,28216, Single Family,0
41965,28227, Single Family,2
41966,28208, Single Family,2
41967,28208, Single Family,2
41968,28212, Single Family,2
41969,28212, Single Family,2
41970,28269, Single Family,2
41971,28269, Single Family,2
41972,28269, Single Family,2
41973,28105, Single Family,2
41974,28105, Single Family,2
41975,28105, Single Family,2
41976,28105, Single Family,2
41977,28105, Single Family,2
41978,28105, Single Family,2
41979,28105, Single Family,2
41980,28105, Single Family,2
41981,28078, Single Family,2
41982,28078, Single Family,2
41983,28277, Single Family,2
41984,28270, Single Family,2
41985,28210, Townhouse,3
41986,28227, Single Family,2
41987,28227, Single Family,2
41988,28215, Single Family,2
41989,28215, Single Family,2
41990,28227, Single Family,2
41991,28227, Single Family,2
41992,28269, Single Family,2
41993,28277, Single Family,2
41994,28270, Single Family,2
41995,28270, Single Family,2
41996,28270, Single Family,2
41997,28215, Single Family,2
41998,28202, Condominium,3
41999,28202, Condominium,3
42000,28202, Condominium,3
42001,28202, Condominium,3
42002,28202, Condominium,3
42003,28078, Single Family,2
42004,28078, Single Family,2
42005,28078, Single Family,2
42006,28226, Single Family,2
42007,28278, Single Family,2
42008,28031, Single Family,1
42009,28270, Single Family,2
42010,28216, Townhouse,0
42011,28216, Townhouse,0
42012,28213, Townhouse,0
42013,28213, Townhouse,0
42014,28213, Townhouse,0
42015,28213, Townhouse,0
42016,28213, Townhouse,0
42017,28213, Townhouse,0
42018,28213, Townhouse,0
42019,28213, Townhouse,0
42020,28078, Townhouse,0
42021,28078, Townhouse,0
42022,28078, Townhouse,0
42023,28226, Townhouse,0
42024,28031, Condominium,1
42025,28269, Condominium,3
42026,28134, Townhouse,0
42027,28134, Townhouse,0
42028,28269, Single Family,2
42029,28202, Condominium,3
42030,28202, Condominium,3
42031,28202, Condominium,3
42032,28202, Condominium,3
42033,28202, Condominium,3
42034,28202, Condominium,3
42035,28202, Condominium,3
42036,28202, Condominium,3
42037,28202, Condominium,3
42038,28209, Condominium,3
42039,28227, Condominium,3
42040,28210, Single Family,3
42041,28210, Single Family,3
42042,28210, Single Family,3
42043,28210, Single Family,3
42044,28226, Townhouse,0
42045,28269, Single Family,2
42046,28216, Single Family,0
42047,28216, Single Family,0
42048,28216, Single Family,0
42049,28216, Single Family,0
42050,28216, Single Family,0
42051,28216, Single Family,0
42052,28216, Townhouse,0
42053,28211, Condominium,4
42054,28211, Condominium,4
42055,28211, Condominium,4
42056,28211, Condominium,4
42057,28216, Single Family,0
42058,28208, Single Family,2
42059,28270, Single Family,2
42060,28269, Single Family,2
42061,28269, Single Family,2
42062,28269, Single Family,2
42063,28273, Single Family,2
42064,28215, Single Family,2
42065,28215, Single Family,2
42066,28215, Single Family,2
42067,28215, Single Family,2
42068,28215, Single Family,2
42069,28215, Single Family,2
42070,28215, Single Family,2
42071,28215, Single Family,2
42072,28215, Single Family,2
42073,28031, Townhouse,1
42074,28031, Townhouse,1
42075,28273, Single Family,2
42076,28105, Single Family,2
42077,28273, Single Family,2
42078,28078, Single Family,2
42079,28269, Single Family,2
42080,28036, Single Family,2
42081,28031, Townhouse,1
42082,28031, Townhouse,1
42083,28269, Single Family,2
42084,28269, Single Family,2
42085,28031, Townhouse,1
42086,28277, Townhouse,0
42087,28277, Townhouse,0
42088,28277, Townhouse,0
42089,28277, Townhouse,0
42090,28277, Townhouse,0
42091,28213, Single Family,2
42092,28213, Single Family,2
42093,28213, Single Family,2
42094,28213, Single Family,2
