Stories,Bedrooms,Bathrooms,Housing_Type,Site_Zip,Housing_Age
1,2,2, Condominium,28031,18
1,3,2, Condominium,28031,18
1,2,2, Condominium,28031,14
1,2,2, Condominium,28031,18
1,3,2, Condominium,28031,18
1,3,2, Condominium,28031,16
1,2,2, Condominium,28031,14
1,2,2, Condominium,28031,18
2,2,2, Condominium,28031,18
1,2,2, Condominium,28031,14
1,2,2, Condominium,28031,11
1,2,2, Condominium,28031,17
1,2,2, Condominium,28031,16
2,4,2, Single Family,28031,18
2,3,2, Townhouse,28031,15
2,3,2, Townhouse,28031,13
2,3,2, Townhouse,28031,15
1,3,2, Townhouse,28031,15
1,3,2, Townhouse,28031,15
1,3,2, Single Family,28262,33
2,3,3, Single Family,28270,26
2,3,2, Single Family,28206,14
1,3,1, Single Family,28215,38
1,3,2, Townhouse,28078,20
1,3,2, Townhouse,28078,21
2,4,5, Single Family,28270,3
2,3,2, Single Family,28105,20
2,3,2, Single Family,28105,19
2,3,2, Single Family,28105,18
2,3,2, Single Family,28105,19
2,2,2, Townhouse,28202,23
2,4,2, Single Family,28270,38
1,4,2, Single Family,28226,36
1,4,3, Single Family,28269,61
1,3,1, Single Family,28269,66
1,3,2, Single Family,28269,60
1,3,2, Single Family,28227,50
1,4,3, Single Family,28208,55
2,5,3, Single Family,28277,14
2,5,4, Single Family,28277,18
2,5,4, Single Family,28277,19
2,4,4, Single Family,28277,18
1,3,2, Single Family,28227,15
1,2,1, Condominium,28207,83
1,1,1, Condominium,28207,83
1,1,1, Condominium,28207,83
1,2,1, Condominium,28207,83
2,4,3, Single Family,28209,71
1,3,1, Single Family,28207,86
1,3,2, Other,28262,52
1,3,2, Single Family,28212,26
2,3,2, Single Family,28269,22
2,3,2, Single Family,28269,22
2,3,2, Single Family,28215,31
2,3,2, Townhouse,28226,21
2,3,2, Townhouse,28226,21
2,3,2, Condominium,28273,19
1,4,3, Single Family,28211,44
1,3,1, Single Family,28205,82
1,2,1, Single Family,28205,64
1,3,1, Single Family,28205,64
1,3,1, Single Family,28205,64
1,3,1, Single Family,28212,63
1,3,2, Single Family,28205,63
1,3,1, Single Family,28205,64
1,3,1, Single Family,28205,63
2,3,2, Single Family,28205,80
1,3,1, Single Family,28205,60
1,2,1, Single Family,28205,59
2,4,3, Single Family,28211,4
1,3,2, Single Family,28211,66
2,5,4, Single Family,28211,5
1,3,2, Single Family,28205,75
2,3,2, Single Family,28205,5
2,4,2, Single Family,28205,5
1,3,2, Single Family,28212,37
1,3,1, Single Family,28262,85
2,4,2, Single Family,28105,26
1,3,2, Single Family,28105,31
2,3,2, Single Family,28205,20
1,2,2, Townhouse,28205,22
2,3,2, Single Family,28205,20
2,3,2, Single Family,28205,21
2,2,2, Townhouse,28205,22
2,3,2, Single Family,28205,22
2,2,2, Townhouse,28205,22
2,4,2, Single Family,28031,8
1,3,2, Single Family,28031,12
2,3,2, Single Family,28031,7
2,4,2, Single Family,28031,11
2,3,2, Single Family,28031,15
2,4,3, Single Family,28031,8
2,3,2, Townhouse,28031,9
2,2,2, Townhouse,28031,10
2,2,2, Townhouse,28031,10
2,3,2, Townhouse,28031,13
2,4,3, Townhouse,28031,10
2,2,2, Townhouse,28031,11
2,2,2, Townhouse,28031,6
2,3,2, Townhouse,28031,10
1,2,2, Townhouse,28031,11
2,3,2, Townhouse,28031,7
2,3,2, Townhouse,28031,12
2,3,2, Townhouse,28031,12
2,2,2, Townhouse,28031,6
2,2,2, Single Family,28202,121
2,2,2, Townhouse,28212,47
2,2,2, Townhouse,28212,47
2,4,2, Single Family,28227,15
2,4,2, Single Family,28227,15
2,4,2, Single Family,28227,15
1,3,2, Single Family,28227,16
2,4,2, Single Family,28227,15
2,3,2, Single Family,28227,16
2,3,2, Single Family,28227,6
1,3,2, Other,28078,28
1,2,2, Single Family,28208,76
1,3,1, Single Family,28208,69
1,3,2, Single Family,28078,14
2,3,2, Single Family,28208,13
1,3,2, Single Family,28208,14
2,4,2, Single Family,28262,17
2,4,2, Single Family,28262,16
2,4,2, Single Family,28262,15
2,4,2, Single Family,28262,15
2,4,2, Single Family,28262,15
2,5,2, Single Family,28262,16
2,4,2, Single Family,28262,16
2,4,2, Single Family,28262,16
2,4,2, Single Family,28262,17
2,4,2, Single Family,28262,16
1,2,2, Condominium,28209,18
1,2,2, Condominium,28209,18
2,5,3, Single Family,28270,7
2,3,2, Single Family,28078,10
2,4,2, Single Family,28078,7
2,4,2, Single Family,28078,7
2,4,3, Single Family,28078,10
1,2,2, Condominium,28031,31
1,2,2, Condominium,28031,31
1,2,2, Townhouse,28277,28
1,2,2, Townhouse,28277,28
1,2,2, Townhouse,28277,27
1,2,2, Townhouse,28277,27
1,2,2, Townhouse,28277,27
2,3,2, Single Family,28277,17
2,4,3, Single Family,28277,16
2,5,4, Single Family,28277,15
2,4,3, Single Family,28277,16
2,5,4, Single Family,28277,16
2,4,3, Single Family,28277,14
2,4,3, Single Family,28277,16
2,5,3, Single Family,28277,12
2,3,3, Single Family,28277,15
1,3,2, Single Family,28277,10
2,4,3, Single Family,28277,9
2,3,2, Single Family,28277,13
2,3,2, Single Family,28277,14
2,4,3, Single Family,28277,9
2,3,3, Single Family,28277,14
2,4,2, Single Family,28277,9
2,4,3, Single Family,28277,12
2,4,2, Single Family,28277,8
2,4,2, Single Family,28277,8
2,5,3, Single Family,28277,10
2,3,3, Single Family,28277,10
2,3,2, Single Family,28277,8
2,4,3, Single Family,28277,8
2,3,2, Townhouse,28277,13
2,3,2, Townhouse,28277,8
2,3,2, Townhouse,28277,9
1,3,2, Townhouse,28277,8
2,3,2, Townhouse,28277,12
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,4,3, Single Family,28277,15
2,5,4, Single Family,28277,14
2,5,3, Single Family,28277,14
2,5,3, Single Family,28277,10
2,5,4, Single Family,28277,11
2,4,3, Single Family,28277,14
1,1,1, Condominium,28207,92
1,2,2, Condominium,28203,18
1,3,2, Condominium,28203,18
1,1,1, Condominium,28203,18
2,3,2, Single Family,28227,21
1,3,2, Single Family,28227,37
1,3,1, Single Family,28269,65
1,3,1, Single Family,28269,59
1,2,3, Single Family,28269,26
1,3,2, Other,28078,35
2,3,2, Townhouse,28269,18
2,3,2, Single Family,28269,18
1,3,2, Townhouse,28269,18
2,3,2, Single Family,28269,18
2,3,2, Single Family,28269,19
2,3,2, Single Family,28269,17
1,3,2, Single Family,28209,53
1,5,3, Single Family,28209,60
1,3,1, Single Family,28209,62
2,2,1, Condominium,28209,51
2,2,1, Condominium,28209,51
2,2,1, Condominium,28209,51
2,3,2, Single Family,28215,16
2,3,2, Single Family,28215,19
1,3,2, Single Family,28215,18
2,3,2, Single Family,28215,18
2,4,3, Single Family,28227,29
2,3,3, Single Family,28227,28
2,4,2, Other,28278,3
2,4,2, Single Family,28105,30
2,3,2, Single Family,28105,28
1,3,2, Single Family,28105,27
2,3,2, Single Family,28105,26
1,3,2, Single Family,28105,28
1,3,1, Single Family,28208,69
1,3,1, Single Family,28208,71
1,3,1, Single Family,28208,70
1,3,2, Single Family,28208,21
2,2,2, Condominium,28203,24
2,2,2, Condominium,28203,24
2,2,2, Condominium,28203,24
2,2,2, Condominium,28203,24
2,3,3, Single Family,28277,16
1,3,3, Single Family,28277,17
2,3,3, Single Family,28277,16
2,3,3, Single Family,28277,16
2,2,2, Condominium,28262,33
2,2,2, Condominium,28262,33
1,3,2, Single Family,28213,36
2,4,2, Single Family,28213,37
2,4,2, Single Family,28213,38
2,2,2, Townhouse,28269,19
2,2,2, Townhouse,28269,15
1,3,2, Single Family,28215,21
1,2,2, High Rise Condo,28202,14
2,3,2, Single Family,28216,16
2,3,2, Single Family,28216,18
2,3,2, Single Family,28216,18
2,3,2, Single Family,28216,18
2,5,2, Single Family,28216,6
2,4,2, Single Family,28269,33
1,4,2, Single Family,28269,33
2,3,2, Single Family,28269,32
2,4,3, Single Family,28211,3
2,3,2, Single Family,28211,15
1,3,2, Single Family,28209,98
1,4,2, Single Family,28209,71
1,3,2, Single Family,28209,81
1,2,2, Condominium,28211,14
2,2,2, Condominium,28211,14
2,3,2, Single Family,28273,20
2,3,2, Single Family,28273,21
2,3,2, Single Family,28273,20
1,3,2, Single Family,28273,20
2,3,2, Single Family,28273,20
2,3,2, Single Family,28273,20
2,3,2, Townhouse,28273,13
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,17
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,15
2,3,2, Townhouse,28273,11
2,3,2, Townhouse,28273,13
2,3,2, Townhouse,28273,14
2,3,2, Townhouse,28273,15
2,3,3, Townhouse,28273,14
2,2,3, Townhouse,28273,13
2,3,3, Single Family,28273,12
1,3,1, Other,28262,71
1,1,1, Condominium,28208,13
1,3,2, Single Family,28209,72
2,3,2, Single Family,28213,21
2,4,2, Single Family,28213,22
2,4,2, Single Family,28213,25
2,4,2, Single Family,28213,21
2,3,2, Single Family,28213,21
2,3,2, Single Family,28213,18
2,3,2, Single Family,28213,19
2,3,2, Single Family,28213,20
2,4,2, Single Family,28036,99
1,3,2, Single Family,28031,43
2,2,3, Single Family,28031,33
2,4,3, Single Family,28036,11
1,3,2, Single Family,28036,12
2,4,3, Single Family,28036,10
2,4,3, Single Family,28036,7
2,3,2, Single Family,28036,12
1,3,2, Single Family,28036,11
1,3,2, Single Family,28031,7
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,5
1,3,2, Single Family,28031,4
1,3,3, Single Family,28031,10
1,4,4, Single Family,28031,7
1,3,2, Single Family,28031,6
1,3,2, Single Family,28031,10
1,3,2, Single Family,28031,5
2,3,2, Single Family,28227,28
1,3,2, Single Family,28227,38
2,4,2, Single Family,28227,29
2,3,2, Single Family,28227,38
1,3,2, Single Family,28227,29
2,3,2, Single Family,28227,42
2,4,3, Single Family,28227,42
2,4,2, Single Family,28227,28
2,4,2, Single Family,28227,42
1,3,2, Single Family,28227,29
2,5,4, Single Family,28277,9
2,6,5, Single Family,28277,12
2,5,4, Single Family,28277,9
2,4,3, Single Family,28277,11
2,5,4, Single Family,28277,9
2,5,4, Single Family,28277,9
2,3,2, Single Family,28277,26
2,3,2, Townhouse,28277,21
2,3,2, Townhouse,28277,21
2,5,5, Single Family,28277,23
2,4,3, Single Family,28277,23
2,4,4, Single Family,28277,22
2,5,4, Single Family,28277,19
2,6,4, Single Family,28277,19
2,5,4, Single Family,28277,23
2,5,4, Single Family,28277,20
2,4,3, Single Family,28277,24
2,5,4, Single Family,28277,19
2,4,3, Single Family,28277,25
2,6,5, Single Family,28277,17
2,4,5, Single Family,28277,20
2,5,4, Single Family,28277,22
2,4,4, Single Family,28277,25
2,4,4, Single Family,28277,23
2,5,6, Single Family,28277,17
1,4,2, Single Family,28227,65
2,4,5, Single Family,28277,18
2,5,5, Single Family,28277,22
2,4,3, Single Family,28277,20
2,5,3, Single Family,28277,20
2,2,3, Townhouse,28277,19
2,3,2, Townhouse,28277,18
2,3,2, Townhouse,28277,18
2,2,3, Townhouse,28277,18
2,2,3, Townhouse,28277,20
2,2,3, Townhouse,28277,20
2,2,3, Townhouse,28277,20
2,3,2, Townhouse,28277,19
2,2,3, Townhouse,28277,18
2,3,3, Townhouse,28277,19
2,2,2, Townhouse,28277,18
2,2,2, Townhouse,28277,19
2,2,2, Townhouse,28277,18
2,5,4, Single Family,28277,18
2,4,3, Single Family,28277,25
2,3,2, Single Family,28277,22
2,4,3, Single Family,28277,21
2,3,2, Single Family,28277,23
2,3,2, Single Family,28277,23
2,3,2, Single Family,28277,20
2,3,2, Single Family,28277,23
2,3,2, Single Family,28277,20
1,3,2, Townhouse,28277,14
1,2,2, Townhouse,28277,15
1,3,2, Townhouse,28277,15
1,2,2, Townhouse,28277,14
1,2,2, Townhouse,28277,15
1,3,2, Townhouse,28277,17
1,3,2, Townhouse,28277,17
1,3,2, Townhouse,28277,15
1,3,2, Townhouse,28277,15
1,3,2, Townhouse,28277,15
2,4,3, Single Family,28210,37
2,4,2, Single Family,28210,36
2,4,3, Single Family,28210,35
1,4,3, Single Family,28210,35
1,4,2, MultiFamily,28216,38
1,4,3, Single Family,28209,63
2,6,4, Single Family,28209,4
1,4,3, Single Family,28209,61
2,6,4, Single Family,28209,4
1,3,2, Single Family,28209,63
1,4,2, Single Family,28209,59
1,4,3, Single Family,28211,58
1,4,3, Single Family,28209,46
1,4,2, Single Family,28211,44
2,3,2, Single Family,28278,25
2,3,2, Single Family,28078,22
2,5,2, Single Family,28078,21
1,4,3, Single Family,28078,22
2,4,3, Single Family,28270,5
2,4,3, Single Family,28270,5
2,3,2, Single Family,28216,20
1,3,2, Single Family,28216,20
1,3,2, Single Family,28226,36
2,3,2, Single Family,28226,53
1,3,2, Single Family,28226,55
1,3,2, Single Family,28078,27
2,3,1, Townhouse,28212,32
1,3,2, Single Family,28212,32
1,3,2, Single Family,28212,31
1,2,2, Condominium,28031,29
1,2,2, Condominium,28031,29
1,2,2, Condominium,28031,26
1,3,1, Single Family,28216,51
1,3,1, Single Family,28216,55
1,3,1, Single Family,28216,56
1,3,1, Single Family,28216,56
1,3,1, Single Family,28216,55
2,4,3, Single Family,28078,8
2,4,3, Single Family,28078,8
1,3,2, Single Family,28227,31
1,3,2, Single Family,28227,31
1,3,2, Single Family,28227,32
2,3,2, Single Family,28215,29
1,2,1, Single Family,28208,66
1,3,1, Single Family,28208,66
1,3,1, Single Family,28208,66
1,3,1, Single Family,28208,64
1,3,1, Single Family,28208,64
1,3,1, Single Family,28208,59
1,2,1, Single Family,28208,64
1,3,1, Single Family,28208,66
1,3,1, Single Family,28208,67
1,4,4, Single Family,28210,25
2,4,3, Single Family,28210,36
1,2,2, Townhouse,28105,18
1,2,2, Townhouse,28105,18
1,2,2, Duplex,28105,15
1,2,2, Duplex,28105,16
1,2,2, Duplex,28105,16
1,2,2, Duplex,28105,16
2,3,3, Duplex,28105,15
2,3,3, Townhouse,28105,18
2,2,2, Townhouse,28105,18
1,2,2, Townhouse,28105,18
2,4,3, Single Family,28227,3
2,5,3, Single Family,28227,3
2,4,3, Single Family,28227,4
2,5,3, Single Family,28227,4
2,4,3, Single Family,28227,4
2,4,3, Single Family,28227,4
2,4,3, Single Family,28227,4
2,5,3, Single Family,28227,4
2,5,4, Single Family,28227,3
2,5,3, Single Family,28105,8
1,3,2, Single Family,28270,63
1,3,2, Single Family,28105,49
1,3,2, Condominium,28277,16
1,3,2, Condominium,28277,17
1,3,2, Condominium,28277,17
1,3,2, Condominium,28277,16
1,3,2, Condominium,28277,17
1,3,2, Condominium,28277,17
1,2,1, Single Family,28208,73
2,4,3, Single Family,28270,32
2,4,4, Single Family,28270,33
2,3,2, Single Family,28269,25
2,4,2, Single Family,28269,25
2,3,2, Single Family,28269,24
2,3,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,4,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,4,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,4,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,4,3, Single Family,28269,4
2,3,2, Single Family,28269,4
2,4,3, Single Family,28269,4
2,3,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,4,2, Single Family,28269,4
2,3,2, Single Family,28269,4
2,3,2, Single Family,28269,11
2,3,2, Single Family,28269,10
2,3,2, Single Family,28269,7
2,3,2, Single Family,28214,20
2,3,2, Single Family,28214,20
2,3,2, Single Family,28214,18
2,3,2, Single Family,28214,19
1,3,2, Single Family,28214,18
2,3,2, Single Family,28214,16
2,3,2, Single Family,28214,15
2,4,3, Single Family,28205,87
2,4,3, Single Family,28205,3
2,3,3, Single Family,28205,4
2,3,3, Single Family,28205,4
1,3,2, Single Family,28205,52
1,2,2, Single Family,28205,72
2,4,2, Single Family,28205,18
1,3,2, Single Family,28205,21
2,2,2, Townhouse,28273,21
2,2,1, Townhouse,28273,21
2,2,1, Townhouse,28273,20
2,3,2, Townhouse,28273,18
2,2,2, Townhouse,28273,19
2,2,2, Townhouse,28273,18
2,2,2, Townhouse,28273,21
2,2,1, Townhouse,28273,20
2,2,2, Townhouse,28273,19
2,2,2, Townhouse,28273,21
1,2,2, Condominium,28210,34
1,3,2, Condominium,28210,35
1,2,2, Condominium,28210,37
2,3,2, Condominium,28210,36
1,2,2, Condominium,28210,35
1,1,1, Condominium,28210,36
2,3,2, Townhouse,28227,13
2,3,2, Townhouse,28227,14
2,2,2, Townhouse,28227,15
2,3,2, Townhouse,28227,14
2,3,2, Townhouse,28227,15
2,3,3, Single Family,28278,10
2,3,2, Townhouse,28278,11
2,3,2, Townhouse,28278,11
2,3,2, Townhouse,28278,10
2,3,2, Townhouse,28278,7
2,3,2, Townhouse,28278,10
2,5,4, Single Family,28278,9
2,4,3, Single Family,28273,8
2,4,2, Single Family,28278,9
1,3,2, Single Family,28278,16
2,4,2, Single Family,28278,15
2,4,3, Single Family,28278,15
2,4,2, Single Family,28278,16
1,3,2, Single Family,28278,15
2,4,2, Single Family,28278,15
2,4,2, Single Family,28278,14
2,5,3, Single Family,28278,16
2,5,3, Single Family,28278,16
2,3,2, Single Family,28278,13
2,5,4, Single Family,28278,14
2,5,3, Single Family,28278,15
2,5,3, Single Family,28278,16
2,4,2, Single Family,28278,15
2,3,2, Single Family,28278,14
2,3,2, Single Family,28278,13
2,1,2, Single Family,28278,14
2,3,2, Single Family,28278,13
2,4,2, Single Family,28278,15
2,3,2, Single Family,28278,13
2,3,2, Single Family,28278,13
2,3,2, Single Family,28278,14
2,3,2, Single Family,28278,14
2,3,2, Single Family,28278,16
2,3,2, Single Family,28278,15
2,3,2, Single Family,28278,14
2,3,2, Single Family,28278,16
2,4,2, Single Family,28278,15
2,4,3, Single Family,28278,10
2,5,4, Single Family,28278,9
2,5,3, Single Family,28278,9
2,4,4, Single Family,28278,8
1,4,2, Single Family,28278,15
2,4,3, Single Family,28278,15
2,4,3, Single Family,28278,7
2,3,2, Single Family,28278,13
2,4,3, Single Family,28278,15
2,1,2, Single Family,28278,14
2,3,2, Townhouse,28278,12
2,3,2, Townhouse,28278,13
2,3,2, Townhouse,28278,13
2,3,2, Townhouse,28278,13
2,4,2, Single Family,28278,5
2,5,4, Single Family,28278,4
2,3,3, Single Family,28278,4
1,4,3, Single Family,28277,28
2,4,2, Single Family,28277,33
2,4,2, Single Family,28277,29
2,4,2, Single Family,28277,30
2,4,4, Single Family,28277,30
2,4,3, Single Family,28277,32
2,4,2, Single Family,28277,32
1,5,4, Single Family,28277,31
2,4,2, Single Family,28277,34
2,4,3, Single Family,28277,20
2,4,3, Single Family,28277,30
2,4,2, Single Family,28277,34
2,4,2, Single Family,28277,33
2,4,2, Single Family,28277,33
2,4,2, Single Family,28277,33
2,4,2, Single Family,28277,30
2,4,2, Single Family,28277,30
2,3,2, Townhouse,28277,18
2,3,2, Townhouse,28277,18
2,3,2, Townhouse,28277,17
2,3,2, Single Family,28213,16
2,3,2, Single Family,28213,14
2,3,2, Single Family,28213,13
2,3,2, Single Family,28213,15
2,3,2, Single Family,28213,14
2,3,2, Single Family,28213,16
2,3,2, Single Family,28213,15
2,3,2, Single Family,28213,17
2,3,2, Townhouse,28213,14
2,3,2, Single Family,28213,8
2,4,2, Single Family,28277,32
2,4,3, Single Family,28277,28
1,3,2, Other,28105,46
2,3,2, Townhouse,28270,22
1,3,2, Townhouse,28270,22
2,3,2, Townhouse,28270,22
2,3,2, Townhouse,28270,16
2,4,3, Single Family,28205,3
1,5,3, Single Family,28210,53
1,4,2, Single Family,28210,59
1,3,2, Single Family,28210,58
1,4,2, Single Family,28210,58
1,3,2, Single Family,28210,56
1,3,2, Single Family,28210,60
1,3,2, Single Family,28210,60
1,4,3, Single Family,28210,60
2,2,2, Single Family,28202,121
1,3,2, Single Family,28210,56
1,5,2, Single Family,28210,50
2,4,2, Single Family,28210,54
1,3,2, Single Family,28210,59
1,3,2, Single Family,28210,59
1,3,2, Single Family,28210,58
2,4,2, Single Family,28210,52
1,3,2, Single Family,28277,27
1,4,2, Single Family,28277,22
1,2,1, Single Family,28216,57
2,3,1, Single Family,28216,88
1,2,1, Single Family,28216,63
1,2,1, Single Family,28216,66
1,2,1, Single Family,28216,56
1,4,2, Single Family,28216,17
1,4,2, Single Family,28216,17
1,2,1, Single Family,28216,58
1,2,2, Single Family,28205,54
1,3,2, Single Family,28078,5
1,4,2, Single Family,28078,4
2,3,2, Single Family,28078,3
2,4,2, Single Family,28078,9
1,4,2, Single Family,28078,4
2,4,3, Single Family,28078,22
2,4,3, Single Family,28078,18
2,4,2, Single Family,28078,21
2,4,2, Single Family,28078,20
1,4,2, Single Family,28227,35
2,4,2, Single Family,28078,19
2,4,4, Single Family,28078,19
2,4,2, Single Family,28078,23
2,4,2, Single Family,28078,24
2,4,2, Single Family,28078,23
2,3,2, Single Family,28078,22
1,4,2, Single Family,28078,24
2,4,4, Single Family,28078,18
2,3,2, Single Family,28078,23
1,4,3, Single Family,28078,20
2,4,2, Single Family,28078,21
2,3,2, Single Family,28078,23
1,3,3, Single Family,28078,20
2,4,3, Single Family,28078,23
2,4,3, Single Family,28078,23
2,5,4, Single Family,28078,21
1,3,2, Single Family,28078,19
2,3,3, Single Family,28078,21
1,3,2, Condominium,28031,30
1,3,2, Condominium,28031,30
1,3,3, Condominium,28031,30
1,3,2, Single Family,28031,23
2,3,2, Single Family,28270,33
1,2,2, Townhouse,28270,33
2,3,2, Single Family,28270,18
2,3,3, Single Family,28270,18
2,3,2, Single Family,28270,19
2,3,3, Single Family,28270,18
1,3,1, Single Family,28205,73
1,3,1, Single Family,28205,73
1,3,2, Other,28104,31
2,2,2, Townhouse,28277,17
2,3,2, Townhouse,28277,17
2,3,2, Single Family,28277,17
2,3,3, Townhouse,28277,19
1,3,3, Single Family,28277,19
2,3,2, Townhouse,28277,17
2,3,2, Townhouse,28277,19
2,3,2, Townhouse,28277,17
2,3,3, Townhouse,28277,16
2,3,3, Townhouse,28277,16
2,3,3, Townhouse,28277,16
2,3,2, Townhouse,28277,15
2,2,3, Townhouse,28277,16
2,3,2, Townhouse,28277,14
2,3,2, Townhouse,28277,15
2,3,2, Townhouse,28277,16
2,3,2, Townhouse,28277,16
2,3,2, Townhouse,28277,15
2,3,2, Townhouse,28277,16
2,4,3, Single Family,28226,4
2,2,1, Condominium,28203,13
2,3,2, Townhouse,28203,13
1,3,2, Single Family,28031,26
2,4,2, Single Family,28031,24
1,3,2, Condominium,28036,21
1,2,2, Condominium,28036,20
1,2,2, Condominium,28036,20
1,2,2, Condominium,28036,20
1,2,2, Condominium,28036,20
1,3,1, Single Family,28208,68
1,2,1, Single Family,28208,68
2,3,2, Townhouse,28277,24
2,3,2, Townhouse,28277,24
2,4,3, Townhouse,28211,39
1,3,2, Single Family,28031,29
1,3,2, Single Family,28031,28
2,3,2, Single Family,28215,14
2,3,2, Single Family,28215,14
1,2,2, Condominium,28204,19
1,4,2, Single Family,28270,41
2,3,2, Townhouse,28210,17
2,3,2, Townhouse,28210,16
2,3,3, Townhouse,28210,16
2,4,2, Single Family,28273,33
1,3,2, Single Family,28273,31
2,4,2, Single Family,28273,33
2,4,2, Single Family,28273,32
2,4,2, Single Family,28215,26
2,3,2, Single Family,28215,25
2,3,2, Single Family,28215,31
1,3,2, Single Family,28215,28
2,3,2, Single Family,28215,28
2,4,2, Single Family,28215,26
1,3,2, Single Family,28215,27
1,3,2, Single Family,28215,25
1,3,2, Single Family,28215,27
1,3,2, Single Family,28215,28
1,4,2, Single Family,28215,27
1,3,2, Single Family,28215,30
2,4,2, Single Family,28215,22
2,3,2, Single Family,28215,28
2,4,2, Single Family,28215,22
2,3,2, Single Family,28215,22
2,3,2, Single Family,28215,29
2,4,2, Single Family,28215,28
2,4,3, Single Family,28036,11
2,3,2, Townhouse,28036,4
2,3,2, Single Family,28036,4
2,4,2, Single Family,28036,15
2,4,3, Single Family,28036,16
2,3,3, Single Family,28036,5
2,4,4, Single Family,28036,16
2,3,3, Single Family,28036,8
1,3,2, Single Family,28205,71
1,3,2, Single Family,28205,71
1,2,1, Single Family,28205,71
1,3,2, Single Family,28227,36
1,3,2, Single Family,28210,39
1,3,2, Single Family,28210,39
1,3,2, Single Family,28210,38
1,3,2, Single Family,28210,38
2,3,2, Single Family,28210,46
1,4,2, Single Family,28210,47
2,5,5, Single Family,28211,14
1,2,2, Condominium,28227,36
2,3,2, Single Family,28105,28
1,1,1, Condominium,28227,39
1,2,2, Condominium,28227,39
1,2,2, Condominium,28227,38
1,1,1, Condominium,28227,39
1,2,2, Condominium,28227,39
1,2,2, Condominium,28227,35
2,3,2, Condominium,28227,38
1,3,2, Single Family,28209,65
1,3,1, Single Family,28209,65
2,4,2, Single Family,28215,31
2,4,3, Single Family,28215,33
2,3,2, Single Family,28215,19
2,3,2, Single Family,28215,17
2,3,2, Single Family,28215,19
2,3,2, Single Family,28215,20
2,5,3, Single Family,28211,73
2,4,3, Single Family,28202,121
2,4,3, Single Family,28270,26
1,3,2, Single Family,28203,23
2,4,2, Single Family,28217,16
1,2,1, Condominium,28205,37
1,3,1, Single Family,28205,81
1,2,1, Single Family,28205,81
1,3,1, Single Family,28215,59
2,3,2, Single Family,28215,20
1,3,2, Single Family,28207,81
2,4,6, Single Family,28207,16
2,4,3, Single Family,28207,91
2,4,3, Single Family,28207,81
2,5,5, Single Family,28207,12
1,3,1, Single Family,28215,62
1,3,1, Single Family,28215,62
1,3,1, Single Family,28215,52
2,4,5, Single Family,28211,7
2,4,3, Single Family,28277,20
2,5,4, Single Family,28277,18
2,5,4, Single Family,28277,20
2,5,4, Single Family,28277,19
2,4,3, Single Family,28277,22
2,5,3, Single Family,28277,21
2,4,3, Single Family,28277,21
2,3,3, Townhouse,28277,14
2,5,3, Townhouse,28277,15
2,3,2, Townhouse,28277,15
2,4,2, Single Family,28269,23
1,4,3, Single Family,28134,20
2,5,3, Single Family,28134,21
2,5,3, Single Family,28134,21
1,3,2, Single Family,28215,25
1,3,2, Single Family,28215,51
1,2,2, Single Family,28215,38
2,3,2, Single Family,28262,13
2,3,2, Single Family,28262,13
2,3,2, Single Family,28105,28
2,5,2, Single Family,28105,34
2,4,2, Single Family,28105,31
2,4,2, Single Family,28105,34
2,4,2, Single Family,28105,32
2,4,2, Single Family,28105,34
2,3,2, Single Family,28105,35
2,5,2, Single Family,28105,34
2,4,2, Single Family,28105,31
2,4,2, Single Family,28105,27
2,3,2, Single Family,28105,32
2,3,2, Single Family,28105,32
2,4,2, Single Family,28105,34
2,4,2, Single Family,28105,33
2,4,2, Single Family,28105,28
1,3,2, Single Family,28105,36
1,3,2, Single Family,28105,36
1,3,2, Single Family,28105,36
1,3,2, Single Family,28105,36
2,3,2, Single Family,28227,16
1,3,2, Single Family,28227,16
1,3,2, Single Family,28227,15
