,Site_Zip,Stories,Sale_Price,Bedrooms,Housing_Type,Cluster
54403,28269,1.0,170000,3.0, Single Family,0
54404,28269,1.0,162000,3.0, Single Family,0
54405,28209,1.0,425000,3.0, Single Family,0
54406,28104,1.0,420000,3.0, Single Family,0
54407,28209,1.5,755000,4.0, Single Family,0
54408,28209,1.0,395000,3.0, Single Family,0
54409,28209,2.0,185000,2.0, Condominium,4
54410,28227,2.0,358000,3.0, Single Family,3
54411,28278,2.0,279000,4.0, Single Family,0
54412,28278,2.0,293000,3.0, Single Family,0
54413,28105,2.0,337500,4.0, Single Family,0
54414,28105,2.0,335000,4.0, Single Family,0
54415,28105,2.0,210000,3.0, Single Family,0
54416,28208,1.0,225000,3.0, Single Family,0
54417,28208,1.0,219000,3.0, Single Family,0
54418,28208,1.0,192000,2.0, Single Family,0
54419,28208,1.0,179000,3.0, Single Family,0
54420,28208,2.0,200000,5.0, Single Family,0
54421,28078,2.0,359000,4.0, Single Family,0
54422,28203,2.5,301000,2.0, Condominium,4
54423,28277,1.5,335000,3.0, Single Family,0
54424,28262,1.0,139000,2.0, Condominium,4
54425,28213,2.0,241000,4.0, Single Family,0
54426,28213,1.0,212000,3.0, Single Family,0
54427,28213,1.0,250000,4.0, Single Family,0
54428,28269,2.5,153000,2.0, Townhouse,4
54429,28269,2.5,144000,2.0, Townhouse,4
54430,28269,2.0,150000,3.0, Townhouse,4
54431,28269,2.0,151000,3.0, Townhouse,4
54432,28215,2.0,225000,4.0, Single Family,0
54433,28269,1.0,238000,4.0, Single Family,0
54434,28209,2.0,770000,5.0, Single Family,0
54435,28211,1.0,210000,2.0, Condominium,2
54436,28210,2.0,475000,5.0, Single Family,0
54437,28273,1.0,208000,3.0, Single Family,0
54438,28273,2.5,230000,3.0, Townhouse,4
54439,28273,2.5,229000,3.0, Townhouse,4
54440,28273,2.5,237000,3.0, Townhouse,4
54441,28273,2.5,240000,3.0, Townhouse,4
54442,28273,2.5,235000,3.0, Townhouse,4
54443,28273,2.5,234000,3.0, Townhouse,4
54444,28273,2.5,215000,3.0, Townhouse,4
54445,28273,2.5,270000,3.0, Townhouse,4
54446,28213,2.5,339000,4.0, Single Family,0
54447,28213,2.0,260000,4.0, Single Family,0
54448,28213,2.0,254500,4.0, Single Family,0
54449,28213,2.0,203000,3.0, Single Family,0
54450,28213,2.0,270000,4.0, Single Family,0
54451,28036,1.5,379000,3.0, Single Family,0
54452,28031,1.0,325000,3.0, Single Family,0
54453,28227,1.0,251000,3.0, Single Family,3
54454,28277,2.0,433000,5.0, Single Family,0
54455,28277,2.0,250000,3.0, Townhouse,4
54456,28277,2.0,580000,3.0, Single Family,0
54457,28277,2.0,1037000,6.0, Single Family,0
54458,28277,2.0,780000,3.0, Single Family,0
54459,28277,1.0,570000,4.0, Single Family,0
54460,28277,1.0,570000,3.0, Single Family,0
54461,28277,2.0,630000,3.0, Single Family,0
54462,28277,2.0,1250000,5.0, Single Family,0
54463,28277,2.5,1350000,5.0, Single Family,0
54464,28277,2.0,735000,5.0, Single Family,0
54465,28277,2.0,1247500,6.0, Single Family,0
54466,28227,1.0,240000,4.0, Single Family,3
54467,28277,2.0,810000,5.0, Single Family,0
54468,28277,2.5,265500,2.0, Townhouse,4
54469,28277,2.0,259000,3.0, Single Family,0
54470,28277,2.0,265000,3.0, Single Family,0
54471,28277,1.0,261000,3.0, Single Family,0
54472,28209,1.0,485000,3.0, Single Family,0
54473,28211,1.0,935000,4.0, Single Family,2
54474,28078,1.5,341000,3.0, Single Family,0
54475,28078,2.0,275000,3.0, Single Family,0
54476,28208,1.0,140000,3.0, Single Family,0
54477,28216,2.0,160000,3.0, Single Family,0
54478,28216,2.0,150500,3.0, Single Family,0
54479,28031,1.0,527500,3.0, Condominium,4
54480,28031,1.0,540000,3.0, Condominium,4
54481,28031,1.0,249000,2.0, Condominium,4
54482,28031,1.0,158000,2.0, Condominium,4
54483,28216,1.0,130000,3.0, Single Family,0
54484,28216,1.0,88000,3.0, Single Family,0
54485,28216,1.0,114000,3.0, Single Family,0
54486,28078,2.0,402500,3.0, Single Family,0
54487,28078,2.0,460000,3.0, Single Family,0
54488,28078,2.0,400000,4.0, Single Family,0
54489,28215,1.0,170000,3.0, Single Family,0
54490,28208,1.0,148000,2.0, Single Family,0
54491,28208,1.0,139000,4.0, Single Family,0
54492,28269,2.0,190000,3.0, Single Family,0
54493,28105,2.0,340000,3.0, Single Family,0
54494,28208,1.0,73000,2.0, Single Family,0
54495,28269,2.0,284000,3.0, Single Family,0
54496,28269,2.0,220000,3.0, Single Family,0
54497,28214,2.0,173000,3.0, Single Family,0
54498,28205,1.0,250000,2.0, Single Family,0
54499,28205,1.0,250000,2.0, Single Family,0
54500,28205,1.0,389000,2.0, Single Family,0
54501,28205,1.0,255000,3.0, Single Family,0
54502,28205,1.0,300000,2.0, Single Family,0
54503,28205,1.0,235000,3.0, Single Family,0
54504,28205,1.0,390000,4.0, Single Family,0
54505,28205,2.0,602500,3.0, Single Family,0
54506,28273,1.5,175000,2.0, Townhouse,4
54507,28273,2.0,141000,2.0, Townhouse,4
54508,28273,2.0,150000,2.0, Townhouse,4
54509,28227,2.0,118000,3.0, Townhouse,3
54510,28227,2.0,128000,3.0, Townhouse,3
54511,28227,2.0,130000,3.0, Townhouse,3
54512,28270,1.5,435000,4.0, Single Family,0
54513,28105,2.0,512500,4.0, Single Family,0
54514,28278,2.0,235000,2.0, Townhouse,4
54515,28278,2.0,244000,3.0, Townhouse,4
54516,28278,2.0,244000,2.0, Townhouse,4
54517,28278,1.0,278000,3.0, Townhouse,4
54518,28278,1.5,350000,3.0, Single Family,0
54519,28278,1.5,302000,4.0, Single Family,0
54520,28278,2.0,272500,4.0, Single Family,0
54521,28278,2.0,353000,3.0, Single Family,0
54522,28278,2.0,300000,4.0, Single Family,0
54523,28278,2.0,269000,4.0, Single Family,0
54524,28278,2.0,271000,3.0, Single Family,0
54525,28278,1.0,307000,4.0, Single Family,0
54526,28278,2.0,280000,3.0, Single Family,0
54527,28278,2.0,275000,4.0, Single Family,0
54528,28278,2.0,330000,4.0, Single Family,0
54529,28277,1.5,715000,4.0, Single Family,0
54530,28277,1.5,500000,4.0, Single Family,0
54531,28213,2.0,192000,3.0, Single Family,0
54532,28211,2.0,1240000,4.0, Single Family,2
54533,28211,2.0,1925000,5.0, Single Family,2
54534,28270,2.0,225000,3.0, Townhouse,4
54535,28270,2.0,251000,3.0, Townhouse,4
54536,28270,2.0,213500,3.0, Townhouse,4
54537,28210,1.0,410000,3.0, Single Family,0
54538,28210,1.0,480000,3.0, Single Family,0
54539,28210,2.0,434000,4.0, Single Family,0
54540,28210,1.0,535500,4.0, Single Family,0
54541,28210,1.0,405000,4.0, Single Family,0
54542,28216,1.0,175000,3.0, Single Family,0
54543,28205,1.0,135000,3.0, Single Family,0
54544,28205,1.0,113500,3.0, Single Family,0
54545,28078,2.0,280000,4.0, Single Family,0
54546,28078,2.0,255000,3.0, Single Family,0
54547,28213,1.0,143000,2.0, Single Family,0
54548,28205,2.0,125000,1.0, Condominium,4
54549,28205,2.0,133000,2.0, Condominium,4
54550,28078,2.0,500000,4.0, Single Family,0
54551,28078,2.0,380000,3.0, Single Family,0
54552,28078,2.0,544000,4.0, Single Family,0
54553,28078,2.0,630000,4.0, Single Family,0
54554,28078,1.5,420000,3.0, Single Family,0
54555,28078,2.0,326500,3.0, Single Family,0
54556,28078,2.0,230000,3.0, Townhouse,4
54557,28227,1.0,206000,3.0, Single Family,3
54558,28227,1.0,186000,3.0, Single Family,3
54559,28227,1.0,181000,3.0, Single Family,3
54560,28031,1.0,495000,3.0, Condominium,4
54561,28031,1.0,395000,3.0, Single Family,0
54562,28270,2.0,330000,3.0, Single Family,0
54563,28214,1.5,262500,3.0, Single Family,0
54564,28277,2.0,400000,3.0, Single Family,0
54565,28277,2.0,278000,3.0, Townhouse,4
54566,28277,2.5,263500,3.0, Townhouse,4
54567,28277,2.0,262000,3.0, Townhouse,4
54568,28277,2.0,277000,3.0, Townhouse,4
54569,28277,2.0,274000,3.0, Townhouse,4
54570,28277,2.0,276000,3.0, Townhouse,4
54571,28226,1.5,802000,4.0, Single Family,0
54572,28031,2.0,360000,4.0, Single Family,0
54573,28031,2.0,459000,4.0, Single Family,0
54574,28031,2.0,725000,3.0, Single Family,0
54575,28031,2.0,405000,4.0, Single Family,0
54576,28031,2.0,355000,4.0, Single Family,0
54577,28208,1.0,226000,3.0, Single Family,0
54578,28031,2.0,310000,3.0, Single Family,0
54579,28215,2.0,199000,3.0, Single Family,0
54580,28270,2.0,720000,4.0, Single Family,0
54581,28210,2.0,450000,3.0, Townhouse,4
54582,28273,2.0,185000,3.0, Single Family,0
54583,28215,2.0,277500,3.0, Single Family,0
54584,28215,2.0,278000,4.0, Single Family,0
54585,28215,2.0,325000,5.0, Single Family,0
54586,28215,2.0,288000,5.0, Single Family,0
54587,28215,1.0,217500,3.0, Single Family,0
54588,28215,2.0,240000,4.0, Single Family,0
54589,28215,1.0,230000,4.0, Single Family,0
54590,28215,1.0,240000,3.0, Single Family,0
54591,28215,2.0,214000,3.0, Single Family,0
54592,28215,1.0,176500,3.0, Single Family,0
54593,28215,2.0,244000,3.0, Single Family,0
54594,28215,2.0,296000,4.0, Single Family,0
54595,28205,1.0,443000,3.0, Single Family,0
54596,28205,1.0,430000,3.0, Single Family,0
54597,28205,1.0,270000,2.0, Single Family,0
54598,28227,2.0,185000,3.0, Single Family,3
54599,28210,1.0,280000,3.0, Single Family,0
54600,28210,1.0,260000,2.0, Single Family,0
54601,28210,1.0,321000,3.0, Single Family,0
54602,28210,1.0,406000,4.0, Single Family,0
54603,28210,1.0,392000,3.0, Single Family,0
54604,28105,2.5,380000,4.0, Single Family,0
54605,28227,1.0,116000,2.0, Condominium,3
54606,28209,1.0,380000,3.0, Single Family,0
54607,28215,2.0,482500,4.0, Single Family,0
54608,28215,2.0,445000,5.0, Single Family,0
54609,28215,2.0,370000,4.0, Single Family,0
54610,28078,1.0,173000,2.0, Single Family,0
54611,28078,2.0,315000,4.0, Single Family,0
54612,28078,2.0,275000,4.0, Single Family,0
54613,28078,2.0,300000,4.0, Single Family,0
54614,28078,1.0,215000,3.0, Single Family,0
54615,28202,2.0,274500,2.0, Condominium,1
54616,28270,2.0,422500,4.0, Single Family,0
54617,28270,2.0,390000,4.0, Single Family,0
54618,28270,2.0,484000,4.0, Single Family,0
54619,28270,2.0,435000,5.0, Single Family,0
54620,28217,2.0,121000,3.0, Single Family,0
54621,28205,2.0,266000,2.0, Townhouse,4
54622,28205,2.0,270500,2.0, Townhouse,4
54623,28215,1.0,227000,3.0, Single Family,0
54624,28207,1.5,860000,3.0, Single Family,0
54625,28207,2.0,1300000,4.0, Single Family,0
54626,28207,1.5,694000,3.0, Single Family,0
54627,28207,1.5,655000,4.0, Single Family,0
54628,28207,2.0,995000,3.0, Single Family,0
54629,28277,2.5,675000,5.0, Single Family,0
54630,28277,2.5,761000,5.0, Single Family,0
54631,28277,2.5,620000,4.0, Single Family,0
54632,28269,2.0,207900,4.0, Single Family,0
54633,28134,1.5,400000,3.0, Single Family,0
54634,28262,2.0,218000,3.0, Single Family,0
54635,28105,1.5,243000,3.0, Single Family,0
54636,28105,2.0,325000,4.0, Single Family,0
54637,28105,2.0,308000,5.0, Single Family,0
54638,28105,2.0,262000,3.0, Single Family,0
54639,28217,2.0,184000,3.0, Single Family,0
54640,28217,1.0,175000,3.0, Single Family,0
54641,28105,1.0,236000,2.0, Single Family,0
54642,28212,1.0,237000,3.0, Single Family,0
54643,28212,1.0,240000,3.0, Single Family,0
54644,28209,1.0,350000,3.0, Single Family,0
54645,28209,1.0,530000,3.0, Single Family,0
54646,28214,1.0,195000,3.0, Single Family,0
54647,28269,1.0,280000,3.0, Single Family,0
54648,28215,1.0,167000,3.0, Single Family,0
54649,28269,2.0,270000,4.0, Single Family,0
54650,28269,1.0,190000,3.0, Single Family,0
54651,28269,1.0,165500,3.0, Single Family,0
54652,28211,2.0,1255000,3.0, Single Family,2
54653,28269,1.0,184000,3.0, Single Family,0
54654,28215,2.0,215000,3.0, Single Family,0
54655,28215,1.0,168000,3.0, Single Family,0
54656,28226,2.0,445000,3.0, Townhouse,4
54657,28226,2.0,442000,3.0, Townhouse,4
54658,28227,1.0,219000,3.0, Single Family,3
54659,28227,1.0,195500,3.0, Single Family,3
54660,28226,2.0,612500,3.0, Townhouse,4
54661,28036,2.0,615000,3.0, Single Family,0
54662,28036,2.0,625000,4.0, Single Family,0
54663,28277,2.0,480000,5.0, Single Family,0
54664,28277,2.0,393000,4.0, Single Family,0
54665,28277,2.0,484000,4.0, Single Family,0
54666,28277,2.0,485000,5.0, Single Family,0
54667,28206,2.0,450000,3.0, Single Family,0
54668,28031,2.0,285000,3.0, Single Family,0
54669,28031,2.0,365000,4.0, Single Family,0
54670,28105,2.0,285000,3.0, Single Family,0
54671,28105,1.0,190050,3.0, Single Family,0
54672,28273,2.0,151500,2.0, Townhouse,4
54673,28273,2.0,169000,3.0, Townhouse,4
54674,28273,2.5,210000,3.0, Townhouse,4
54675,28273,2.0,172000,2.0, Townhouse,4
54676,28273,2.0,230000,2.0, Townhouse,4
54677,28273,1.0,160000,2.0, Townhouse,4
54678,28273,2.5,210000,2.0, Townhouse,4
54679,28214,2.0,190000,3.0, Single Family,0
54680,28269,2.0,288500,4.0, Single Family,0
54681,28078,1.0,314500,4.0, Single Family,0
54682,28078,1.0,335000,4.0, Single Family,0
54683,28078,2.0,289000,4.0, Single Family,0
54684,28078,1.0,300000,3.0, Single Family,0
54685,28269,2.0,310000,3.0, Single Family,0
54686,28270,2.0,353000,3.0, Single Family,0
54687,28210,1.5,327500,4.0, Single Family,0
54688,28210,1.5,352500,3.0, Single Family,0
54689,28210,2.0,620000,4.0, Single Family,0
54690,28210,2.0,473000,4.0, Single Family,0
54691,28210,2.0,600000,4.0, Single Family,0
54692,28210,2.0,466000,3.0, Single Family,0
54693,28262,1.0,100000,3.0, Condominium,4
54694,28212,2.0,103000,2.0, Condominium,4
54695,28226,2.0,282500,4.0, Single Family,0
54696,28226,1.5,382000,4.0, Single Family,0
54697,28226,2.0,370000,4.0, Single Family,0
54698,28226,2.0,360000,4.0, Single Family,0
54699,28226,1.5,363000,3.0, Single Family,0
54700,28226,1.5,255000,3.0, Single Family,0
54701,28226,1.5,245000,3.0, Single Family,0
54702,28226,1.0,206000,3.0, Single Family,0
54703,28269,2.0,225000,3.0, Single Family,0
54704,28104,2.0,350000,4.0, Single Family,0
54705,28104,2.0,395000,4.0, Single Family,0
54706,28270,2.0,466500,3.0, Single Family,0
54707,28270,2.0,450000,4.0, Single Family,0
54708,28031,2.0,437000,3.0, Single Family,0
54709,28134,2.0,347500,5.0, Single Family,0
54710,28134,2.0,330000,4.0, Single Family,0
54711,28134,2.0,300000,4.0, Single Family,0
54712,28207,1.0,460000,2.0, High Rise Condo,1
54713,28277,2.0,400000,4.0, Single Family,0
54714,28226,2.0,1175000,4.0, Single Family,0
54715,28226,1.0,142500,2.0, Condominium,4
54716,28078,1.0,190000,3.0, Single Family,0
54717,28226,1.0,151000,2.0, Condominium,4
54718,28226,2.0,769000,3.0, Single Family,0
54719,28226,2.0,795000,3.0, Single Family,0
54720,28226,1.5,450000,3.0, Single Family,0
54721,28226,2.0,295000,3.0, Townhouse,4
54722,28226,2.0,291000,3.0, Townhouse,4
54723,28226,1.0,1875000,4.0, Single Family,0
54724,28226,2.0,4230000,5.0, Single Family,2
54725,28226,2.0,425000,3.0, Single Family,0
54726,28226,1.0,315000,2.0, Townhouse,4
54727,28226,1.0,340000,2.0, Townhouse,4
54728,28226,2.0,315000,4.0, Single Family,0
54729,28226,1.0,305000,3.0, Single Family,0
54730,28226,1.0,376500,4.0, Single Family,0
54731,28226,2.0,362500,4.0, Single Family,0
54732,28226,2.0,332000,4.0, Single Family,0
54733,28226,1.0,126000,2.0, Condominium,4
54734,28226,2.0,489000,4.0, Single Family,0
54735,28207,1.0,610000,2.0, Condominium,4
54736,28134,2.0,189000,2.0, Townhouse,4
54737,28134,2.0,209000,3.0, Townhouse,4
54738,28134,2.0,195000,2.0, Townhouse,4
54739,28134,2.0,280000,4.0, Single Family,0
54740,28134,2.0,341000,5.0, Single Family,0
54741,28134,2.0,315000,4.0, Single Family,0
54742,28134,2.0,277500,4.0, Single Family,0
54743,28270,1.0,407000,3.0, Single Family,0
54744,28217,2.0,128000,2.0, Condominium,4
54745,28217,2.0,129000,2.0, Condominium,4
54746,28277,2.0,587500,4.0, Single Family,0
54747,28277,2.0,645000,4.0, Single Family,0
54748,28078,1.0,293000,3.0, Single Family,0
54749,28078,2.0,289000,3.0, Single Family,0
54750,28078,2.0,277000,3.0, Single Family,0
54751,28078,2.0,297500,4.0, Single Family,0
54752,28078,2.0,300000,3.0, Single Family,0
54753,28078,2.0,224000,2.0, Townhouse,4
54754,28226,1.5,378500,3.0, Single Family,0
54755,28226,1.0,353000,3.0, Single Family,0
54756,28212,1.0,84000,2.0, Condominium,4
54757,28215,2.0,62500,3.0, Single Family,0
54758,28227,2.0,570000,5.0, Single Family,3
54759,28078,2.0,396000,4.0, Single Family,0
54760,28078,2.0,422500,5.0, Single Family,0
54761,28078,2.0,391000,4.0, Single Family,0
54762,28078,2.0,497000,4.0, Single Family,0
54763,28105,2.0,303000,3.0, Single Family,0
54764,28105,1.0,235000,2.0, Single Family,0
54765,28214,1.0,179000,3.0, Single Family,0
54766,28214,2.0,182000,3.0, Single Family,0
54767,28214,2.0,236000,3.0, Single Family,0
54768,28214,2.0,162000,3.0, Townhouse,4
54769,28214,2.0,228000,4.0, Single Family,0
54770,28214,2.0,230000,4.0, Single Family,0
54771,28214,2.0,212000,4.0, Single Family,0
54772,28214,2.0,226000,5.0, Single Family,0
54773,28214,2.0,162000,3.0, Townhouse,4
54774,28214,2.0,221000,3.0, Single Family,0
54775,28216,1.0,303000,4.0, Single Family,0
54776,28214,1.0,87000,2.0, Single Family,0
54777,28215,1.0,180000,3.0, Single Family,0
54778,28214,2.0,245000,4.0, Single Family,0
54779,28214,2.0,164000,3.0, Townhouse,4
54780,28209,1.0,340000,2.0, Single Family,0
54781,28209,1.0,366000,2.0, Single Family,0
54782,28273,2.0,260000,4.0, Single Family,0
54783,28273,1.5,264000,4.0, Single Family,0
54784,28273,2.0,247000,4.0, Single Family,0
54785,28277,2.0,228500,2.0, Townhouse,4
54786,28277,2.0,212000,2.0, Townhouse,4
54787,28277,2.0,218000,2.0, Townhouse,4
54788,28277,2.0,211000,2.0, Townhouse,4
54789,28226,1.0,365000,3.0, Single Family,0
54790,28215,1.0,350000,3.0, Single Family,0
54791,28215,2.0,285000,3.0, Single Family,0
54792,28078,2.0,286500,4.0, Single Family,0
54793,28078,2.0,276500,4.0, Single Family,0
54794,28078,2.0,300000,4.0, Single Family,0
54795,28078,2.0,320000,4.0, Single Family,0
54796,28078,2.0,295000,4.0, Single Family,0
54797,28078,2.0,240000,4.0, Single Family,0
54798,28078,2.0,315000,4.0, Single Family,0
54799,28078,2.0,289000,3.0, Single Family,0
54800,28078,2.0,283000,4.0, Single Family,0
54801,28078,2.0,317000,4.0, Single Family,0
54802,28078,2.0,275000,4.0, Single Family,0
54803,28078,2.0,338500,4.0, Single Family,0
54804,28078,1.5,310000,4.0, Single Family,0
54805,28078,2.0,270000,4.0, Single Family,0
54806,28078,1.0,268000,3.0, Single Family,0
54807,28078,2.0,282000,5.0, Single Family,0
54808,28212,1.0,145000,3.0, Single Family,0
54809,28078,2.0,320000,4.0, Single Family,0
54810,28078,2.0,375000,3.0, Single Family,0
54811,28078,2.0,305000,3.0, Single Family,0
54812,28078,2.0,310000,3.0, Single Family,0
54813,28078,2.0,370000,4.0, Single Family,0
54814,28078,2.0,370000,3.0, Single Family,0
54815,28078,2.0,306000,4.0, Single Family,0
54816,28205,1.0,190000,1.0, Condominium,4
54817,28205,1.0,255000,3.0, Single Family,0
54818,28205,1.0,225000,3.0, Single Family,0
54819,28205,2.0,210000,3.0, Single Family,0
54820,28277,2.0,565000,4.0, Single Family,0
54821,28226,2.0,530000,4.0, Single Family,0
54822,28226,2.0,500000,5.0, Single Family,0
54823,28210,2.0,232500,3.0, Condominium,4
54824,28226,2.5,647500,4.0, Single Family,0
54825,28226,2.5,865000,5.0, Single Family,0
54826,28205,2.0,850000,4.0, Single Family,0
54827,28205,2.0,875000,4.0, Single Family,0
54828,28205,2.0,642500,3.0, Single Family,0
54829,28205,1.0,360000,2.0, Single Family,0
54830,28205,1.5,647500,2.0, Single Family,0
54831,28205,2.5,1100000,4.0, Single Family,0
54832,28214,2.0,195000,3.0, Single Family,0
54833,28211,1.0,338000,3.0, Single Family,2
54834,28208,1.0,107000,3.0, Single Family,0
54835,28202,2.0,2300000,4.0, Single Family,1
54836,28207,1.0,242500,3.0, Condominium,4
54837,28207,1.0,160000,3.0, Condominium,4
54838,28206,1.0,174000,3.0, Single Family,0
54839,28206,1.0,92000,2.0, Single Family,0
54840,28206,1.0,82000,2.0, Single Family,0
