,Site_Zip,Stories,Sale_Price,Bedrooms,Housing_Type,Cluster
46733,28226,2.0,222000,3.0, Single Family,0
46734,28226,1.0,265000,3.0, Single Family,0
46735,28226,1.0,735000,3.0, Single Family,0
46736,28226,1.0,254000,3.0, Single Family,0
46737,28226,1.0,272500,3.0, Single Family,0
46738,28226,2.0,190000,3.0, Single Family,0
46739,28278,2.0,241500,4.0, Single Family,0
46740,28278,2.0,258000,3.0, Single Family,0
46741,28278,2.0,237000,3.0, Single Family,0
46742,28278,2.0,250000,4.0, Single Family,0
46743,28278,2.0,249000,4.0, Single Family,0
46744,28278,2.0,262000,4.0, Single Family,0
46745,28278,2.0,243000,3.0, Single Family,0
46746,28226,1.0,205000,3.0, Single Family,0
46747,28277,1.0,215000,3.0, Single Family,0
46748,28269,2.0,200000,3.0, Single Family,0
46749,28269,1.0,180000,3.0, Single Family,0
46750,28277,2.0,365000,4.0, Single Family,0
46751,28227,2.0,320000,4.0, Single Family,3
46752,28227,2.0,270000,3.0, Single Family,3
46753,28227,1.5,255000,4.0, Single Family,3
46754,28227,1.0,230000,3.0, Single Family,3
46755,28227,1.0,311000,3.0, Single Family,3
46756,28227,2.0,303000,4.0, Single Family,3
46757,28227,1.0,400000,3.0, Single Family,3
46758,28227,2.5,340000,4.0, Single Family,3
46759,28227,2.0,385000,4.0, Single Family,3
46760,28227,2.0,322500,4.0, Single Family,3
46761,28215,2.5,237500,4.0, Single Family,0
46762,28215,2.5,300000,4.0, Single Family,0
46763,28214,2.0,125500,3.0, Single Family,0
46764,28214,2.0,175000,3.0, Single Family,0
46765,28211,1.0,725000,3.0, Single Family,2
46766,28227,1.0,143500,3.0, Single Family,3
46767,28277,2.0,369000,4.0, Single Family,0
46768,28277,2.0,307000,4.0, Single Family,0
46769,28262,1.0,105000,3.0, Single Family,0
46770,28216,1.0,110000,2.0, Single Family,0
46771,28208,1.0,153900,4.0, Single Family,0
46772,28202,1.0,233000,2.0, Condominium,1
46773,28202,1.0,235000,2.0, Condominium,1
46774,28202,1.0,196500,1.0, Condominium,1
46775,28202,1.0,230000,2.0, Condominium,1
46776,28202,1.0,230000,2.0, Condominium,1
46777,28202,1.0,229000,2.0, Condominium,1
46778,28202,1.0,166000,1.0, Condominium,1
46779,28226,2.0,475000,5.0, Single Family,0
46780,28226,2.0,649000,4.0, Single Family,0
46781,28227,2.0,275000,4.0, Single Family,3
46782,28211,1.0,304000,3.0, Single Family,2
46783,28269,2.0,181000,3.0, Single Family,0
46784,28269,2.0,194000,3.0, Single Family,0
46785,28269,2.0,130000,3.0, Single Family,0
46786,28211,1.0,450000,3.0, Single Family,2
46787,28262,2.0,335000,4.0, Single Family,0
46788,28262,2.0,295000,4.0, Single Family,0
46789,28212,1.0,160000,3.0, Single Family,0
46790,28202,1.0,175000,1.0, Condominium,1
46791,28202,1.0,241500,2.0, Condominium,1
46792,28202,1.0,180000,1.0, Condominium,1
46793,28202,1.0,243000,2.0, Condominium,1
46794,28202,1.0,175000,1.0, Condominium,1
46795,28202,1.0,165000,1.0, Condominium,1
46796,28202,1.0,240000,2.0, Condominium,1
46797,28216,2.0,164000,3.0, Single Family,0
46798,28269,2.0,256000,4.0, Single Family,0
46799,28226,1.0,140000,2.0, Condominium,4
46800,28227,1.0,253000,4.0, Single Family,3
46801,28212,2.0,95000,3.0, Single Family,0
46802,28226,1.5,545000,4.0, Single Family,0
46803,28212,2.0,97500,3.0, Condominium,4
46804,28212,2.0,60000,2.0, Condominium,4
46805,28212,2.0,85000,2.0, Condominium,4
46806,28105,2.0,350000,3.0, Single Family,0
46807,28212,2.0,237000,4.0, Single Family,0
46808,28217,1.0,48333,3.0, Single Family,0
46809,28217,1.0,130000,3.0, Single Family,0
46810,28269,2.0,279000,4.0, Single Family,0
46811,28211,2.0,1785000,5.0, Single Family,2
46812,28211,2.0,687500,3.0, Single Family,2
46813,28211,2.0,1319500,6.0, Single Family,2
46814,28211,2.0,1270000,5.0, Single Family,2
46815,28211,2.5,2825000,5.0, Single Family,2
46816,28211,2.0,1805000,5.0, Single Family,2
46817,28211,2.0,1995000,5.0, Single Family,2
46818,28211,2.0,1200000,4.0, Single Family,2
46819,28211,2.5,877500,5.0, Single Family,2
46820,28211,2.0,1970000,5.0, Single Family,2
46821,28208,1.0,102000,2.0, Condominium,4
46822,28208,1.0,98000,2.0, Condominium,4
46823,28208,1.0,102000,2.0, Condominium,4
46824,28209,1.0,150100,2.0, Condominium,4
46825,28209,1.0,148500,3.0, Condominium,4
46826,28209,1.0,105000,1.0, Condominium,4
46827,28209,1.0,74000,1.0, Condominium,4
46828,28209,1.0,147000,2.0, Condominium,4
46829,28209,1.0,146000,2.0, Condominium,4
46830,28209,1.0,133000,2.0, Condominium,4
46831,28209,1.0,140000,2.0, Condominium,4
46832,28134,1.0,154000,3.0, Single Family,0
46833,28217,1.0,66500,2.0, Single Family,0
46834,28273,1.0,175000,3.0, Single Family,0
46835,28273,2.0,205000,3.0, Single Family,0
46836,28211,1.0,346000,3.0, Single Family,2
46837,28205,2.0,861000,4.0, Single Family,0
46838,28209,1.0,611000,4.0, Single Family,0
46839,28209,1.5,688500,4.0, Single Family,0
46840,28031,1.0,210000,3.0, Single Family,0
46841,28214,1.0,110000,3.0, Single Family,0
46842,28214,2.0,167000,3.0, Single Family,0
46843,28214,1.0,140000,3.0, Single Family,0
46844,28214,1.0,135000,3.0, Single Family,0
46845,28214,1.0,165000,3.0, Single Family,0
46846,28214,1.0,167000,3.0, Single Family,0
46847,28214,2.0,115000,4.0, Single Family,0
46848,28214,2.0,180000,4.0, Single Family,0
46849,28262,2.0,220000,3.0, Single Family,0
46850,28262,2.0,184000,3.0, Single Family,0
46851,28262,2.0,185000,3.0, Single Family,0
46852,28216,2.0,186000,3.0, Single Family,0
46853,28216,1.0,115000,3.0, Single Family,0
46854,28202,2.0,635000,3.0, Single Family,1
46855,28273,2.5,157000,3.0, Townhouse,4
46856,28273,2.5,160000,3.0, Townhouse,4
46857,28269,1.0,230000,3.0, Single Family,0
46858,28202,2.0,375000,2.0, Condominium,1
46859,28210,2.0,197000,2.0, Condominium,4
46860,28210,2.0,195000,2.0, Condominium,4
46861,28210,2.0,187500,2.0, Condominium,4
46862,28210,2.0,205000,2.0, Condominium,4
46863,28210,2.0,235000,3.0, Condominium,4
46864,28202,1.0,245000,1.0, Condominium,1
46865,28202,2.0,222000,1.0, Condominium,1
46866,28202,2.0,228000,1.0, Condominium,1
46867,28202,1.0,246000,1.0, Condominium,1
46868,28202,2.0,215000,1.0, Condominium,1
46869,28202,1.0,188000,1.0, Condominium,1
46870,28202,1.0,205000,1.0, Condominium,1
46871,28202,1.0,275000,2.0, Condominium,1
46872,28211,1.0,146900,3.0, Condominium,2
46873,28269,2.0,184000,4.0, Single Family,0
46874,28209,1.0,520000,3.0, Single Family,0
46875,28205,1.0,392000,3.0, Single Family,0
46876,28216,1.0,205000,3.0, Single Family,0
46877,28270,2.0,635000,4.0, Single Family,0
46878,28270,2.0,515000,4.0, Single Family,0
46879,28270,2.0,530000,4.0, Single Family,0
46880,28270,2.0,590000,5.0, Single Family,0
46881,28078,2.0,217000,3.0, Single Family,0
46882,28078,1.5,200000,3.0, Single Family,0
46883,28078,2.0,215000,3.0, Single Family,0
46884,28078,2.0,215000,3.0, Single Family,0
46885,28078,2.0,288000,4.0, Single Family,0
46886,28078,2.0,248000,3.0, Single Family,0
46887,28078,2.0,343500,4.0, Single Family,0
46888,28078,2.0,249000,3.0, Single Family,0
46889,28078,2.0,300000,4.0, Single Family,0
46890,28078,2.0,270000,4.0, Single Family,0
46891,28078,2.0,320000,3.0, Single Family,0
46892,28078,2.0,340000,4.0, Townhouse,4
46893,28078,2.0,279500,3.0, Townhouse,4
46894,28078,2.0,252500,3.0, Townhouse,4
46895,28078,2.0,203000,3.0, Townhouse,4
46896,28078,2.0,212000,2.0, Townhouse,4
46897,28226,2.0,700000,5.0, Single Family,0
46898,28226,2.0,650000,4.0, Single Family,0
46899,28215,1.0,158000,3.0, Single Family,0
46900,28215,1.0,138000,3.0, Single Family,0
46901,28227,2.0,313000,3.0, Single Family,3
46902,28208,1.0,85000,2.0, Single Family,0
46903,28208,1.0,82500,2.0, Single Family,0
46904,28210,1.5,687500,4.0, Single Family,0
46905,28210,1.5,915000,4.0, Single Family,0
46906,28215,1.0,155000,3.0, Single Family,0
46907,28215,1.0,155000,3.0, Single Family,0
46908,28277,2.0,401000,4.0, Single Family,0
46909,28226,2.0,430000,4.0, Single Family,0
46910,28078,1.0,235000,3.0, Single Family,0
46911,28212,1.0,145000,2.0, Condominium,4
46912,28216,2.0,134000,3.0, Townhouse,4
46913,28216,2.0,110000,2.0, Townhouse,4
46914,28216,2.0,133000,3.0, Townhouse,4
46915,28216,2.0,127000,3.0, Townhouse,4
46916,28031,2.5,175000,3.0, Townhouse,4
46917,28031,2.0,255000,3.0, Single Family,0
46918,28031,2.0,305000,3.0, Single Family,0
46919,28031,2.0,260500,3.0, Single Family,0
46920,28031,2.0,268000,4.0, Single Family,0
46921,28031,2.0,245000,4.0, Single Family,0
46922,28031,2.0,245000,3.0, Single Family,0
46923,28269,2.0,186000,3.0, Single Family,0
46924,28262,2.0,120000,3.0, Townhouse,4
46925,28208,1.0,126000,3.0, Single Family,0
46926,28208,2.0,117000,4.0, Single Family,0
46927,28208,2.0,80000,3.0, Single Family,0
46928,28105,2.0,199000,3.0, Single Family,0
46929,28105,2.0,199000,3.0, Single Family,0
46930,28105,1.0,170000,3.0, Single Family,0
46931,28105,2.0,190000,3.0, Single Family,0
46932,28105,2.0,180000,3.0, Single Family,0
46933,28105,1.0,159000,3.0, Single Family,0
46934,28105,2.0,275000,3.0, Single Family,0
46935,28078,1.0,185000,3.0, Single Family,0
46936,28078,1.5,236000,4.0, Single Family,0
46937,28277,2.0,150000,2.0, Townhouse,4
46938,28277,2.0,147000,2.0, Townhouse,4
46939,28277,1.5,132000,3.0, Townhouse,4
46940,28277,1.5,206000,3.0, Townhouse,4
46941,28277,2.0,159000,2.0, Townhouse,4
46942,28277,2.0,156000,2.0, Townhouse,4
46943,28277,2.0,210000,3.0, Townhouse,4
46944,28209,2.0,1124500,4.0, Single Family,0
46945,28209,1.0,616500,3.0, Single Family,0
46946,28226,1.5,510000,4.0, Single Family,0
46947,28226,2.0,560000,4.0, Single Family,0
46948,28226,2.0,550000,4.0, Single Family,0
46949,28269,2.5,340000,4.0, Single Family,0
46950,28206,1.0,82500,3.0, Single Family,0
46951,28206,1.0,105000,2.0, Single Family,0
46952,28206,1.0,135000,3.0, Single Family,0
46953,28206,1.0,115000,4.0, Single Family,0
46954,28211,1.0,650000,3.0, Single Family,2
46955,28262,2.0,182000,3.0, Single Family,0
46956,28262,2.0,180000,4.0, Single Family,0
46957,28262,1.0,184000,3.0, Single Family,0
46958,28262,2.0,189500,4.0, Single Family,0
46959,28210,1.0,420000,3.0, Single Family,0
46960,28205,1.0,175000,3.0, Single Family,0
46961,28205,1.0,307000,3.0, Single Family,0
46962,28205,1.0,162000,3.0, Single Family,0
46963,28205,1.0,200000,4.0, Single Family,0
46964,28205,1.0,287000,2.0, Single Family,0
46965,28270,2.0,254000,4.0, Single Family,0
46966,28270,1.0,245000,3.0, Single Family,0
46967,28078,1.0,415000,4.0, Single Family,0
46968,28078,1.0,290000,3.0, Single Family,0
46969,28277,1.0,272500,2.0, Condominium,4
46970,28078,1.5,365000,4.0, Single Family,0
46971,28078,2.0,399000,3.0, Single Family,0
46972,28078,2.0,355000,3.0, Single Family,0
46973,28078,2.0,275000,3.0, Single Family,0
46974,28078,1.0,275000,3.0, Single Family,0
46975,28078,2.0,425000,3.0, Single Family,0
46976,28078,1.5,187500,3.0, Single Family,0
46977,28078,2.0,270000,4.0, Single Family,0
46978,28078,2.0,380000,4.0, Single Family,0
46979,28277,2.0,500000,4.0, Single Family,0
46980,28277,2.0,530000,4.0, Single Family,0
46981,28277,2.0,430000,3.0, Townhouse,4
46982,28206,1.5,249000,3.0, Single Family,0
46983,28206,1.0,218000,2.0, Single Family,0
46984,28217,1.0,70000,2.0, Single Family,0
46985,28269,1.0,150000,3.0, Single Family,0
46986,28278,2.0,220000,4.0, Single Family,0
46987,28278,1.5,210000,3.0, Single Family,0
46988,28278,1.0,209000,3.0, Single Family,0
46989,28105,2.0,321000,5.0, Single Family,0
46990,28105,2.0,399000,4.0, Single Family,0
46991,28209,2.0,820000,5.0, Single Family,0
46992,28209,2.5,831000,4.0, Single Family,0
46993,28209,2.0,729000,5.0, Single Family,0
46994,28209,2.0,789000,4.0, Single Family,0
46995,28209,3.0,318000,6.0, Single Family,0
46996,28273,1.0,178000,3.0, Single Family,0
46997,28273,1.0,165000,3.0, Single Family,0
46998,28205,1.5,230000,5.0, Single Family,0
46999,28205,1.0,297500,3.0, Single Family,0
47000,28205,1.0,311500,3.0, Single Family,0
47001,28207,1.0,174000,2.0, Condominium,4
47002,28207,2.5,362000,2.0, Condominium,4
47003,28207,1.0,173000,2.0, Condominium,4
47004,28207,1.0,175000,2.0, Condominium,4
47005,28207,1.0,170000,2.0, Condominium,4
47006,28215,1.0,212000,3.0, Single Family,0
47007,28215,1.0,240000,3.0, Single Family,0
47008,28215,1.0,162000,3.0, Single Family,0
47009,28215,1.0,222000,2.0, Single Family,0
47010,28215,1.0,152000,3.0, Single Family,0
47011,28215,1.0,205000,3.0, Single Family,0
47012,28216,2.0,160000,3.0, Single Family,0
47013,28209,1.5,305000,2.0, Single Family,0
47014,28209,1.0,575000,3.0, Single Family,0
47015,28205,1.0,225000,3.0, Single Family,0
47016,28105,2.0,201000,3.0, Single Family,0
47017,28078,1.0,167000,3.0, Single Family,0
47018,28078,1.5,245000,3.0, Single Family,0
47019,28210,1.5,480000,4.0, Single Family,0
47020,28031,1.0,298000,2.0, Condominium,4
47021,28031,1.0,325000,2.0, Condominium,4
47022,28269,1.5,145000,3.0, Single Family,0
47023,28078,2.0,275000,3.0, Single Family,0
47024,28078,1.0,240000,3.0, Single Family,0
47025,28273,2.0,230000,3.0, Single Family,0
47026,28273,2.0,265000,4.0, Single Family,0
47027,28273,2.0,227500,4.0, Single Family,0
47028,28273,2.0,273000,4.0, Single Family,0
47029,28273,2.0,254000,3.0, Single Family,0
47030,28273,2.0,240000,3.0, Single Family,0
47031,28273,2.0,250000,4.0, Single Family,0
47032,28273,2.0,248000,3.0, Single Family,0
47033,28273,2.0,248000,3.0, Single Family,0
47034,28273,2.0,210000,3.0, Single Family,0
47035,28273,2.0,269000,4.0, Single Family,0
47036,28273,2.0,250000,4.0, Single Family,0
47037,28273,2.0,228000,3.0, Single Family,0
47038,28273,2.0,260000,3.0, Single Family,0
47039,28273,2.0,230000,3.0, Single Family,0
47040,28216,1.0,113000,3.0, Single Family,0
47041,28216,1.0,125000,3.0, Single Family,0
47042,28216,2.0,218000,5.0, Single Family,0
47043,28210,2.0,150000,2.0, Townhouse,4
47044,28269,2.0,178500,3.0, Single Family,0
47045,28214,1.0,110000,3.0, Single Family,0
47046,28215,1.0,106000,3.0, Single Family,0
47047,28215,1.0,150000,3.0, Single Family,0
47048,28215,1.0,171000,3.0, Single Family,0
47049,28215,1.0,105000,3.0, Single Family,0
47050,28215,1.0,92500,2.0, Single Family,0
47051,28215,1.0,171000,3.0, Single Family,0
47052,28270,1.5,330000,5.0, Single Family,0
47053,28270,2.0,343000,4.0, Single Family,0
47054,28262,1.0,125000,3.0, Single Family,0
47055,28269,2.0,214428,4.0, Single Family,0
47056,28269,2.0,320000,5.0, Single Family,0
47057,28269,1.0,250000,3.0, Single Family,0
47058,28269,1.5,295000,3.0, Single Family,0
47059,28078,2.0,297000,4.0, Single Family,0
47060,28078,2.0,347500,4.0, Single Family,0
47061,28078,2.0,285000,3.0, Single Family,0
47062,28078,1.0,250000,3.0, Single Family,0
47063,28078,2.0,323000,4.0, Single Family,0
47064,28078,2.0,279000,4.0, Single Family,0
47065,28078,2.0,345000,4.0, Single Family,0
47066,28202,2.0,230000,2.0, Condominium,1
47067,28210,2.5,525000,4.0, Single Family,0
47068,28278,2.0,293000,4.0, Single Family,0
47069,28278,2.0,287000,4.0, Single Family,0
47070,28031,1.0,360000,2.0, Condominium,4
47071,28031,2.0,230000,3.0, Townhouse,4
47072,28031,2.0,299000,3.0, Townhouse,4
47073,28031,2.5,277500,2.0, Townhouse,4
47074,28031,2.0,227500,3.0, Condominium,4
47075,28031,1.0,260000,2.0, Condominium,4
47076,28036,1.0,154000,2.0, Condominium,4
47077,28269,2.0,261000,3.0, Single Family,0
47078,28269,1.0,240000,3.0, Single Family,0
47079,28269,2.0,323000,4.0, Single Family,0
47080,28269,1.0,205000,3.0, Single Family,0
47081,28269,1.5,240000,3.0, Single Family,0
47082,28269,2.0,250000,3.0, Single Family,0
47083,28269,1.0,183000,3.0, Single Family,0
47084,28269,1.5,245000,4.0, Single Family,0
47085,28269,2.0,228000,4.0, Single Family,0
47086,28269,2.0,190000,3.0, Single Family,0
47087,28269,2.0,275000,4.0, Single Family,0
47088,28269,2.0,255000,4.0, Single Family,0
47089,28269,2.0,159500,4.0, Single Family,0
47090,28269,2.0,252000,3.0, Single Family,0
47091,28212,1.0,70000,2.0, Condominium,4
47092,28212,1.0,85000,2.0, Condominium,4
47093,28269,1.0,175000,3.0, Single Family,0
47094,28269,2.0,139000,3.0, Single Family,0
47095,28270,2.0,330000,3.0, Single Family,0
47096,28269,1.0,98000,2.0, Townhouse,4
47097,28269,2.0,420000,5.0, Single Family,0
47098,28278,2.0,223000,3.0, Single Family,0
47099,28278,2.0,226000,3.0, Single Family,0
47100,28278,2.0,260000,4.0, Single Family,0
47101,28078,1.0,200000,3.0, Single Family,0
47102,28078,2.0,246500,3.0, Single Family,0
47103,28227,1.0,264000,3.0, Single Family,3
47104,28214,2.0,160000,4.0, Single Family,0
47105,28269,1.0,135000,4.0, Single Family,0
47106,28269,2.0,210000,3.0, Single Family,0
47107,28269,2.0,196500,3.0, Single Family,0
47108,28216,1.0,249000,4.0, Single Family,0
47109,28270,1.5,375000,3.0, Single Family,0
47110,28209,1.0,600000,3.0, Single Family,0
47111,28212,1.0,299000,3.0, Single Family,0
47112,28105,1.5,300000,3.0, Single Family,0
47113,28105,2.0,300000,3.0, Single Family,0
47114,28105,2.0,385000,4.0, Single Family,0
47115,28105,2.0,368000,4.0, Single Family,0
47116,28205,1.0,200000,2.0, Single Family,0
47117,28227,1.0,168000,3.0, Single Family,3
47118,28208,1.0,120000,3.0, Single Family,0
47119,28208,2.0,174000,3.0, Single Family,0
47120,28269,1.5,137000,3.0, Single Family,0
47121,28227,1.0,167000,3.0, Single Family,3
47122,28227,1.5,179000,4.0, Single Family,3
47123,28227,1.0,160000,3.0, Single Family,3
47124,28227,1.5,149000,4.0, Single Family,3
47125,28227,1.0,141000,3.0, Single Family,3
47126,28227,1.0,156000,3.0, Single Family,3
47127,28227,1.0,119170,3.0, Single Family,3
47128,28105,2.0,286500,4.0, Single Family,0
47129,28105,2.0,242000,3.0, Single Family,0
47130,28105,2.0,263000,4.0, Single Family,0
47131,28105,2.0,245000,3.0, Single Family,0
47132,28105,2.0,257500,4.0, Single Family,0
47133,28105,1.5,244500,3.0, Single Family,0
47134,28105,2.0,260000,4.0, Single Family,0
47135,28105,2.0,275000,4.0, Single Family,0
47136,28210,2.0,312000,4.0, Single Family,0
47137,28213,1.0,112100,2.0, Condominium,4
47138,28213,1.0,105000,2.0, Condominium,4
47139,28215,2.0,107000,3.0, Townhouse,4
47140,28215,2.0,74000,2.0, Townhouse,4
47141,28210,2.0,120000,1.0, Condominium,4
47142,28210,1.0,59000,1.0, Condominium,4
47143,28210,2.0,170500,3.0, Condominium,4
47144,28210,2.0,165000,3.0, Condominium,4
47145,28210,1.0,120000,1.0, Condominium,4
47146,28210,2.0,105000,1.0, Condominium,4
47147,28210,1.0,113000,1.0, Condominium,4
47148,28210,1.0,139000,2.0, Condominium,4
47149,28210,2.0,155000,3.0, Condominium,4
47150,28210,1.0,155000,2.0, Condominium,4
47151,28210,1.0,120000,1.0, Condominium,4
47152,28210,2.0,142000,2.0, Condominium,4
47153,28210,1.0,135000,2.0, Condominium,4
47154,28210,2.0,155000,3.0, Condominium,4
47155,28270,2.5,645000,4.0, Single Family,0
47156,28270,2.0,510000,5.0, Single Family,0
47157,28270,2.5,782000,4.0, Single Family,0
47158,28270,2.0,650000,4.0, Single Family,0
47159,28262,1.0,140000,3.0, Single Family,0
47160,28269,2.0,130000,3.0, Single Family,0
47161,28269,2.0,151000,3.0, Single Family,0
47162,28269,2.0,142000,4.0, Single Family,0
47163,28078,2.0,226000,4.0, Single Family,0
47164,28078,2.0,223000,4.0, Single Family,0
47165,28078,1.0,220000,3.0, Single Family,0
47166,28078,2.0,250000,4.0, Single Family,0
47167,28078,2.0,196500,3.0, Single Family,0
47168,28078,2.0,222000,4.0, Single Family,0
47169,28078,2.0,235000,3.0, Single Family,0
47170,28031,1.5,247000,3.0, Single Family,0
47171,28031,1.0,200000,3.0, Single Family,0
47172,28031,1.0,231500,3.0, Single Family,0
47173,28031,2.0,245000,3.0, Single Family,0
47174,28031,2.0,236000,3.0, Single Family,0
47175,28031,1.5,290000,3.0, Single Family,0
47176,28031,2.0,195000,3.0, Single Family,0
47177,28031,2.0,195000,3.0, Single Family,0
47178,28031,2.0,195000,3.0, Single Family,0
47179,28031,1.5,240000,3.0, Single Family,0
47180,28031,1.0,267000,3.0, Single Family,0
47181,28270,2.0,370000,4.0, Single Family,0
47182,28270,2.0,241500,3.0, Single Family,0
47183,28207,1.5,1207500,4.0, Single Family,0
47184,28269,1.0,250000,3.0, Single Family,0
47185,28031,1.5,445000,3.0, Single Family,0
47186,28277,1.0,260000,3.0, Single Family,0
47187,28210,2.0,765000,3.0, Single Family,0
47188,28210,2.0,730000,4.0, Single Family,0
47189,28210,2.0,780000,3.0, Single Family,0
47190,28227,1.0,100000,2.0, Single Family,3
47191,28227,1.0,100000,2.0, Single Family,3
47192,28227,2.0,147000,3.0, Single Family,3
47193,28227,1.0,139000,3.0, Single Family,3
47194,28227,1.0,147000,3.0, Single Family,3
47195,28227,1.0,157000,2.0, Single Family,3
47196,28227,1.0,80000,2.0, Single Family,3
47197,28227,1.0,107000,2.0, Single Family,3
47198,28227,1.0,113000,2.0, Single Family,3
47199,28269,2.0,274000,4.0, Single Family,0
47200,28269,1.0,185000,3.0, Single Family,0
47201,28269,1.0,209000,3.0, Single Family,0
47202,28213,1.0,67500,3.0, Single Family,0
47203,28213,1.0,133000,3.0, Single Family,0
47204,28213,1.0,143000,2.0, Single Family,0
47205,28213,1.0,130000,3.0, Single Family,0
47206,28213,1.0,108500,3.0, Single Family,0
47207,28213,1.0,112000,3.0, Single Family,0
47208,28270,2.0,250000,3.0, Single Family,0
47209,28270,1.0,209000,3.0, Single Family,0
47210,28277,2.0,704000,4.0, Single Family,0
47211,28277,2.5,952000,6.0, Single Family,0
47212,28269,1.0,257000,4.0, Single Family,0
47213,28269,1.0,232000,3.0, Single Family,0
47214,28269,1.5,244000,3.0, Single Family,0
47215,28269,1.0,253000,3.0, Single Family,0
47216,28269,1.5,285000,3.0, Single Family,0
47217,28269,1.0,240000,2.0, Single Family,0
47218,28269,1.0,251000,2.0, Single Family,0
47219,28269,2.0,245000,4.0, Single Family,0
47220,28269,2.0,270000,4.0, Single Family,0
47221,28269,2.0,215000,3.0, Single Family,0
47222,28269,2.0,175000,3.0, Single Family,0
47223,28269,2.0,180000,3.0, Single Family,0
47224,28269,2.0,177000,3.0, Single Family,0
47225,28269,2.0,176000,3.0, Single Family,0
47226,28269,2.0,178000,2.0, Single Family,0
47227,28269,2.0,266000,3.0, Single Family,0
47228,28269,2.0,310000,4.0, Single Family,0
47229,28269,2.0,315000,5.0, Single Family,0
47230,28269,2.0,334000,4.0, Single Family,0
47231,28269,2.0,365000,4.0, Single Family,0
47232,28269,1.0,200000,2.0, Single Family,0
47233,28269,2.0,246000,4.0, Single Family,0
47234,28269,1.0,360000,4.0, Single Family,0
47235,28269,2.0,218000,3.0, Single Family,0
47236,28269,2.0,215100,3.0, Single Family,0
47237,28269,2.0,335000,5.0, Single Family,0
47238,28269,1.0,242000,3.0, Townhouse,4
47239,28269,1.5,315000,4.0, Single Family,0
47240,28269,2.5,156000,2.0, Townhouse,4
47241,28269,2.0,180000,3.0, Townhouse,4
47242,28269,2.0,421000,5.0, Townhouse,4
47243,28269,2.0,188000,3.0, Single Family,0
47244,28204,1.0,485000,3.0, Single Family,0
47245,28204,1.5,573000,3.0, Single Family,0
47246,28204,1.0,679000,3.0, Single Family,0
47247,28204,1.0,505000,3.0, Single Family,0
47248,28205,2.0,417500,4.0, Single Family,0
47249,28205,1.0,440000,3.0, Single Family,0
47250,28205,1.0,285000,4.0, Single Family,0
47251,28209,1.0,446000,3.0, Single Family,0
47252,28209,2.0,455000,3.0, Condominium,4
47253,28209,2.0,435000,3.0, Condominium,4
47254,28209,2.0,380000,3.0, Condominium,4
47255,28213,2.0,165000,3.0, Single Family,0
47256,28213,2.0,145000,3.0, Single Family,0
47257,28205,2.0,537000,4.0, Single Family,0
47258,28209,2.0,280000,2.0, Condominium,4
47259,28209,1.0,256000,2.0, Condominium,4
47260,28209,1.0,255000,2.0, Condominium,4
47261,28277,2.0,469000,4.0, Single Family,0
47262,28227,2.0,133000,4.0, Single Family,3
47263,28227,1.0,146000,3.0, Single Family,3
47264,28227,2.0,163000,4.0, Single Family,3
47265,28216,2.0,145100,3.0, Townhouse,4
47266,28216,2.0,137000,2.0, Townhouse,4
47267,28216,2.0,149000,3.0, Townhouse,4
47268,28216,2.0,140500,3.0, Townhouse,4
47269,28216,2.0,127000,2.0, Townhouse,4
47270,28216,2.0,143000,2.0, Townhouse,4
47271,28216,2.0,115000,2.0, Townhouse,4
47272,28216,2.0,115000,2.0, Townhouse,4
47273,28216,2.0,163000,3.0, Townhouse,4
47274,28216,2.0,145000,2.0, Townhouse,4
47275,28216,2.0,142000,3.0, Townhouse,4
47276,28216,2.0,160000,3.0, Townhouse,4
47277,28216,2.0,137000,2.0, Townhouse,4
47278,28216,2.0,146000,2.0, Townhouse,4
47279,28216,2.0,129000,2.0, Townhouse,4
47280,28205,1.5,310000,3.0, Single Family,0
47281,28205,2.0,557000,4.0, Single Family,0
47282,28205,2.0,625000,4.0, Single Family,0
47283,28205,1.0,290000,2.0, Single Family,0
47284,28205,1.0,470000,3.0, Single Family,0
47285,28205,1.0,374000,2.0, Single Family,0
47286,28205,2.0,550000,4.0, Single Family,0
47287,28205,1.0,315000,2.0, Single Family,0
47288,28208,2.0,70000,4.0, Single Family,0
47289,28205,1.0,435000,3.0, Single Family,0
47290,28270,1.0,362500,4.0, Single Family,0
47291,28217,1.0,64000,3.0, Single Family,0
47292,28262,2.0,322000,4.0, Single Family,0
47293,28273,2.0,230000,4.0, Single Family,0
47294,28214,1.0,165000,3.0, Single Family,0
47295,28214,1.0,122500,3.0, Single Family,0
47296,28215,1.0,144000,3.0, Single Family,0
47297,28262,2.0,175000,3.0, Single Family,0
47298,28262,2.0,180000,3.0, Single Family,0
47299,28262,2.0,197000,3.0, Single Family,0
47300,28262,1.0,165000,3.0, Single Family,0
47301,28262,1.5,190000,3.0, Single Family,0
47302,28262,2.0,212000,4.0, Single Family,0
47303,28262,2.0,205000,3.0, Single Family,0
47304,28262,2.0,251000,4.0, Single Family,0
47305,28262,2.0,228000,3.0, Single Family,0
47306,28262,2.0,184500,3.0, Single Family,0
47307,28205,1.0,102500,2.0, Single Family,0
47308,28269,2.0,289000,5.0, Single Family,0
47309,28216,1.0,132000,3.0, Single Family,0
47310,28036,2.0,665000,3.0, Single Family,0
47311,28226,2.0,647500,4.0, Single Family,0
